symbol,open_time,return_1d,atr_pct,obv_z_1d,vwap_slope_96,bars_since_high,bars_since_high_xs_rank,autocorr_pctile_7d,corr_to_btc_1d,beta_to_btc_change_5d,idio_vol_to_btc_1h,idio_vol_to_btc_1d,funding_rate,funding_rate_z_7d,funding_rate_1d_change,rvol_7d,ret_3d,btc_rvol_7d,resid_rev_2,resid_rev_3,pred_long,pred_short
SEIUSDT,2026-06-01 12:00:00+00:00,-0.015959805,0.0046872455,-0.10768303,-0.0008499305,281.0,0.6,0.39930555,0.6327168,0.7717403,0.0034668257,0.002590797,-0.0001373,-0.73808,-0.00011931,0.0034170481376349926,0.006499395240098238,0.0009477136190980673,-0.030140957329422235,-0.03190520463977009,0.07412571,0.10290791
SKRUSDT,2026-06-01 12:00:00+00:00,-0.015255362,0.0028979632,0.19383632,-0.0031145122,103.0,0.28857142,0.15277778,0.6962978,0.4409353,0.0021069285,0.0013602729,5e-05,0.30070594,5.493e-05,0.0016649164026603103,-0.02721385471522808,0.0009477136190980673,0.007533415220677853,-0.01710915844887495,0.059380308,-0.016804637
XLMUSDT,2026-06-01 12:00:00+00:00,0.02237067,0.0098366635,0.44239464,-0.0004426651,114.0,0.42857143,0.66220236,0.1817257,0.2574418,0.0076669115,0.006611218,-0.0001145,-0.8219693,-0.0002145,0.006699956953525543,0.2797800302505493,0.0009477136190980673,-0.038256881409324706,-0.06387367995921522,0.9906953,0.86892915
ZROUSDT,2026-06-01 12:00:00+00:00,-0.008588531,0.004967098,0.07816211,-4.8739337e-05,468.0,0.81142855,0.18303572,0.6076539,0.5000601,0.0025283801,0.002049087,5e-05,0.31464657,0.0,0.0024887805338948965,0.019256485626101494,0.0009477136190980673,-0.035007701721042395,-0.03449893690412864,-0.14657696,-0.084667616
HYPEUSDT,2026-06-01 16:00:00+00:00,0.037077505,0.0076499395,-1.8608258,-0.00088706665,42.0,0.108571425,0.7167659,0.44970828,-0.12618302,0.004126086,0.0033640754,5e-05,0.8034825,0.0,0.0035361857153475285,0.0810234546661377,0.0009751559118740261,-0.019750629318878055,-0.030700797913596034,0.28214535,0.25078022
POLYXUSDT,2026-06-01 16:00:00+00:00,-0.012505125,0.0038551923,-0.3437394,-0.00063532114,394.0,0.6628571,0.1780754,0.6382188,0.12084762,0.0014592599,0.0018679291,-0.00019013,-1.5891404,-6.139e-05,0.002357759512960911,-0.0165339857339859,0.0009751559118740261,-0.03098645992577076,-0.01584241632372141,-0.20827387,-0.06990624
SEIUSDT,2026-06-01 16:00:00+00:00,0.019851493,0.0060615423,0.81520927,0.00074607774,329.0,0.61714286,0.20684524,0.6405142,-0.19963336,0.0027382795,0.0026024042,-0.0001373,-0.70003974,-0.00011931,0.0034708583261817694,0.0214350875467062,0.0009751559118740261,-0.0755030419677496,-0.08061693469062448,0.054347042,0.1081203
SKRUSDT,2026-06-01 16:00:00+00:00,-0.017772513,0.0040738527,-0.30226105,-0.00022833669,151.0,0.3342857,0.5401786,0.7002049,0.18354604,0.0021921308,0.001537282,5e-05,0.30070594,0.0,0.0017234401311725378,-0.04094032570719719,0.0009751559118740261,-0.03145714197307825,-0.009954347275197506,0.15969756,0.11285216
XLMUSDT,2026-06-01 16:00:00+00:00,0.014597949,0.009718395,-0.48352984,-0.0010641485,162.0,0.45142856,0.25992063,0.1813957,-0.3425706,0.006535421,0.0066462816,-0.0001145,-0.78303766,-0.0002145,0.0068136476911604404,0.16287419199943542,0.0009751559118740261,-0.013231741264462471,-0.011864199885167181,0.71997714,0.7757664
ZROUSDT,2026-06-01 16:00:00+00:00,-0.002574117,0.005196246,0.011305929,3.865508e-05,516.0,0.82285714,0.24900794,0.6141963,-0.119680695,0.0025398028,0.002154576,5e-05,0.31464657,0.0,0.0025299848057329655,-0.0164421908557415,0.0009751559118740261,-0.04063553176820278,-0.047913249116390944,-0.1401193,-0.06238957
HYPEUSDT,2026-06-01 20:00:00+00:00,0.061978992,0.0043142824,0.6639573,-0.00046312175,90.0,0.29714286,0.3809524,0.48373705,-0.036087714,0.00089296344,0.0035619724,5e-05,0.7641784,0.0,0.003578868228942156,0.11406884342432022,0.0009896921692416072,-0.024646415142342448,-0.04329439694993198,0.14727777,0.109008394
POLYXUSDT,2026-06-01 20:00:00+00:00,-0.0028403327,0.0026824337,-0.12336945,-0.00014409848,442.0,0.72571427,0.38343254,0.63685364,0.107320584,0.0020438242,0.001934089,-0.00019013,-1.5276539,-0.00018528,0.0023763354402035475,0.022217607125639915,0.0009896921692416072,-0.024921370670199394,-0.04307819902896881,-0.24090661,-0.10150044
SEIUSDT,2026-06-01 20:00:00+00:00,0.09198723,0.006520063,1.6035753,0.0049596,0.0,0.017142856,0.8943452,0.6382444,-0.18604688,0.003019155,0.0028211141,-0.0001373,-0.6635601,0.0,0.0035181930288672447,0.08677686005830765,0.0009896921692416072,-0.10616147145628929,-0.13118853606283665,0.15472017,0.2108261
SKRUSDT,2026-06-01 20:00:00+00:00,0.010617617,0.0021081308,-0.10647841,9.6214615e-05,199.0,0.45142856,0.31349206,0.7082905,0.21918787,0.0007587185,0.0015587213,5e-05,0.30070594,5.605e-05,0.0017408458516001701,-0.008777705021202564,0.0009896921692416072,-0.028439391404390335,-0.04240877088159323,0.085983366,-0.018069364
XLMUSDT,2026-06-01 20:00:00+00:00,0.022006499,0.007953025,-0.22692372,-0.0016593714,210.0,0.5485714,0.18204366,0.17635451,-0.53597414,0.006205959,0.006666642,-0.0001145,-0.7596624,0.0,0.006855686195194721,0.03721163049340248,0.0009896921692416072,0.039947631768882275,0.0003232089802622795,0.59504104,0.6327827
ZROUSDT,2026-06-01 20:00:00+00:00,0.014649397,0.0039097937,0.228221,-0.00023587793,564.0,0.85714287,0.9255952,0.6288138,-0.06644739,0.0029363777,0.0022116478,5e-05,0.31464657,0.0,0.002557698404416442,0.005933929700404406,0.0009896921692416072,-0.014839229406788945,-0.04256921377964318,-0.007984617,0.048427515
HYPEUSDT,2026-06-02 00:00:00+00:00,0.02142699,0.008016358,0.77909666,0.002163547,9.0,0.057142857,0.86656743,0.49106625,0.047597088,0.005928418,0.0036278237,5e-05,0.73640877,0.0,0.003624039003625512,0.14312094449996948,0.0010028122924268246,-0.033049723133444786,-0.03415237064473331,0.17847103,0.17295018
POLYXUSDT,2026-06-02 00:00:00+00:00,-0.02674117,0.0029864938,-0.16363858,0.0011248016,490.0,0.72571427,0.7063492,0.6422031,-0.0021066098,0.0011306406,0.001926873,-0.00019013,-1.4598054,0.0,0.002384717343375087,0.008069521747529507,0.0010028122924268246,-0.008359182626008987,-0.02118881419301033,-0.10884906,-0.07146208
SEIUSDT,2026-06-02 00:00:00+00:00,0.04643328,0.006355678,0.87551874,0.002709114,44.0,0.122857146,0.27430555,0.6315142,-0.023744691,0.003430387,0.002934771,-0.0001373,-0.6276524,0.0,0.003568001789972186,0.0876874178647995,0.0010028122924268246,-0.056239363620989025,-0.10671534098219126,0.15530664,0.17412235
SKRUSDT,2026-06-02 00:00:00+00:00,-0.004262512,0.0026647772,0.35714287,0.0018718384,247.0,0.47428572,0.5659722,0.7014328,0.11437619,0.0014555332,0.0016348675,5e-05,0.30070594,0.0,0.0017549587646499276,-0.008349813520908356,0.0010028122924268246,-0.017318251077085733,-0.03480601357296109,0.1237279,0.08525668
XLMUSDT,2026-06-02 00:00:00+00:00,-0.057607092,0.0070972303,0.26450136,-0.0009812614,258.0,0.5657143,0.91617066,0.17307748,-0.75881624,0.0044540744,0.006482515,-0.0001145,-0.73718226,0.0,0.00688766548410058,-0.06246383115649223,0.0010028122924268246,0.034769305028021336,0.06116198655217886,0.074636996,0.3159179
ZROUSDT,2026-06-02 00:00:00+00:00,-0.008686588,0.0036602516,0.14571953,0.00070604496,612.0,0.85714287,0.5376984,0.6387458,-0.21192595,0.0015249372,0.0022287446,5e-05,0.31464657,0.0,0.0025681606493890285,0.018149306997656822,0.0010028122924268246,-0.011066450970247388,-0.023971998365595937,-0.040640198,-0.016363611
HYPEUSDT,2026-06-02 04:00:00+00:00,0.015580852,0.0058425204,0.0067702923,0.0007233091,8.0,0.117142856,0.87103176,0.4528936,0.11373613,0.002929186,0.003637997,5e-05,0.73640877,0.0,0.003632380161434412,0.14567920565605164,0.001022683223709464,-0.031184110790491104,-0.05472787842154503,0.21175225,0.19002227
POLYXUSDT,2026-06-02 04:00:00+00:00,-0.047156725,0.0029552637,0.7841235,-0.0007089996,538.0,0.73142856,0.85664684,0.6852721,0.064421885,0.0014306031,0.0018350519,-0.00019013,-1.4067878,0.0,0.0023723365738987923,-0.023973993957042694,0.001022683223709464,0.010489129461348057,-0.0016026096418499947,-0.016039444,0.013170984
SEIUSDT,2026-06-02 04:00:00+00:00,0.03491784,0.006423067,0.7267035,-0.00097212713,92.0,0.19142857,0.7901786,0.6334353,0.021643803,0.0032681376,0.0029198127,-0.0001373,-0.5916529,0.0,0.0036061026621609926,0.0487479642033577,0.001022683223709464,0.0013921863865107298,-0.05429330770857632,0.1757957,0.16126886
SKRUSDT,2026-06-02 04:00:00+00:00,-0.03758264,0.0026284119,0.085657105,-0.00024018329,295.0,0.50285715,0.56994045,0.71000844,-0.0059486544,0.0012668961,0.0016157512,5e-05,0.30070594,0.0,0.0017592118820175529,-0.03368193283677101,0.001022683223709464,-0.002072728704661131,-0.013024357613176107,0.13110432,0.08031627
XLMUSDT,2026-06-02 04:00:00+00:00,-0.103340805,0.0066463132,0.5291263,-0.0030330284,306.0,0.5942857,0.78224206,0.21440063,-0.69495815,0.00412488,0.0061105336,-0.0001145,-0.71852386,0.0,0.00693058967590332,-0.19679564237594604,0.001022683223709464,0.04303254187107086,0.05658749211579561,0.009223551,0.18382858
ZROUSDT,2026-06-02 04:00:00+00:00,0.0021784594,0.0048020952,1.0533475,0.0012202696,660.0,0.86285716,0.49156746,0.62902856,-0.12106098,0.003216394,0.002370361,5e-05,0.31464657,0.0,0.00259479065425694,0.005421001929789782,0.001022683223709464,-0.0251677967607975,-0.027101478772237897,-0.0067175636,0.016034687
HYPEUSDT,2026-06-02 08:00:00+00:00,-0.014757004,0.005441893,-0.1768641,-0.0005649122,56.0,0.15142857,0.56150794,0.48214665,0.10147685,0.0021088312,0.0036390414,5e-05,0.73640877,0.0,0.0036684791557490826,0.09122966229915619,0.0010420717298984528,-0.00030280277132987976,-0.009808758273720741,0.12219135,0.11748082
POLYXUSDT,2026-06-02 08:00:00+00:00,-0.028559688,0.0034350222,-0.13777816,-0.0012661018,586.0,0.73714286,0.58035713,0.7296569,-0.0070031346,0.0012796512,0.001678746,-0.00019013,-1.3855991,0.0,0.002382038626819849,-0.037232961505651474,0.0010420717298984528,0.005446234717965126,0.00917879119515419,-0.07600075,-0.0436306
SEIUSDT,2026-06-02 08:00:00+00:00,0.029487373,0.0042655584,-1.2541766,-0.002987925,140.0,0.21428572,0.48313493,0.63228065,-0.104650505,0.0025976112,0.0029878519,-0.0001373,-0.5558395,0.0,0.003608136437833309,0.049553707242012024,0.0010420717298984528,0.011775700957514346,0.011221831431612372,0.12059397,0.11618027
SKRUSDT,2026-06-02 08:00:00+00:00,-0.0027014858,0.005853363,3.100723,-0.0009123654,343.0,0.52,0.46329364,0.7444271,0.032405782,0.0015922629,0.001596546,5e-05,0.30070594,0.0,0.0017958353273570538,-0.05125243589282036,0.0010420717298984528,-0.005139501765370369,-0.011506123933941126,0.08599718,0.05092009
XLMUSDT,2026-06-02 08:00:00+00:00,-0.10884566,0.0059500765,0.42789456,-0.0016015923,354.0,0.61142856,0.058035713,0.26261953,-0.7500855,0.0032225212,0.0055004503,-0.0001145,-0.7002559,0.0,0.006957400124520063,-0.08956287801265717,0.0010420717298984528,0.03880749270319939,0.06002184748649597,0.008132562,0.20770536
ZROUSDT,2026-06-02 08:00:00+00:00,-0.008253461,0.0043439274,-0.37531003,-0.00062268495,708.0,0.8685714,0.57589287,0.66831243,-0.036423862,0.0013947319,0.002318901,5e-05,0.31464657,0.0,0.0026384731754660606,-0.016984950751066208,0.0010420717298984528,-0.007843666709959507,-0.0169764356687665,-0.027339801,0.01235144
HYPEUSDT,2026-06-02 12:00:00+00:00,-0.005120223,0.004929452,0.36815012,-0.0017519275,104.0,0.18285714,0.6681548,0.51961255,0.11242562,0.002728653,0.0034902967,5e-05,0.73640877,0.0,0.003676793072372675,0.06992955505847931,0.0010495203314349055,-0.006328839808702469,-0.02800699509680271,0.19836333,0.1707615
POLYXUSDT,2026-06-02 12:00:00+00:00,-0.041479364,0.0033901196,0.081937924,-0.0012885929,634.0,0.74285716,0.083333336,0.73876774,-0.05337451,0.0010997278,0.0016664534,-0.00019013,-1.3199472,0.0,0.0023721582256257534,-0.03974595293402672,0.0010495203314349055,-0.0036275836173444986,0.003128989366814494,-0.04099125,0.027232997
SEIUSDT,2026-06-02 12:00:00+00:00,0.024177805,0.00404931,0.14312615,-0.002044356,188.0,0.24285714,0.47271827,0.6392983,-0.18065995,0.0017145653,0.0029052661,-0.0001373,-0.52072066,0.0,0.0036028027534484863,0.03734756261110306,0.0010495203314349055,-0.005900773219764233,-0.00395471730735153,0.11332213,0.12512946
SKRUSDT,2026-06-02 12:00:00+00:00,-0.009205209,0.0021679336,-0.05515117,-0.00048601482,391.0,0.5257143,0.08581349,0.7236909,-0.028933765,0.00039374898,0.0017082308,5e-05,0.30070594,0.0,0.0018195516895502806,-0.0380004346370697,0.0010495203314349055,-0.015775029081851244,-0.011481135617941618,0.14507923,0.087161794
XLMUSDT,2026-06-02 12:00:00+00:00,-0.12733626,0.006059685,-0.22027016,-0.0011868613,402.0,0.61714286,0.8720238,0.32337683,-0.7419596,0.0030030492,0.00517129,-0.0001145,-0.66410804,0.0,0.006987746339291334,-0.09021219611167908,0.0010495203314349055,0.0034851832315325737,0.02530337031930685,0.021436706,0.08926486
ZROUSDT,2026-06-02 12:00:00+00:00,-0.010850542,0.0037555362,1.4349784,-0.0011074413,756.0,0.8685714,0.10119048,0.6723177,-0.040227536,0.0015551456,0.0023170053,5e-05,0.31464657,0.0,0.002644486725330353,0.0024739352520555258,0.0010495203314349055,-0.015286027453839779,-0.03132105525583029,-0.049659178,0.014875764
HYPEUSDT,2026-06-02 16:00:00+00:00,0.0127274,0.008975834,0.5586828,-0.00038339288,152.0,0.21142857,0.3953373,0.50137395,-0.19705842,0.0058469824,0.003577841,5e-05,0.7131294,0.0,0.003651364939287305,0.0715785101056099,0.0010327380150556564,-0.06239900551736355,-0.041023653000593185,0.24644172,0.14797251
POLYXUSDT,2026-06-02 16:00:00+00:00,-0.06684659,0.0072109066,-2.2103353,-0.0017194172,682.0,0.74285716,0.39037699,0.7648107,0.06989406,0.002959687,0.0016869123,-0.00019013,-1.254989,0.0,0.002397565171122551,-0.07404343038797379,0.0010327380150556564,0.0009659829083830118,-0.0003443553578108549,-0.40003452,-0.34853986
SEIUSDT,2026-06-02 16:00:00+00:00,-0.02615156,0.009952602,-2.6694033,-0.0031475674,236.0,0.27142859,0.68799603,0.66997576,-0.0325696,0.0034113135,0.0029236015,-0.0001373,-0.48551148,0.0,0.003621529322117567,-0.029955290257930756,0.0010327380150556564,-0.028050128370523453,-0.01822048332542181,-0.0116122775,0.017950065
SKRUSDT,2026-06-02 16:00:00+00:00,-0.04810012,0.007343915,-1.494486,-0.005083738,439.0,0.5371429,0.46378967,0.74010116,0.19843785,0.0032548138,0.0018656809,5e-05,0.30070594,0.0,0.001903628814034164,-0.08764158934354782,0.0010327380150556564,0.0018591494299471378,-0.007574245799332857,0.3727659,0.30848327
XLMUSDT,2026-06-02 16:00:00+00:00,-0.117421366,0.0136677865,-1.1910782,-0.0027972758,450.0,0.62857145,0.82093257,0.39995086,-0.06412439,0.007799011,0.0045493185,-0.0001145,-0.62812006,0.0,0.0070366328582167625,-0.13379891216754913,0.0010327380150556564,-0.012401424231939018,0.004587881383486092,0.28027624,0.32134938
ZROUSDT,2026-06-02 16:00:00+00:00,-0.02376079,0.010668008,-3.5974362,-0.0016655537,804.0,0.8685714,0.8561508,0.67000186,0.2850531,0.006617527,0.002779083,5e-05,0.31464657,0.0,0.0027717305347323418,-0.025162264704704285,0.0010327380150556564,-0.038731069304049015,-0.030539708212018013,-0.10324623,-0.026513243
HYPEUSDT,2026-06-02 20:00:00+00:00,-0.037275363,0.008215955,-0.38239792,-0.0019182551,200.0,0.24,0.50744045,0.4733586,-0.40691185,0.0043276027,0.0035865542,5e-05,0.6909189,0.0,0.0036112850066274405,0.045020341873168945,0.0010700091952458024,-0.01960008218884468,-0.04730427451431751,0.14107978,0.09317618
POLYXUSDT,2026-06-02 20:00:00+00:00,-0.08362157,0.0063046627,0.24202707,-0.0012458793,730.0,0.7542857,0.3953373,0.78021616,-0.013161043,0.0024365038,0.0017505512,-0.00019013,-1.1942725,0.0,0.0024320848751813173,-0.07716049253940582,0.0010700091952458024,-0.0018836907111108303,-0.004200936062261462,-0.23142554,-0.17096648
SEIUSDT,2026-06-02 20:00:00+00:00,-0.094959624,0.0071355347,0.25844434,-0.0011993924,284.0,0.3,0.6284722,0.68483466,-0.14616263,0.002634552,0.002858221,-0.0001373,-0.4661508,0.0,0.003637439338490367,-0.03699301555752754,0.0010700091952458024,-0.008251383434981108,-0.023981801699846983,0.048424356,0.05658175
SKRUSDT,2026-06-02 20:00:00+00:00,-0.06311039,0.0066534933,0.2782182,-0.00094729726,487.0,0.5485714,0.26488096,0.7677929,0.2194466,0.0023198475,0.0019499359,5e-05,0.30070594,0.0,0.0019597895443439484,-0.08545336127281189,0.0010700091952458024,0.002030364703387022,-0.004311269149184227,0.31665856,0.27920324
XLMUSDT,2026-06-02 20:00:00+00:00,-0.108307175,0.008525332,0.3751107,-0.0011673499,498.0,0.64,0.83978176,0.46010432,-0.01798327,0.0048620533,0.0043782853,-0.0001145,-0.59252614,0.0,0.007069078274071217,-0.10998170077800751,0.0010700091952458024,-0.005273401155136526,-0.018777523539029062,0.30861992,0.21894124
ZROUSDT,2026-06-02 20:00:00+00:00,0.010300202,0.012228211,3.7187111,0.0023656955,852.0,0.8685714,0.9657738,0.6793238,0.37547976,0.006588141,0.0032130487,5e-05,0.31464657,0.0,0.0029123893473297358,0.0021002888679504395,0.0010700091952458024,-0.06533348839730024,-0.08881087694317102,0.032713532,0.11270787
HYPEUSDT,2026-06-03 00:00:00+00:00,-0.05614767,0.006007852,0.74514204,-0.0019599653,248.0,0.25142857,0.74553573,0.48469743,-0.6059953,0.004221216,0.003540375,5e-05,0.6535967,0.0,0.003630983643233776,0.022634437307715416,0.0011085447622463107,0.0203292784281075,-0.014365534763783216,0.038374692,0.053090613
POLYXUSDT,2026-06-03 00:00:00+00:00,-0.09206479,0.0063912976,-0.94761485,-0.0006383731,778.0,0.76,0.29811507,0.7938912,0.04695569,0.003672068,0.0018690068,-0.00019013,-1.1374401,0.0,0.0024877130053937435,-0.0831088051199913,0.0011085447622463107,0.00038751261308789253,0.0036707408726215363,-0.26066637,-0.22591186
SEIUSDT,2026-06-03 00:00:00+00:00,-0.1280795,0.006784974,-0.78144205,-0.0028521388,332.0,0.31142858,0.5029762,0.73588955,-0.24609168,0.0027237698,0.0026188025,-0.0001373,-0.44700652,0.0,0.003652904648333788,-0.05762558430433273,0.0011085447622463107,0.03185460576787591,0.019534895662218332,0.027971696,0.006487703
SKRUSDT,2026-06-03 00:00:00+00:00,-0.080522545,0.0053290264,-0.2885712,-0.00047167714,535.0,0.5542857,0.47867063,0.78021026,0.29858086,0.0032382943,0.0020873144,5e-05,0.30070594,0.0,0.0020416344050318003,-0.09476291388273239,0.0011085447622463107,-0.0020644385367631912,0.006136344745755196,0.3449267,0.32205713
XLMUSDT,2026-06-03 00:00:00+00:00,-0.07441016,0.008363846,1.1958671,0.0014026322,546.0,0.6457143,0.56696427,0.48982075,0.023774032,0.004369833,0.0043965974,-0.0001145,-0.55716497,0.0,0.007111657410860062,-0.03072297014296055,0.0011085447622463107,-0.030871585477143526,-0.029768887325190008,0.3281632,0.27749696
ZROUSDT,2026-06-03 00:00:00+00:00,-0.0044689802,0.0074788546,0.2031841,0.0025662405,47.0,0.04,0.73859125,0.66928715,0.34246257,0.0041622627,0.0034717184,5e-05,0.31464657,0.0,0.002989202504977584,-0.01156722940504551,0.0011085447622463107,-0.05540843075141311,-0.07066211150959134,-0.12695366,-0.06099645
