symbol,open_time,funding_rate,funding_rate_z_7d,funding_rate_1d_change
ALGOUSDT,2026-05-30 04:00:00+00:00,1e-04,1.5005462,0.00022447
ALGOUSDT,2026-05-30 08:00:00+00:00,1e-04,1.4738024,0.00022447
ALGOUSDT,2026-05-30 12:00:00+00:00,1e-04,1.4196742,0.0
ALGOUSDT,2026-05-30 16:00:00+00:00,1e-04,1.368546,0.0
ALGOUSDT,2026-05-30 20:00:00+00:00,1e-04,1.3031541,0.0
ALGOUSDT,2026-05-31 00:00:00+00:00,1e-04,1.2421899,0.0
ALGOUSDT,2026-05-31 04:00:00+00:00,8.861e-05,1.139873,-1.139e-05
ALGOUSDT,2026-05-31 08:00:00+00:00,8.861e-05,1.1234212,-1.139e-05
ALGOUSDT,2026-05-31 12:00:00+00:00,1e-04,1.1499804,0.0
ALGOUSDT,2026-05-31 16:00:00+00:00,1e-04,1.0957962,0.0
ALGOUSDT,2026-05-31 20:00:00+00:00,4.9e-06,0.37731457,-9.51e-05
ALGOUSDT,2026-06-01 00:00:00+00:00,4.9e-06,0.34689254,-9.51e-05
ALGOUSDT,2026-06-01 04:00:00+00:00,4.9e-06,0.31277406,-8.371e-05
ALGOUSDT,2026-06-01 08:00:00+00:00,4.9e-06,0.2776504,-8.371e-05
ALGOUSDT,2026-06-01 12:00:00+00:00,4.9e-06,0.25062653,-9.51e-05
ALGOUSDT,2026-06-01 16:00:00+00:00,4.9e-06,0.22343963,-9.51e-05
ALGOUSDT,2026-06-01 20:00:00+00:00,4.9e-06,0.1857974,0.0
ALGOUSDT,2026-06-02 00:00:00+00:00,4.9e-06,0.14586326,0.0
ALGOUSDT,2026-06-02 04:00:00+00:00,4.9e-06,0.113601916,0.0
ALGOUSDT,2026-06-02 08:00:00+00:00,4.9e-06,0.080070674,0.0
ALGOUSDT,2026-06-02 12:00:00+00:00,4.9e-06,0.100165755,0.0
ALGOUSDT,2026-06-02 16:00:00+00:00,4.9e-06,0.121930815,0.0
ALGOUSDT,2026-06-02 20:00:00+00:00,4.9e-06,0.14427021,0.0
ALGOUSDT,2026-06-03 00:00:00+00:00,4.9e-06,0.16724645,0.0
ALGOUSDT,2026-06-03 04:00:00+00:00,4.9e-06,0.12395502,0.0
ALGOUSDT,2026-06-03 08:00:00+00:00,4.9e-06,0.0768961,0.0
ALGOUSDT,2026-06-03 12:00:00+00:00,4.9e-06,0.055730853,0.0
ALGOUSDT,2026-06-03 16:00:00+00:00,4.9e-06,0.034856953,0.0
ALGOUSDT,2026-06-03 20:00:00+00:00,4.9e-06,-0.01747136,0.0
ALGOUSDT,2026-06-04 00:00:00+00:00,4.9e-06,-0.07792925,0.0
ALGOUSDT,2026-06-04 04:00:00+00:00,4.9e-06,-0.15334688,0.0
ALGOUSDT,2026-06-04 08:00:00+00:00,4.9e-06,-0.2500198,0.0
ALGOUSDT,2026-06-04 12:00:00+00:00,4.9e-06,-0.2573619,0.0
ALGOUSDT,2026-06-04 16:00:00+00:00,4.9e-06,-0.26475653,0.0
ANIMEUSDT,2026-05-15 00:00:00+00:00,5e-05,0.15446082,0.0
ANIMEUSDT,2026-05-15 04:00:00+00:00,5e-05,0.15446082,0.0
ANIMEUSDT,2026-05-15 08:00:00+00:00,5e-05,0.15446082,0.0
ANIMEUSDT,2026-05-15 12:00:00+00:00,5e-05,0.15446082,0.0
ANIMEUSDT,2026-05-15 16:00:00+00:00,5e-05,0.15446082,1.25e-05
ANIMEUSDT,2026-05-15 20:00:00+00:00,5e-05,0.15446082,0.0
ANIMEUSDT,2026-05-16 00:00:00+00:00,5e-05,0.15446082,0.0
ANIMEUSDT,2026-05-16 04:00:00+00:00,5e-05,0.15446082,0.0
ANIMEUSDT,2026-05-16 08:00:00+00:00,1.98e-05,-5.915433,-3.02e-05
ANIMEUSDT,2026-05-16 12:00:00+00:00,-6.604e-05,-6.162487,-0.00011604
ANIMEUSDT,2026-05-16 16:00:00+00:00,-5.621e-05,-4.1621337,-0.00010621
ANIMEUSDT,2026-05-16 20:00:00+00:00,9.94e-06,-1.3313273,-4.006e-05
ANIMEUSDT,2026-05-17 00:00:00+00:00,2.78e-05,-0.5823848,-2.22e-05
ANIMEUSDT,2026-05-17 04:00:00+00:00,2.069e-05,-0.83592796,-2.931e-05
ANIMEUSDT,2026-05-17 08:00:00+00:00,5e-05,0.34311217,3.02e-05
ANIMEUSDT,2026-05-17 12:00:00+00:00,5e-05,0.34311217,0.00011604
ANIMEUSDT,2026-05-17 16:00:00+00:00,5e-05,0.34311217,0.00010621
ANIMEUSDT,2026-05-17 20:00:00+00:00,5e-05,0.34311217,4.006e-05
ANIMEUSDT,2026-05-18 00:00:00+00:00,5e-05,0.34311217,2.22e-05
ANIMEUSDT,2026-05-18 04:00:00+00:00,4.576e-05,0.17681034,2.507e-05
ANIMEUSDT,2026-05-18 08:00:00+00:00,5e-05,0.3474453,0.0
ANIMEUSDT,2026-05-18 12:00:00+00:00,5e-05,0.3474453,0.0
ANIMEUSDT,2026-05-18 16:00:00+00:00,5e-05,0.3474453,0.0
ANIMEUSDT,2026-05-18 20:00:00+00:00,4.066e-05,-0.019699827,-9.34e-06
ANIMEUSDT,2026-05-19 00:00:00+00:00,5e-05,0.3567213,0.0
ANIMEUSDT,2026-05-19 04:00:00+00:00,5e-05,0.3567213,4.24e-06
ANIMEUSDT,2026-05-19 08:00:00+00:00,7.91e-06,-1.2764422,-4.209e-05
ANIMEUSDT,2026-05-19 12:00:00+00:00,5e-05,0.38975728,0.0
ANIMEUSDT,2026-05-19 16:00:00+00:00,-8.718e-05,-3.8991885,-0.00013718
ANIMEUSDT,2026-05-19 20:00:00+00:00,-1.959e-05,-1.6612357,-6.025e-05
ANIMEUSDT,2026-05-20 00:00:00+00:00,5e-05,0.44988203,0.0
ANIMEUSDT,2026-05-20 04:00:00+00:00,4.874e-05,0.41274482,-1.26e-06
ANIMEUSDT,2026-05-20 08:00:00+00:00,-0.00016843,-4.4121757,-0.00017634
ANIMEUSDT,2026-05-20 12:00:00+00:00,-3.07e-05,-1.277213,-8.07e-05
ANIMEUSDT,2026-05-20 16:00:00+00:00,-6.189e-05,-1.8250765,2.529e-05
ANIMEUSDT,2026-05-20 20:00:00+00:00,5e-05,0.5144802,6.959e-05
ANIMEUSDT,2026-05-21 00:00:00+00:00,5e-05,0.5144802,0.0
ANIMEUSDT,2026-05-21 04:00:00+00:00,5e-05,0.5144802,1.26e-06
ANIMEUSDT,2026-05-21 08:00:00+00:00,5e-05,0.5144802,0.00021843
ANIMEUSDT,2026-05-21 12:00:00+00:00,5e-05,0.5144802,8.07e-05
ANIMEUSDT,2026-05-21 16:00:00+00:00,5e-05,0.5072108,0.00011189
ANIMEUSDT,2026-05-21 20:00:00+00:00,5e-05,0.5072108,0.0
ANIMEUSDT,2026-05-22 00:00:00+00:00,5e-05,0.5072108,0.0
ANIMEUSDT,2026-05-22 04:00:00+00:00,5e-05,0.5072108,0.0
ANIMEUSDT,2026-05-22 08:00:00+00:00,5e-05,0.5072108,0.0
ANIMEUSDT,2026-05-22 12:00:00+00:00,5e-05,0.5072108,0.0
ANIMEUSDT,2026-05-22 16:00:00+00:00,4.226e-05,0.350168,-7.74e-06
ANIMEUSDT,2026-05-22 20:00:00+00:00,4.016e-05,0.311788,-9.84e-06
ANIMEUSDT,2026-05-23 00:00:00+00:00,-2.424e-05,-0.99166214,-7.424e-05
ANIMEUSDT,2026-05-23 04:00:00+00:00,4.978e-05,0.545639,-2.2e-07
ANIMEUSDT,2026-05-23 08:00:00+00:00,5e-05,0.5334603,0.0
ANIMEUSDT,2026-05-23 12:00:00+00:00,2.156e-05,-0.10269463,-2.844e-05
ANIMEUSDT,2026-05-23 16:00:00+00:00,-5.43e-06,-0.7371041,-4.769e-05
ANIMEUSDT,2026-05-23 20:00:00+00:00,5e-05,0.48120508,9.84e-06
ANIMEUSDT,2026-05-24 00:00:00+00:00,5e-05,0.4681288,7.424e-05
ANIMEUSDT,2026-05-24 04:00:00+00:00,5e-05,0.45162594,2.2e-07
ANIMEUSDT,2026-05-24 08:00:00+00:00,-2.576e-05,-1.1784642,-7.576e-05
ANIMEUSDT,2026-05-24 12:00:00+00:00,-5.142e-05,-1.6378382,-7.298e-05
ANIMEUSDT,2026-05-24 16:00:00+00:00,-4.632e-05,-1.4468262,-4.089e-05
ANIMEUSDT,2026-05-24 20:00:00+00:00,-1.8e-07,-0.46309564,-5.018e-05
ANIMEUSDT,2026-05-25 00:00:00+00:00,-5.334e-05,-1.4846478,-0.00010334
ANIMEUSDT,2026-05-25 04:00:00+00:00,4.784e-05,0.57342046,-2.16e-06
ANIMEUSDT,2026-05-25 08:00:00+00:00,3.5e-05,0.32079375,6.076e-05
ANIMEUSDT,2026-05-25 12:00:00+00:00,5e-05,0.62691563,0.00010142
ANIMEUSDT,2026-05-25 16:00:00+00:00,-4.685e-05,-1.282621,-5.3e-07
ANIMEUSDT,2026-05-25 20:00:00+00:00,5e-05,0.6574982,5.018e-05
ANIMEUSDT,2026-05-26 00:00:00+00:00,5e-05,0.6574982,0.00010334
ANIMEUSDT,2026-05-26 04:00:00+00:00,5e-05,0.6574982,2.16e-06
ANIMEUSDT,2026-05-26 08:00:00+00:00,5e-05,0.63502526,1.5e-05
ANIMEUSDT,2026-05-26 12:00:00+00:00,5e-05,0.63455206,0.0
ANIMEUSDT,2026-05-26 16:00:00+00:00,5e-05,0.6001548,9.685e-05
ANIMEUSDT,2026-05-26 20:00:00+00:00,5e-05,0.5682236,0.0
ANIMEUSDT,2026-05-27 00:00:00+00:00,5e-05,0.56756324,0.0
ANIMEUSDT,2026-05-27 04:00:00+00:00,5e-05,0.5667467,0.0
ANIMEUSDT,2026-05-27 08:00:00+00:00,2.444e-05,-0.08827377,-2.556e-05
ANIMEUSDT,2026-05-27 12:00:00+00:00,5e-05,0.57067865,0.0
ANIMEUSDT,2026-05-27 16:00:00+00:00,8.19e-06,-0.7047354,-4.181e-05
ANIMEUSDT,2026-05-27 20:00:00+00:00,5e-05,0.5683281,0.0
ANIMEUSDT,2026-05-28 00:00:00+00:00,5e-05,0.5683281,0.0
ANIMEUSDT,2026-05-28 04:00:00+00:00,5e-05,0.5683281,0.0
ANIMEUSDT,2026-05-28 08:00:00+00:00,5e-05,0.5683281,2.556e-05
ANIMEUSDT,2026-05-28 12:00:00+00:00,5e-05,0.5683281,0.0
ANIMEUSDT,2026-05-28 16:00:00+00:00,5e-05,0.5683281,4.181e-05
ANIMEUSDT,2026-05-28 20:00:00+00:00,5e-05,0.5683281,0.0
ANIMEUSDT,2026-05-29 00:00:00+00:00,5e-05,0.5683281,0.0
ANIMEUSDT,2026-05-29 04:00:00+00:00,5e-05,0.5683281,0.0
ANIMEUSDT,2026-05-29 08:00:00+00:00,5e-05,0.5683281,0.0
ANIMEUSDT,2026-05-29 12:00:00+00:00,5e-05,0.5683281,0.0
ANIMEUSDT,2026-05-29 16:00:00+00:00,5e-05,0.5613113,0.0
ANIMEUSDT,2026-05-29 20:00:00+00:00,5e-05,0.5526321,0.0
ANIMEUSDT,2026-05-30 00:00:00+00:00,5e-05,0.51649463,0.0
ANIMEUSDT,2026-05-30 04:00:00+00:00,5e-05,0.51552355,0.0
ANIMEUSDT,2026-05-30 08:00:00+00:00,5e-05,0.51551926,0.0
ANIMEUSDT,2026-05-30 12:00:00+00:00,5e-05,0.49415976,0.0
ANIMEUSDT,2026-05-30 16:00:00+00:00,5e-05,0.4604403,0.0
ANIMEUSDT,2026-05-30 20:00:00+00:00,5e-05,0.45973587,0.0
ANIMEUSDT,2026-05-31 00:00:00+00:00,5e-05,0.45973587,0.0
ANIMEUSDT,2026-05-31 04:00:00+00:00,5e-05,0.45973587,0.0
ANIMEUSDT,2026-05-31 08:00:00+00:00,5e-05,0.4223355,0.0
ANIMEUSDT,2026-05-31 12:00:00+00:00,5e-05,0.3846435,0.0
ANIMEUSDT,2026-05-31 16:00:00+00:00,5e-05,0.345207,0.0
ANIMEUSDT,2026-05-31 20:00:00+00:00,5e-05,0.30595687,0.0
ANIMEUSDT,2026-06-01 00:00:00+00:00,2.224e-05,-1.3485657,-2.776e-05
ANIMEUSDT,2026-06-01 04:00:00+00:00,2.224e-05,-1.2994577,-2.776e-05
ANIMEUSDT,2026-06-01 08:00:00+00:00,2.224e-05,-1.2612293,-2.776e-05
ANIMEUSDT,2026-06-01 12:00:00+00:00,2.224e-05,-1.2034682,-2.776e-05
ANIMEUSDT,2026-06-01 16:00:00+00:00,2.224e-05,-2.0103483,-2.776e-05
ANIMEUSDT,2026-06-01 20:00:00+00:00,2.224e-05,-1.9034156,-2.776e-05
ANIMEUSDT,2026-06-02 00:00:00+00:00,2.224e-05,-1.7789464,0.0
ANIMEUSDT,2026-06-02 04:00:00+00:00,2.224e-05,-1.6700335,0.0
ANIMEUSDT,2026-06-02 08:00:00+00:00,2.224e-05,-1.5733864,0.0
ANIMEUSDT,2026-06-02 12:00:00+00:00,2.224e-05,-1.486605,0.0
ANIMEUSDT,2026-06-02 16:00:00+00:00,2.224e-05,-1.4078904,0.0
ANIMEUSDT,2026-06-02 20:00:00+00:00,2.224e-05,-1.3358619,0.0
ANIMEUSDT,2026-06-03 00:00:00+00:00,2.224e-05,-1.269439,0.0
ANIMEUSDT,2026-06-03 04:00:00+00:00,2.224e-05,-1.2077601,0.0
ANIMEUSDT,2026-06-03 08:00:00+00:00,2.224e-05,-1.197928,0.0
ANIMEUSDT,2026-06-03 12:00:00+00:00,2.224e-05,-1.1418983,0.0
ANIMEUSDT,2026-06-03 16:00:00+00:00,2.224e-05,-1.2107964,0.0
ANIMEUSDT,2026-06-03 20:00:00+00:00,2.224e-05,-1.155584,0.0
ANIMEUSDT,2026-06-04 00:00:00+00:00,2.224e-05,-1.1010681,0.0
ANIMEUSDT,2026-06-04 04:00:00+00:00,2.224e-05,-1.0495919,0.0
ANIMEUSDT,2026-06-04 08:00:00+00:00,2.224e-05,-1.0007442,0.0
ANIMEUSDT,2026-06-04 12:00:00+00:00,2.224e-05,-0.95417434,0.0
ANIMEUSDT,2026-06-04 16:00:00+00:00,2.224e-05,-0.9095779,0.0
APTUSDT,2026-05-15 00:00:00+00:00,2.772e-05,-0.022501385,0.00014369
APTUSDT,2026-05-15 04:00:00+00:00,6.99e-06,-0.29636315,2.495e-05
APTUSDT,2026-05-15 08:00:00+00:00,6.99e-06,-0.26726958,2.495e-05
APTUSDT,2026-05-15 12:00:00+00:00,-0.00017434,-2.653293,-0.00013753
APTUSDT,2026-05-15 16:00:00+00:00,-0.00017434,-2.4002507,-0.00013753
APTUSDT,2026-05-15 20:00:00+00:00,-0.0001995,-2.4635694,-0.00022722
APTUSDT,2026-05-16 00:00:00+00:00,-0.0001995,-2.2578583,-0.00022722
APTUSDT,2026-05-16 04:00:00+00:00,-0.0001267,-1.3589107,-0.00013369
APTUSDT,2026-05-16 08:00:00+00:00,-0.0001267,-1.2940727,-0.00013369
APTUSDT,2026-05-16 12:00:00+00:00,-8.409e-05,-0.77536315,9.025e-05
APTUSDT,2026-05-16 16:00:00+00:00,-8.409e-05,-0.7364828,9.025e-05
APTUSDT,2026-05-16 20:00:00+00:00,3.004e-05,0.6130816,0.00022954
APTUSDT,2026-05-17 00:00:00+00:00,3.004e-05,0.64594483,0.00022954
APTUSDT,2026-05-17 04:00:00+00:00,-0.00012496,-1.16548,1.74e-06
APTUSDT,2026-05-17 08:00:00+00:00,-0.00012496,-1.1175475,1.74e-06
APTUSDT,2026-05-17 12:00:00+00:00,-0.00012925,-1.1158468,-4.516e-05
APTUSDT,2026-05-17 16:00:00+00:00,-0.00012925,-1.0642979,-4.516e-05
APTUSDT,2026-05-17 20:00:00+00:00,-6.499e-05,-0.27313623,-9.503e-05
APTUSDT,2026-05-18 00:00:00+00:00,-6.499e-05,-0.27612066,-9.503e-05
APTUSDT,2026-05-18 04:00:00+00:00,-2.249e-05,0.27854994,0.00010247
APTUSDT,2026-05-18 08:00:00+00:00,-2.249e-05,0.30860406,0.00010247
APTUSDT,2026-05-18 12:00:00+00:00,-2.467e-05,0.28655764,0.00010458
APTUSDT,2026-05-18 16:00:00+00:00,-2.467e-05,0.29256773,0.00010458
APTUSDT,2026-05-18 20:00:00+00:00,-9.946e-05,-0.63583404,-3.447e-05
APTUSDT,2026-05-19 00:00:00+00:00,-9.946e-05,-0.5990752,-3.447e-05
APTUSDT,2026-05-19 04:00:00+00:00,8.201e-05,1.8234994,0.0001045
APTUSDT,2026-05-19 08:00:00+00:00,8.201e-05,1.7943323,0.0001045
APTUSDT,2026-05-19 12:00:00+00:00,2.914e-05,1.1132474,5.381e-05
APTUSDT,2026-05-19 16:00:00+00:00,2.914e-05,1.1304611,5.381e-05
APTUSDT,2026-05-19 20:00:00+00:00,-2.716e-05,0.4034953,7.23e-05
APTUSDT,2026-05-20 00:00:00+00:00,-2.716e-05,0.43380767,7.23e-05
APTUSDT,2026-05-20 04:00:00+00:00,-6.652e-05,-0.12791525,-0.00014853
APTUSDT,2026-05-20 08:00:00+00:00,-6.652e-05,-0.14222144,-0.00014853
APTUSDT,2026-05-20 12:00:00+00:00,4.71e-05,1.3953692,1.796e-05
APTUSDT,2026-05-20 16:00:00+00:00,4.71e-05,1.3355368,1.796e-05
APTUSDT,2026-05-20 20:00:00+00:00,-4.168e-05,0.117760986,-1.452e-05
APTUSDT,2026-05-21 00:00:00+00:00,-4.168e-05,0.09464572,-1.452e-05
APTUSDT,2026-05-21 04:00:00+00:00,-0.00010267,-0.7126018,-3.615e-05
APTUSDT,2026-05-21 08:00:00+00:00,-0.00010267,-0.68278575,-3.615e-05
APTUSDT,2026-05-21 12:00:00+00:00,-2.542e-05,0.36520153,-7.252e-05
APTUSDT,2026-05-21 16:00:00+00:00,-2.542e-05,0.36113125,-7.252e-05
APTUSDT,2026-05-21 20:00:00+00:00,-0.00011379,-0.79935557,-7.211e-05
APTUSDT,2026-05-22 00:00:00+00:00,-0.00011379,-0.7600091,-7.211e-05
APTUSDT,2026-05-22 04:00:00+00:00,5.05e-05,1.4684923,0.00015317
APTUSDT,2026-05-22 08:00:00+00:00,5.05e-05,1.4311428,0.00015317
APTUSDT,2026-05-22 12:00:00+00:00,-6.1e-07,0.7110304,2.481e-05
APTUSDT,2026-05-22 16:00:00+00:00,-6.1e-07,0.6740204,2.481e-05
APTUSDT,2026-05-22 20:00:00+00:00,1.471e-05,0.85950917,0.0001285
APTUSDT,2026-05-23 00:00:00+00:00,1.471e-05,0.833543,0.0001285
APTUSDT,2026-05-23 04:00:00+00:00,-3.51e-05,0.014993039,-8.56e-05
APTUSDT,2026-05-23 08:00:00+00:00,-3.51e-05,-0.020744676,-8.56e-05
APTUSDT,2026-05-23 12:00:00+00:00,-2.143e-05,0.18267633,-2.082e-05
APTUSDT,2026-05-23 16:00:00+00:00,-2.143e-05,0.15915738,-2.082e-05
APTUSDT,2026-05-23 20:00:00+00:00,2.73e-06,0.5817895,-1.198e-05
APTUSDT,2026-05-24 00:00:00+00:00,2.73e-06,0.598299,-1.198e-05
APTUSDT,2026-05-24 04:00:00+00:00,7.35e-05,1.724018,0.0001086
APTUSDT,2026-05-24 08:00:00+00:00,7.35e-05,1.6447983,0.0001086
APTUSDT,2026-05-24 12:00:00+00:00,3.847e-05,1.0063727,5.99e-05
APTUSDT,2026-05-24 16:00:00+00:00,3.847e-05,0.9712009,5.99e-05
APTUSDT,2026-05-24 20:00:00+00:00,-7.55e-05,-1.1020695,-7.823e-05
APTUSDT,2026-05-25 00:00:00+00:00,-7.55e-05,-1.0925305,-7.823e-05
APTUSDT,2026-05-25 04:00:00+00:00,-0.00014989,-2.2388716,-0.00022339
APTUSDT,2026-05-25 08:00:00+00:00,-0.00014989,-2.0699513,-0.00022339
APTUSDT,2026-05-25 12:00:00+00:00,1e-04,1.8242702,6.153e-05
APTUSDT,2026-05-25 16:00:00+00:00,1e-04,1.7137928,6.153e-05
APTUSDT,2026-05-25 20:00:00+00:00,1e-04,1.620734,0.0001755
APTUSDT,2026-05-26 00:00:00+00:00,1e-04,1.5378251,0.0001755
APTUSDT,2026-05-26 04:00:00+00:00,1e-04,1.5171947,0.00024989
APTUSDT,2026-05-26 08:00:00+00:00,1e-04,1.498285,0.00024989
APTUSDT,2026-05-26 12:00:00+00:00,2.383e-05,0.41294882,-7.617e-05
APTUSDT,2026-05-26 16:00:00+00:00,2.383e-05,0.41509348,-7.617e-05
APTUSDT,2026-05-26 20:00:00+00:00,3.493e-05,0.55165136,-6.507e-05
APTUSDT,2026-05-27 00:00:00+00:00,3.493e-05,0.529474,-6.507e-05
APTUSDT,2026-05-27 04:00:00+00:00,-3.671e-05,-0.50324553,-0.00013671
APTUSDT,2026-05-27 08:00:00+00:00,-3.671e-05,-0.5172295,-0.00013671
APTUSDT,2026-05-27 12:00:00+00:00,-3.692e-05,-0.4936753,-6.075e-05
APTUSDT,2026-05-27 16:00:00+00:00,-3.692e-05,-0.4664582,-6.075e-05
APTUSDT,2026-05-27 20:00:00+00:00,2.233e-05,0.37360176,-1.26e-05
APTUSDT,2026-05-28 00:00:00+00:00,2.233e-05,0.3522223,-1.26e-05
APTUSDT,2026-05-28 04:00:00+00:00,-0.00015762,-2.1809394,-0.00012091
APTUSDT,2026-05-28 08:00:00+00:00,-0.00015762,-2.0945616,-0.00012091
APTUSDT,2026-05-28 12:00:00+00:00,-0.00023053,-2.736745,-0.00019361
APTUSDT,2026-05-28 16:00:00+00:00,-0.00023053,-2.4702609,-0.00019361
APTUSDT,2026-05-28 20:00:00+00:00,-0.00017311,-1.7560532,-0.00019544
APTUSDT,2026-05-29 00:00:00+00:00,-0.00017311,-1.7027057,-0.00019544
APTUSDT,2026-05-29 04:00:00+00:00,1.308e-05,0.33937198,0.0001707
APTUSDT,2026-05-29 08:00:00+00:00,1.308e-05,0.35102952,0.0001707
APTUSDT,2026-05-29 12:00:00+00:00,8.072e-05,1.0619515,0.00031125
APTUSDT,2026-05-29 16:00:00+00:00,8.072e-05,1.0277743,0.00031125
APTUSDT,2026-05-29 20:00:00+00:00,-8.916e-05,-0.7669029,8.395e-05
APTUSDT,2026-05-30 00:00:00+00:00,-8.916e-05,-0.7366312,8.395e-05
APTUSDT,2026-05-30 04:00:00+00:00,2.879e-05,0.49891937,1.571e-05
APTUSDT,2026-05-30 08:00:00+00:00,2.879e-05,0.4816233,1.571e-05
APTUSDT,2026-05-30 12:00:00+00:00,5.44e-05,0.7285482,-2.632e-05
APTUSDT,2026-05-30 16:00:00+00:00,5.44e-05,0.705311,-2.632e-05
APTUSDT,2026-05-30 20:00:00+00:00,8.12e-06,0.22080556,9.728e-05
APTUSDT,2026-05-31 00:00:00+00:00,8.12e-06,0.21941018,9.728e-05
APTUSDT,2026-05-31 04:00:00+00:00,1.206e-05,0.27785105,-1.673e-05
APTUSDT,2026-05-31 08:00:00+00:00,1.206e-05,0.29603454,-1.673e-05
APTUSDT,2026-05-31 12:00:00+00:00,-2.452e-05,-0.07677723,-7.892e-05
APTUSDT,2026-05-31 16:00:00+00:00,-2.452e-05,-0.061039783,-7.892e-05
APTUSDT,2026-05-31 20:00:00+00:00,-0.00013885,-1.2520188,-0.00014697
APTUSDT,2026-06-01 00:00:00+00:00,-0.00013885,-1.2185572,-0.00014697
APTUSDT,2026-06-01 04:00:00+00:00,-0.00013885,-1.2247514,-0.00015091
APTUSDT,2026-06-01 08:00:00+00:00,-0.00013885,-1.2318463,-0.00015091
APTUSDT,2026-06-01 12:00:00+00:00,-0.00013885,-1.1769918,-0.00011433
APTUSDT,2026-06-01 16:00:00+00:00,-0.00013885,-1.1245102,-0.00011433
APTUSDT,2026-06-01 20:00:00+00:00,-0.00013885,-1.075338,0.0
APTUSDT,2026-06-02 00:00:00+00:00,-0.00013885,-1.0291431,0.0
APTUSDT,2026-06-02 04:00:00+00:00,-0.00013885,-0.98567724,0.0
APTUSDT,2026-06-02 08:00:00+00:00,-0.00013885,-0.9447755,0.0
APTUSDT,2026-06-02 12:00:00+00:00,-0.00013885,-0.9009551,0.0
APTUSDT,2026-06-02 16:00:00+00:00,-0.00013885,-0.85868746,0.0
APTUSDT,2026-06-02 20:00:00+00:00,-0.00013885,-0.81754965,0.0
APTUSDT,2026-06-03 00:00:00+00:00,-0.00013885,-0.7776262,0.0
APTUSDT,2026-06-03 04:00:00+00:00,-0.00013885,-0.7459536,0.0
APTUSDT,2026-06-03 08:00:00+00:00,-0.00013885,-0.71515626,0.0
APTUSDT,2026-06-03 12:00:00+00:00,-0.00013885,-0.6851813,0.0
APTUSDT,2026-06-03 16:00:00+00:00,-0.00013885,-0.6559086,0.0
APTUSDT,2026-06-03 20:00:00+00:00,-0.00013885,-0.6201283,0.0
APTUSDT,2026-06-04 00:00:00+00:00,-0.00013885,-0.5845524,0.0
APTUSDT,2026-06-04 04:00:00+00:00,-0.00013885,-0.59102136,0.0
APTUSDT,2026-06-04 08:00:00+00:00,-0.00013885,-0.59845984,0.0
APTUSDT,2026-06-04 12:00:00+00:00,-0.00013885,-0.64337397,0.0
APTUSDT,2026-06-04 16:00:00+00:00,-0.00013885,-0.6923692,0.0
ARBUSDT,2026-05-15 00:00:00+00:00,1.382e-05,-0.4203091,5.612e-05
ARBUSDT,2026-05-15 04:00:00+00:00,1.209e-05,-0.43395227,-2.296e-05
ARBUSDT,2026-05-15 08:00:00+00:00,1.209e-05,-0.41701758,-2.296e-05
ARBUSDT,2026-05-15 12:00:00+00:00,2.741e-05,-0.11395655,0.0001347
ARBUSDT,2026-05-15 16:00:00+00:00,2.741e-05,-0.084015325,0.0001347
ARBUSDT,2026-05-15 20:00:00+00:00,-0.00016537,-3.1244242,-0.00017919
ARBUSDT,2026-05-16 00:00:00+00:00,-0.00016537,-2.7511828,-0.00017919
ARBUSDT,2026-05-16 04:00:00+00:00,1.243e-05,-0.14666045,3.4e-07
ARBUSDT,2026-05-16 08:00:00+00:00,1.243e-05,-0.15011357,3.4e-07
ARBUSDT,2026-05-16 12:00:00+00:00,-5.354e-05,-1.0655551,-8.095e-05
ARBUSDT,2026-05-16 16:00:00+00:00,-5.354e-05,-1.0167146,-8.095e-05
ARBUSDT,2026-05-16 20:00:00+00:00,-7.459e-05,-1.270151,9.078e-05
ARBUSDT,2026-05-17 00:00:00+00:00,-7.459e-05,-1.2167206,9.078e-05
ARBUSDT,2026-05-17 04:00:00+00:00,-6.647e-05,-1.0517534,-7.89e-05
ARBUSDT,2026-05-17 08:00:00+00:00,-6.647e-05,-1.0045897,-7.89e-05
ARBUSDT,2026-05-17 12:00:00+00:00,1e-04,1.3717586,0.00015354
ARBUSDT,2026-05-17 16:00:00+00:00,1e-04,1.3479843,0.00015354
ARBUSDT,2026-05-17 20:00:00+00:00,-2.582e-05,-0.3970771,4.877e-05
ARBUSDT,2026-05-18 00:00:00+00:00,-2.582e-05,-0.3663796,4.877e-05
ARBUSDT,2026-05-18 04:00:00+00:00,3.96e-05,0.6071637,0.00010607
ARBUSDT,2026-05-18 08:00:00+00:00,3.96e-05,0.6359597,0.00010607
ARBUSDT,2026-05-18 12:00:00+00:00,1e-04,1.4648309,0.0
ARBUSDT,2026-05-18 16:00:00+00:00,1e-04,1.395276,0.0
ARBUSDT,2026-05-18 20:00:00+00:00,6.873e-05,0.9436311,9.455e-05
ARBUSDT,2026-05-19 00:00:00+00:00,6.873e-05,0.93724453,9.455e-05
ARBUSDT,2026-05-19 04:00:00+00:00,-9.932e-05,-1.403117,-0.00013892
ARBUSDT,2026-05-19 08:00:00+00:00,-9.932e-05,-1.3695073,-0.00013892
ARBUSDT,2026-05-19 12:00:00+00:00,2.119e-05,0.3157221,-7.881e-05
ARBUSDT,2026-05-19 16:00:00+00:00,2.119e-05,0.3502285,-7.881e-05
