excl_fold,sharpe,delta
1,2.206957834872657,0.0937177623614982
2,2.3257440669627827,0.21250399445162405
3,2.315072379532846,0.2018323070216872
4,2.722158294417459,0.6089182219063005
5,1.6652773162260897,-0.447962756285069
6,2.243316126410779,0.13007605389962018
7,1.8996146911955372,-0.21362538131562148
8,1.8139882619783743,-0.2992518105327844
9,1.7778071006212248,-0.3354329718899338
