excl_fold,sharpe,delta
1,3.700365273622649,0.5932949130523877
2,3.293873873600872,0.1868035130306107
3,3.3667912413910273,0.25972088082076583
4,2.5431656350202587,-0.5639047255500027
5,2.302372113400556,-0.8046982471697053
6,3.447801886619088,0.3407315260488266
7,3.1171297927571184,0.010059432186857009
8,2.911464858949758,-0.19560550162050339
9,3.312014762336669,0.2049444017664075
