it,n_dropped,dropped,n_syms,sharpe,lo,hi,fp,total,pf_gross,body95,top_driver,semi_meme_pct
0,0,-,44,0.37542898598477437,-1.9871993975285795,2.5507084978150165,5,2204.791911826529,1.107202,-2.565055165354141,BIOUSDT,90.65843
