event,auc,lo,hi,sig
E1,0.4814398223352282,0.4327197778835709,0.5399994722377883,False
E2,0.5016957039451689,0.45124110270938744,0.552309318642524,False
E3,0.5060690254497371,0.4858347123560111,0.5255078546183608,False
