excl_fold,sharpe,delta
1,3.832572015061327,0.47757896397876776
2,3.526433459683186,0.1714404086006267
3,3.702787306465148,0.3477942553825888
4,2.9454275311543245,-0.40956551992823487
5,2.433076179426719,-0.9219168716558404
6,3.827461021611254,0.4724679705286947
7,3.4693755021855472,0.11438245110298784
8,3.096953779250317,-0.2580392718322426
9,3.352467592305118,-0.0025254587774412585
