excl,sharpe,delta
1,-2.1319214647729767,0.421017933797609
2,-3.2132554466927754,-0.6603160481221897
3,-2.3963672895383428,0.15657210903224295
4,-2.6586203914420063,-0.10568099287142063
5,-1.863256202520633,0.6896831960499528
6,-2.28712534256697,0.26581405600361574
7,-2.536120468248835,0.016818930321750525
8,-2.276005527525683,0.2769338710449025
9,-3.831922509625963,-1.278983111055377
