K_drop,mean,std,p5,p50,p95,min,max,n_positive,n_beat_baseline
10,1.2634362040254647,0.6592200426566388,0.798355687552479,1.3655960310257615,1.927735630632753,-1.7648057938716715,1.9752402026399334,29,0
20,0.8125146835999768,1.4019486119365363,-1.847431445647623,1.4366642949014727,1.9851511487965077,-2.2053343023663414,2.288751989673307,23,0
30,0.9730386908870577,1.2711812066865744,-0.755044563576073,1.1879648499923579,2.0175975853265498,-3.749633510662412,2.9818224290624573,24,0
40,1.0213070371374084,1.0605160453119646,-0.704719419862298,1.4451959626560842,2.22728332055309,-2.4791411921443234,2.4020025541026286,26,0
