K_drop,mean,std,p5,p50,p95,min,max,n_positive,n_beat_baseline
10,1.2389845060030888,0.7027134778603502,0.7713251709694424,1.321560956811361,1.878591987328553,-2.0105785647720724,2.065130017134798,29,0
20,0.6606062931266313,1.46419656956915,-2.120474442534602,1.3554867695734756,2.0067825110412896,-2.4087147276208145,2.0767864277350645,22,0
30,0.8605014993100518,1.2532888592546314,-1.2257982758900008,1.0227900028162669,2.0830319948024005,-3.2406980652326265,2.7393352498836037,23,0
40,0.8975645377618768,1.0598917066462046,-0.8466604139140528,1.2872046306972782,1.9845709541228918,-2.1861269798246163,2.2553147535891074,23,0
