label,universe,sharpe,ci_lo,ci_hi,ic,end_eq,folds_pos,maxDD,gross_cycle,cost_cycle,turnover_cycle,btc_hedge_abs_mean
Ridge_shift49,rolling_ic,-3.133949489918159,-5.4794135238838635,-0.6732653144553232,0.012541203673230384,-58.47369932733346,2,-16399.124374829924,-6.53047526711935,3.251851851851852,1.445267489711934,0.1920535392779584
LGBM_shift49,rolling_ic,-1.7024118835617668,-3.7887418523151233,0.5721164823497803,0.016176282588727657,9.861382131824215,2,-11306.063756560168,-0.703001102973813,4.861111111111111,2.1604938271604937,0.22852743556017066
Ridge_shift49,all,-3.3159240540829087,-5.665395263942134,-0.9710703218869263,0.012541203673230384,-111.29129347906087,2,-22085.482286938888,-9.258413177719808,3.7842592592592594,1.6818930041152262,0.24729712994956235
LGBM_shift49,all,-1.3395947650663433,-3.512466995889939,1.0262484898421635,0.016176282588727657,10.293354823473138,3,-14048.46017198784,0.39958980391809545,5.937037037037037,2.638683127572017,0.2624553031020078
