label,sharpe,ci_lo,ci_hi,end_eq,ic,folds_pos,gross,cost,maxDD,n_traded
A_baseline,0.02879937999196062,-2.4276978458273697,2.62048244929114,101.11622904242822,0.013264292194599486,4,0.7784709285449514,0.7095679012345679,-4180.922886003327,963
B_IC_signed,0.15028314636189072,-2.0523378510227532,2.519580576281778,103.86412752294476,0.013183120126383844,5,0.8878319458607871,0.6493055555555556,-3927.455020454077,985
C_IC_magnitude,-0.5773613263503766,-2.613951836159973,1.6334922866363435,85.07861918471639,0.01318463357898329,4,-0.31783214909158103,0.6032407407407407,-3149.8207234264837,895
D_IC_shrunk,0.15028314636189072,-2.0523378510227532,2.519580576281778,103.86412752294476,0.013183120126383844,5,0.8878319458607871,0.6493055555555556,-3927.455020454077,985
