time,fold,gross_pnl_bps,cost_bps,net_pnl_bps,turnover
2025-07-19 00:00:00+00:00,1,0.0,0.75,-0.75,0.3333333333333333
2025-07-19 04:00:00+00:00,1,32.97110560787868,0.7500000000000001,32.22110560787868,0.33333333333333337
2025-07-19 08:00:00+00:00,1,13.595734223697221,0.75,12.845734223697221,0.3333333333333333
2025-07-19 12:00:00+00:00,1,-32.488330333205106,0.75,-33.238330333205106,0.3333333333333333
2025-07-19 16:00:00+00:00,1,-26.853481939274904,0.75,-27.603481939274904,0.3333333333333333
2025-07-19 20:00:00+00:00,1,-120.05370302079605,0.0,-120.05370302079605,0.0
2025-07-20 00:00:00+00:00,1,119.74635137432227,0.7499999999999998,118.99635137432227,0.33333333333333326
2025-07-20 04:00:00+00:00,1,193.97750949553878,0.7500000000000001,193.22750949553878,0.33333333333333337
2025-07-20 08:00:00+00:00,1,240.4017936094614,1.1249999999999998,239.2767936094614,0.49999999999999994
2025-07-20 12:00:00+00:00,1,0.10272170297732974,0.6249999999999999,-0.5222782970226701,0.27777777777777773
2025-07-20 16:00:00+00:00,1,-110.30847966726394,0.75,-111.05847966726394,0.3333333333333333
2025-07-20 20:00:00+00:00,1,69.5532966253506,0.75,68.8032966253506,0.3333333333333333
2025-07-21 00:00:00+00:00,1,-36.06384166561771,0.75,-36.81384166561771,0.3333333333333333
2025-07-21 04:00:00+00:00,1,-516.8484591908995,0.75,-517.5984591908995,0.3333333333333333
2025-07-21 08:00:00+00:00,1,107.00981734735643,1.125,105.88481734735643,0.5
2025-07-21 12:00:00+00:00,1,26.288286794634914,1.25,25.038286794634914,0.5555555555555556
2025-07-21 16:00:00+00:00,1,62.54880090890079,1.1249999999999998,61.42380090890079,0.4999999999999999
2025-07-21 20:00:00+00:00,1,109.12940372767247,1.125,108.00440372767247,0.5
2025-07-22 00:00:00+00:00,1,-124.1555914287836,1.125,-125.2805914287836,0.5
2025-07-22 04:00:00+00:00,1,64.2553213811506,1.125,63.130321381150594,0.5
2025-07-22 08:00:00+00:00,1,102.47999481203259,1.125,101.35499481203259,0.5
2025-07-22 12:00:00+00:00,1,134.86687690628435,1.125,133.74187690628435,0.5
2025-07-22 16:00:00+00:00,1,-130.67005389138046,1.125,-131.79505389138046,0.5
2025-07-22 20:00:00+00:00,1,152.2353944648832,1.125,151.1103944648832,0.5
2025-07-23 00:00:00+00:00,1,-122.10260625594738,1.4999999999999996,-123.60260625594738,0.6666666666666665
