K_drop,mean,std,p5,p50,p95,min,max,n_positive,n_beat_baseline
10,-1.379611504216368,1.3010711712940264,-2.955141930475634,-1.8068728918428616,0.7977920390668397,-3.2053728201720704,1.303731549573225,8,0
20,-0.7154681906236016,1.6144238097284889,-2.968857633064966,-0.8942091730384929,1.2125633353821883,-3.2673395833213337,1.2247624572247955,14,0
30,-0.20597311667042367,1.3799295260931044,-2.9207185855510263,0.2516972577446097,1.358017368627927,-3.4682473009463513,1.431420080945345,16,0
40,0.19288980255920718,1.1368060864710459,-1.5225453344004325,0.6727068500990219,1.3563667098410703,-2.6390603759866096,1.8422706959627029,20,0
