variant,sharpe,sh_lo,sh_hi,p1_95,p2_95,p1_pass,p2_pass,p1_edge,p2_edge
V2_110_panel,2.0270242016857276,-0.21736222550374237,4.1379098828945535,1.4256928854463418,2.153270099012651,True,False,0.6013313162393858,-0.12624589732692337
