variant,sharpe,sh_lo,sh_hi,p1_95,p2_95,p1_pass,p2_pass,p1_edge,p2_edge
V2_110_panel,3.3549930510825594,1.3516556943708582,5.234847395573927,1.6645086058647613,1.5441193024989586,True,True,1.690484445217798,1.8108737485836008
