K_drop,mean,std,p5,p50,p95,min,max,n_positive,n_beat_baseline
5,1.161802633981961,0.738529239402384,-0.6102056668267715,1.362074703714152,1.998929291614165,-0.98906744251669,2.115481090250438,27,0
10,1.2753547617939727,0.8281464593990958,-0.5147238934374248,1.472154608608128,2.261540508728677,-1.0857243302755157,2.5946901090842496,27,2
15,0.7845214182315153,1.0735673853244052,-1.0417528513732552,1.1139294087229457,2.037077849908846,-1.3470528491583957,2.309904723691253,20,1
20,0.6885694166813562,1.013326073337504,-1.0693661550208762,0.8287132037841154,1.952450896432323,-2.0701977153675726,2.420769682468693,23,1
