label,universe,sharpe,ci_lo,ci_hi,ic,end_eq,folds_pos,maxDD,gross_cycle
Ridge_shift49,rolling_ic,-1.585708093819154,-3.815961509483624,0.8996982909633529,0.012541203673230384,32.373571987858455,3,-9827.686136171618,-3.3618165439593546
LGBM_shift49,rolling_ic,-1.4494208630175434,-3.7329745641048744,0.8804932302508939,0.016176282588727657,52.05832397410064,4,-5768.547969010631,-1.8315849398703314
Ridge_shift49,all,-2.2241366429412457,-4.459682605699258,0.037663872944563824,0.012541203673230384,-21.139739796556498,3,-16055.72375054938,-6.580848135589906
LGBM_shift49,all,0.5866293094100232,-1.8235867791053422,3.0822388100632043,0.016176282588727657,124.49800829671238,6,-5510.324063728713,2.8188585368340973
