feature,coef,fold,seed,intercept,alpha
bars_since_high_xs_rank,0.012494694,1,1337,1.6146260499954224,0.1
idio_vol_1d_vs_bk_xs_rank,-0.0081269,1,1337,1.6146260499954224,0.1
funding_rate,-0.016802186,1,1337,1.6146260499954224,0.1
funding_rate_z_7d,0.025665585,1,1337,1.6146260499954224,0.1
corr_to_btc_1d,0.006199294,1,1337,1.6146260499954224,0.1
idio_vol_to_btc_1h,-0.021625727,1,1337,1.6146260499954224,0.1
beta_to_btc_change_5d,0.033658523,1,1337,1.6146260499954224,0.1
funding_rate_1d_change,0.007535931,1,1337,1.6146260499954224,0.1
sym_ADAUSDT,-2.3383727,1,1337,1.6146260499954224,0.1
sym_APTUSDT,-1.5420718,1,1337,1.6146260499954224,0.1
sym_ARBUSDT,-2.5895548,1,1337,1.6146260499954224,0.1
sym_ASTERUSDT,0.0,1,1337,1.6146260499954224,0.1
sym_ATOMUSDT,-1.6158539,1,1337,1.6146260499954224,0.1
sym_AVAXUSDT,-1.0213307,1,1337,1.6146260499954224,0.1
sym_AXSUSDT,-1.8579432,1,1337,1.6146260499954224,0.1
sym_BCHUSDT,0.24206801,1,1337,1.6146260499954224,0.1
sym_BIOUSDT,-3.2884166,1,1337,1.6146260499954224,0.1
sym_BNBUSDT,0.4025887,1,1337,1.6146260499954224,0.1
sym_DOGEUSDT,-2.7741404,1,1337,1.6146260499954224,0.1
sym_DOTUSDT,-1.645426,1,1337,1.6146260499954224,0.1
sym_ENAUSDT,-2.5867758,1,1337,1.6146260499954224,0.1
sym_ETCUSDT,-1.0608956,1,1337,1.6146260499954224,0.1
sym_ETHUSDT,0.87599385,1,1337,1.6146260499954224,0.1
sym_FILUSDT,-1.8032918,1,1337,1.6146260499954224,0.1
sym_GMXUSDT,-1.0765959,1,1337,1.6146260499954224,0.1
sym_HBARUSDT,-2.8733041,1,1337,1.6146260499954224,0.1
sym_HYPEUSDT,-0.8153312,1,1337,1.6146260499954224,0.1
sym_ICPUSDT,-1.5621417,1,1337,1.6146260499954224,0.1
sym_INJUSDT,-1.260341,1,1337,1.6146260499954224,0.1
sym_JTOUSDT,-1.942877,1,1337,1.6146260499954224,0.1
sym_JUPUSDT,-2.444325,1,1337,1.6146260499954224,0.1
sym_LDOUSDT,-2.2440534,1,1337,1.6146260499954224,0.1
sym_LINKUSDT,-1.1601973,1,1337,1.6146260499954224,0.1
sym_LTCUSDT,-0.42135072,1,1337,1.6146260499954224,0.1
sym_NEARUSDT,-1.8771709,1,1337,1.6146260499954224,0.1
sym_ONDOUSDT,-2.263626,1,1337,1.6146260499954224,0.1
sym_OPUSDT,-2.3928032,1,1337,1.6146260499954224,0.1
sym_ORDIUSDT,-1.3308898,1,1337,1.6146260499954224,0.1
sym_PENDLEUSDT,-1.6735091,1,1337,1.6146260499954224,0.1
sym_PENGUUSDT,-3.9128585,1,1337,1.6146260499954224,0.1
sym_PUMPUSDT,-3.342392,1,1337,1.6146260499954224,0.1
sym_RUNEUSDT,-1.9468559,1,1337,1.6146260499954224,0.1
sym_SEIUSDT,-2.750952,1,1337,1.6146260499954224,0.1
sym_SOLUSDT,-0.21425408,1,1337,1.6146260499954224,0.1
sym_STRKUSDT,-2.9798396,1,1337,1.6146260499954224,0.1
sym_SUIUSDT,-1.7101307,1,1337,1.6146260499954224,0.1
sym_TAOUSDT,0.16812213,1,1337,1.6146260499954224,0.1
sym_TIAUSDT,-1.8860672,1,1337,1.6146260499954224,0.1
sym_TONUSDT,-1.7192988,1,1337,1.6146260499954224,0.1
sym_TRBUSDT,-0.7428041,1,1337,1.6146260499954224,0.1
sym_UNIUSDT,-1.431451,1,1337,1.6146260499954224,0.1
sym_VIRTUALUSDT,-1.9822448,1,1337,1.6146260499954224,0.1
sym_VVVUSDT,-1.6717336,1,1337,1.6146260499954224,0.1
sym_WIFUSDT,-2.2229934,1,1337,1.6146260499954224,0.1
sym_WLDUSDT,-2.1381485,1,1337,1.6146260499954224,0.1
sym_XRPUSDT,-1.8920782,1,1337,1.6146260499954224,0.1
sym_ZECUSDT,-0.6935239,1,1337,1.6146260499954224,0.1
return_1d,0.109875076,1,7,1.664389729499817,0.1
atr_pct,0.057012074,1,7,1.664389729499817,0.1
dom_level_vs_bk,-1.000137,1,7,1.664389729499817,0.1
dom_change_288b_vs_bk,-0.07819968,1,7,1.664389729499817,0.1
bk_ema_slope_4h,0.014735299,1,7,1.664389729499817,0.1
corr_change_3d_vs_bk,0.00784656,1,7,1.664389729499817,0.1
obv_z_1d,-0.0064110816,1,7,1.664389729499817,0.1
vwap_slope_96,0.0069660824,1,7,1.664389729499817,0.1
bars_since_high_xs_rank,0.012812109,1,7,1.664389729499817,0.1
idio_vol_1d_vs_bk_xs_rank,-0.008086712,1,7,1.664389729499817,0.1
funding_rate,-0.01401534,1,7,1.664389729499817,0.1
funding_rate_z_7d,0.025867088,1,7,1.664389729499817,0.1
corr_to_btc_1d,0.0048800316,1,7,1.664389729499817,0.1
idio_vol_to_btc_1h,-0.02469341,1,7,1.664389729499817,0.1
beta_to_btc_change_5d,0.03613357,1,7,1.664389729499817,0.1
funding_rate_1d_change,0.00374936,1,7,1.664389729499817,0.1
sym_ADAUSDT,-2.4200616,1,7,1.664389729499817,0.1
sym_APTUSDT,-1.5836046,1,7,1.664389729499817,0.1
sym_ARBUSDT,-2.6563485,1,7,1.664389729499817,0.1
sym_ASTERUSDT,0.0,1,7,1.664389729499817,0.1
sym_ATOMUSDT,-1.6629586,1,7,1.664389729499817,0.1
sym_AVAXUSDT,-1.0499763,1,7,1.664389729499817,0.1
sym_AXSUSDT,-1.9002641,1,7,1.664389729499817,0.1
sym_BCHUSDT,0.22238186,1,7,1.664389729499817,0.1
sym_BIOUSDT,-3.3791907,1,7,1.664389729499817,0.1
sym_BNBUSDT,0.42117232,1,7,1.664389729499817,0.1
sym_DOGEUSDT,-2.8623703,1,7,1.664389729499817,0.1
sym_DOTUSDT,-1.6769567,1,7,1.664389729499817,0.1
sym_ENAUSDT,-2.6535199,1,7,1.664389729499817,0.1
sym_ETCUSDT,-1.0640837,1,7,1.664389729499817,0.1
sym_ETHUSDT,0.8948728,1,7,1.664389729499817,0.1
sym_FILUSDT,-1.8406912,1,7,1.664389729499817,0.1
sym_GMXUSDT,-1.1057036,1,7,1.664389729499817,0.1
sym_HBARUSDT,-2.9795048,1,7,1.664389729499817,0.1
sym_HYPEUSDT,-0.8213858,1,7,1.664389729499817,0.1
sym_ICPUSDT,-1.6158223,1,7,1.664389729499817,0.1
sym_INJUSDT,-1.2947711,1,7,1.664389729499817,0.1
sym_JTOUSDT,-2.0133386,1,7,1.664389729499817,0.1
sym_JUPUSDT,-2.539907,1,7,1.664389729499817,0.1
sym_LDOUSDT,-2.3197224,1,7,1.664389729499817,0.1
sym_LINKUSDT,-1.1856756,1,7,1.664389729499817,0.1
sym_LTCUSDT,-0.42408088,1,7,1.664389729499817,0.1
sym_NEARUSDT,-1.9088799,1,7,1.664389729499817,0.1
sym_ONDOUSDT,-2.3345716,1,7,1.664389729499817,0.1
sym_OPUSDT,-2.4379485,1,7,1.664389729499817,0.1
sym_ORDIUSDT,-1.3570112,1,7,1.664389729499817,0.1
sym_PENDLEUSDT,-1.7208029,1,7,1.664389729499817,0.1
sym_PENGUUSDT,-4.0314393,1,7,1.664389729499817,0.1
sym_PUMPUSDT,-3.425273,1,7,1.664389729499817,0.1
sym_RUNEUSDT,-2.0130956,1,7,1.664389729499817,0.1
sym_SEIUSDT,-2.8539078,1,7,1.664389729499817,0.1
sym_SOLUSDT,-0.21197918,1,7,1.664389729499817,0.1
sym_STRKUSDT,-3.0611384,1,7,1.664389729499817,0.1
sym_SUIUSDT,-1.7669257,1,7,1.664389729499817,0.1
sym_TAOUSDT,0.1617515,1,7,1.664389729499817,0.1
sym_TIAUSDT,-1.9535007,1,7,1.664389729499817,0.1
sym_TONUSDT,-1.7934414,1,7,1.664389729499817,0.1
sym_TRBUSDT,-0.77699906,1,7,1.664389729499817,0.1
sym_UNIUSDT,-1.5069356,1,7,1.664389729499817,0.1
sym_VIRTUALUSDT,-2.0586874,1,7,1.664389729499817,0.1
sym_VVVUSDT,-1.7354357,1,7,1.664389729499817,0.1
sym_WIFUSDT,-2.28963,1,7,1.664389729499817,0.1
sym_WLDUSDT,-2.1924167,1,7,1.664389729499817,0.1
sym_XRPUSDT,-1.9542547,1,7,1.664389729499817,0.1
sym_ZECUSDT,-0.7014934,1,7,1.664389729499817,0.1
return_1d,0.11091039,1,19,1.6299071311950684,0.1
atr_pct,0.055922337,1,19,1.6299071311950684,0.1
dom_level_vs_bk,-0.9738703,1,19,1.6299071311950684,0.1
dom_change_288b_vs_bk,-0.08131005,1,19,1.6299071311950684,0.1
bk_ema_slope_4h,0.008471482,1,19,1.6299071311950684,0.1
corr_change_3d_vs_bk,0.009807619,1,19,1.6299071311950684,0.1
obv_z_1d,-0.008446214,1,19,1.6299071311950684,0.1
vwap_slope_96,0.013352286,1,19,1.6299071311950684,0.1
bars_since_high_xs_rank,0.012206021,1,19,1.6299071311950684,0.1
idio_vol_1d_vs_bk_xs_rank,-0.014923006,1,19,1.6299071311950684,0.1
funding_rate,-0.017449815,1,19,1.6299071311950684,0.1
funding_rate_z_7d,0.026227878,1,19,1.6299071311950684,0.1
corr_to_btc_1d,0.0031128186,1,19,1.6299071311950684,0.1
idio_vol_to_btc_1h,-0.019285848,1,19,1.6299071311950684,0.1
beta_to_btc_change_5d,0.03538355,1,19,1.6299071311950684,0.1
funding_rate_1d_change,0.005612988,1,19,1.6299071311950684,0.1
sym_ADAUSDT,-2.374827,1,19,1.6299071311950684,0.1
sym_APTUSDT,-1.5648749,1,19,1.6299071311950684,0.1
sym_ARBUSDT,-2.6041038,1,19,1.6299071311950684,0.1
sym_ASTERUSDT,0.0,1,19,1.6299071311950684,0.1
sym_ATOMUSDT,-1.627683,1,19,1.6299071311950684,0.1
sym_AVAXUSDT,-1.024318,1,19,1.6299071311950684,0.1
sym_AXSUSDT,-1.8775921,1,19,1.6299071311950684,0.1
sym_BCHUSDT,0.21225263,1,19,1.6299071311950684,0.1
sym_BIOUSDT,-3.2896242,1,19,1.6299071311950684,0.1
sym_BNBUSDT,0.39001417,1,19,1.6299071311950684,0.1
sym_DOGEUSDT,-2.8047435,1,19,1.6299071311950684,0.1
sym_DOTUSDT,-1.6688318,1,19,1.6299071311950684,0.1
sym_ENAUSDT,-2.6022944,1,19,1.6299071311950684,0.1
sym_ETCUSDT,-1.0764763,1,19,1.6299071311950684,0.1
sym_ETHUSDT,0.82197523,1,19,1.6299071311950684,0.1
sym_FILUSDT,-1.8332491,1,19,1.6299071311950684,0.1
sym_GMXUSDT,-1.0851574,1,19,1.6299071311950684,0.1
sym_HBARUSDT,-2.8964522,1,19,1.6299071311950684,0.1
sym_HYPEUSDT,-0.81929326,1,19,1.6299071311950684,0.1
sym_ICPUSDT,-1.594532,1,19,1.6299071311950684,0.1
sym_INJUSDT,-1.2962984,1,19,1.6299071311950684,0.1
sym_JTOUSDT,-1.9740193,1,19,1.6299071311950684,0.1
sym_JUPUSDT,-2.4782665,1,19,1.6299071311950684,0.1
sym_LDOUSDT,-2.269921,1,19,1.6299071311950684,0.1
sym_LINKUSDT,-1.1806233,1,19,1.6299071311950684,0.1
sym_LTCUSDT,-0.42630702,1,19,1.6299071311950684,0.1
sym_NEARUSDT,-1.874637,1,19,1.6299071311950684,0.1
sym_ONDOUSDT,-2.2900722,1,19,1.6299071311950684,0.1
sym_OPUSDT,-2.4022045,1,19,1.6299071311950684,0.1
sym_ORDIUSDT,-1.3354396,1,19,1.6299071311950684,0.1
sym_PENDLEUSDT,-1.6762421,1,19,1.6299071311950684,0.1
sym_PENGUUSDT,-3.9314404,1,19,1.6299071311950684,0.1
sym_PUMPUSDT,-3.3484194,1,19,1.6299071311950684,0.1
sym_RUNEUSDT,-1.9645824,1,19,1.6299071311950684,0.1
sym_SEIUSDT,-2.7714062,1,19,1.6299071311950684,0.1
sym_SOLUSDT,-0.21283579,1,19,1.6299071311950684,0.1
sym_STRKUSDT,-2.9836087,1,19,1.6299071311950684,0.1
sym_SUIUSDT,-1.7333741,1,19,1.6299071311950684,0.1
sym_TAOUSDT,0.14541818,1,19,1.6299071311950684,0.1
sym_TIAUSDT,-1.9064597,1,19,1.6299071311950684,0.1
sym_TONUSDT,-1.7484381,1,19,1.6299071311950684,0.1
sym_TRBUSDT,-0.74829376,1,19,1.6299071311950684,0.1
sym_UNIUSDT,-1.4719605,1,19,1.6299071311950684,0.1
sym_VIRTUALUSDT,-2.014608,1,19,1.6299071311950684,0.1
sym_VVVUSDT,-1.6971567,1,19,1.6299071311950684,0.1
sym_WIFUSDT,-2.2278767,1,19,1.6299071311950684,0.1
sym_WLDUSDT,-2.1340683,1,19,1.6299071311950684,0.1
sym_XRPUSDT,-1.9113058,1,19,1.6299071311950684,0.1
sym_ZECUSDT,-0.70322376,1,19,1.6299071311950684,0.1
return_1d,0.10728056,1,2718,1.6598528623580933,0.1
atr_pct,0.055373255,1,2718,1.6598528623580933,0.1
dom_level_vs_bk,-1.0006196,1,2718,1.6598528623580933,0.1
dom_change_288b_vs_bk,-0.07284301,1,2718,1.6598528623580933,0.1
bk_ema_slope_4h,0.01395317,1,2718,1.6598528623580933,0.1
corr_change_3d_vs_bk,0.010553015,1,2718,1.6598528623580933,0.1
obv_z_1d,-0.0101102395,1,2718,1.6598528623580933,0.1
vwap_slope_96,0.013704165,1,2718,1.6598528623580933,0.1
bars_since_high_xs_rank,0.014110634,1,2718,1.6598528623580933,0.1
idio_vol_1d_vs_bk_xs_rank,-0.012762367,1,2718,1.6598528623580933,0.1
funding_rate,-0.0096823,1,2718,1.6598528623580933,0.1
funding_rate_z_7d,0.0234798,1,2718,1.6598528623580933,0.1
corr_to_btc_1d,-0.0017459913,1,2718,1.6598528623580933,0.1
idio_vol_to_btc_1h,-0.019037789,1,2718,1.6598528623580933,0.1
beta_to_btc_change_5d,0.033869304,1,2718,1.6598528623580933,0.1
funding_rate_1d_change,0.0059923874,1,2718,1.6598528623580933,0.1
sym_ADAUSDT,-2.398515,1,2718,1.6598528623580933,0.1
sym_APTUSDT,-1.5707153,1,2718,1.6598528623580933,0.1
sym_ARBUSDT,-2.6833723,1,2718,1.6598528623580933,0.1
sym_ASTERUSDT,0.0,1,2718,1.6598528623580933,0.1
sym_ATOMUSDT,-1.660187,1,2718,1.6598528623580933,0.1
sym_AVAXUSDT,-1.0301594,1,2718,1.6598528623580933,0.1
sym_AXSUSDT,-1.8941929,1,2718,1.6598528623580933,0.1
sym_BCHUSDT,0.2322904,1,2718,1.6598528623580933,0.1
sym_BIOUSDT,-3.3761117,1,2718,1.6598528623580933,0.1
sym_BNBUSDT,0.4271667,1,2718,1.6598528623580933,0.1
sym_DOGEUSDT,-2.8563216,1,2718,1.6598528623580933,0.1
sym_DOTUSDT,-1.6872543,1,2718,1.6598528623580933,0.1
sym_ENAUSDT,-2.6648908,1,2718,1.6598528623580933,0.1
sym_ETCUSDT,-1.0794526,1,2718,1.6598528623580933,0.1
sym_ETHUSDT,0.87117416,1,2718,1.6598528623580933,0.1
sym_FILUSDT,-1.8551795,1,2718,1.6598528623580933,0.1
sym_GMXUSDT,-1.1005344,1,2718,1.6598528623580933,0.1
sym_HBARUSDT,-2.95424,1,2718,1.6598528623580933,0.1
sym_HYPEUSDT,-0.8569649,1,2718,1.6598528623580933,0.1
sym_ICPUSDT,-1.6170287,1,2718,1.6598528623580933,0.1
sym_INJUSDT,-1.2921315,1,2718,1.6598528623580933,0.1
sym_JTOUSDT,-2.0076513,1,2718,1.6598528623580933,0.1
sym_JUPUSDT,-2.5203,1,2718,1.6598528623580933,0.1
sym_LDOUSDT,-2.314148,1,2718,1.6598528623580933,0.1
sym_LINKUSDT,-1.2044727,1,2718,1.6598528623580933,0.1
sym_LTCUSDT,-0.42582083,1,2718,1.6598528623580933,0.1
sym_NEARUSDT,-1.9086187,1,2718,1.6598528623580933,0.1
sym_ONDOUSDT,-2.3277197,1,2718,1.6598528623580933,0.1
sym_OPUSDT,-2.4567757,1,2718,1.6598528623580933,0.1
sym_ORDIUSDT,-1.3612757,1,2718,1.6598528623580933,0.1
sym_PENDLEUSDT,-1.7171705,1,2718,1.6598528623580933,0.1
sym_PENGUUSDT,-4.013615,1,2718,1.6598528623580933,0.1
sym_PUMPUSDT,-3.4177215,1,2718,1.6598528623580933,0.1
sym_RUNEUSDT,-2.0077455,1,2718,1.6598528623580933,0.1
sym_SEIUSDT,-2.8243067,1,2718,1.6598528623580933,0.1
sym_SOLUSDT,-0.20055065,1,2718,1.6598528623580933,0.1
sym_STRKUSDT,-3.0615535,1,2718,1.6598528623580933,0.1
sym_SUIUSDT,-1.7602669,1,2718,1.6598528623580933,0.1
sym_TAOUSDT,0.15987758,1,2718,1.6598528623580933,0.1
sym_TIAUSDT,-1.9379045,1,2718,1.6598528623580933,0.1
sym_TONUSDT,-1.7760994,1,2718,1.6598528623580933,0.1
sym_TRBUSDT,-0.76908565,1,2718,1.6598528623580933,0.1
sym_UNIUSDT,-1.4756409,1,2718,1.6598528623580933,0.1
sym_VIRTUALUSDT,-2.0434203,1,2718,1.6598528623580933,0.1
sym_VVVUSDT,-1.7365767,1,2718,1.6598528623580933,0.1
sym_WIFUSDT,-2.271278,1,2718,1.6598528623580933,0.1
sym_WLDUSDT,-2.1698685,1,2718,1.6598528623580933,0.1
sym_XRPUSDT,-1.9471973,1,2718,1.6598528623580933,0.1
sym_ZECUSDT,-0.7339233,1,2718,1.6598528623580933,0.1
return_1d,0.069341615,2,42,0.5610237717628479,0.1
atr_pct,-0.004387058,2,42,0.5610237717628479,0.1
dom_level_vs_bk,-0.3245861,2,42,0.5610237717628479,0.1
dom_change_288b_vs_bk,-0.052575164,2,42,0.5610237717628479,0.1
bk_ema_slope_4h,0.029573536,2,42,0.5610237717628479,0.1
corr_change_3d_vs_bk,0.019486817,2,42,0.5610237717628479,0.1
obv_z_1d,0.018081645,2,42,0.5610237717628479,0.1
vwap_slope_96,-0.007739761,2,42,0.5610237717628479,0.1
bars_since_high_xs_rank,0.012507955,2,42,0.5610237717628479,0.1
idio_vol_1d_vs_bk_xs_rank,-0.017644607,2,42,0.5610237717628479,0.1
funding_rate,-0.01010371,2,42,0.5610237717628479,0.1
funding_rate_z_7d,0.021291962,2,42,0.5610237717628479,0.1
corr_to_btc_1d,-0.015017458,2,42,0.5610237717628479,0.1
idio_vol_to_btc_1h,0.009193891,2,42,0.5610237717628479,0.1
beta_to_btc_change_5d,0.010647869,2,42,0.5610237717628479,0.1
funding_rate_1d_change,0.0018621256,2,42,0.5610237717628479,0.1
sym_ADAUSDT,-0.82684565,2,42,0.5610237717628479,0.1
sym_APTUSDT,-0.60198677,2,42,0.5610237717628479,0.1
sym_ARBUSDT,-0.90461785,2,42,0.5610237717628479,0.1
sym_ASTERUSDT,0.0,2,42,0.5610237717628479,0.1
sym_ATOMUSDT,-0.61127406,2,42,0.5610237717628479,0.1
sym_AVAXUSDT,-0.38172406,2,42,0.5610237717628479,0.1
sym_AXSUSDT,-0.6956833,2,42,0.5610237717628479,0.1
sym_BCHUSDT,0.05075643,2,42,0.5610237717628479,0.1
sym_BIOUSDT,-1.1499314,2,42,0.5610237717628479,0.1
sym_BNBUSDT,0.11550948,2,42,0.5610237717628479,0.1
sym_DOGEUSDT,-0.94849443,2,42,0.5610237717628479,0.1
sym_DOTUSDT,-0.60412484,2,42,0.5610237717628479,0.1
sym_ENAUSDT,-0.8293583,2,42,0.5610237717628479,0.1
sym_ETCUSDT,-0.39357406,2,42,0.5610237717628479,0.1
sym_ETHUSDT,0.31227833,2,42,0.5610237717628479,0.1
sym_FILUSDT,-0.6665146,2,42,0.5610237717628479,0.1
sym_GMXUSDT,-0.40791458,2,42,0.5610237717628479,0.1
sym_HBARUSDT,-0.96793234,2,42,0.5610237717628479,0.1
sym_HYPEUSDT,-0.3057455,2,42,0.5610237717628479,0.1
sym_ICPUSDT,-0.6078209,2,42,0.5610237717628479,0.1
sym_INJUSDT,-0.47430095,2,42,0.5610237717628479,0.1
sym_JTOUSDT,-0.74576175,2,42,0.5610237717628479,0.1
sym_JUPUSDT,-0.84327275,2,42,0.5610237717628479,0.1
sym_LDOUSDT,-0.76534605,2,42,0.5610237717628479,0.1
sym_LINKUSDT,-0.40951,2,42,0.5610237717628479,0.1
sym_LTCUSDT,-0.177826,2,42,0.5610237717628479,0.1
sym_NEARUSDT,-0.668967,2,42,0.5610237717628479,0.1
sym_ONDOUSDT,-0.8221365,2,42,0.5610237717628479,0.1
sym_OPUSDT,-0.8721967,2,42,0.5610237717628479,0.1
sym_ORDIUSDT,-0.43960616,2,42,0.5610237717628479,0.1
sym_PENDLEUSDT,-0.5496907,2,42,0.5610237717628479,0.1
sym_PENGUUSDT,-1.214465,2,42,0.5610237717628479,0.1
sym_PUMPUSDT,-1.4167215,2,42,0.5610237717628479,0.1
sym_RUNEUSDT,-0.6900975,2,42,0.5610237717628479,0.1
sym_SEIUSDT,-0.9771589,2,42,0.5610237717628479,0.1
sym_SOLUSDT,-0.09255033,2,42,0.5610237717628479,0.1
sym_STRKUSDT,-1.0658784,2,42,0.5610237717628479,0.1
sym_SUIUSDT,-0.6030728,2,42,0.5610237717628479,0.1
sym_TAOUSDT,0.045312636,2,42,0.5610237717628479,0.1
sym_TIAUSDT,-0.70957005,2,42,0.5610237717628479,0.1
sym_TONUSDT,-0.6479314,2,42,0.5610237717628479,0.1
sym_TRBUSDT,-0.29252884,2,42,0.5610237717628479,0.1
sym_UNIUSDT,-0.49481148,2,42,0.5610237717628479,0.1
sym_VIRTUALUSDT,-0.68741864,2,42,0.5610237717628479,0.1
sym_VVVUSDT,-0.6009745,2,42,0.5610237717628479,0.1
sym_WIFUSDT,-0.73792297,2,42,0.5610237717628479,0.1
sym_WLDUSDT,-0.7377111,2,42,0.5610237717628479,0.1
sym_XRPUSDT,-0.6826863,2,42,0.5610237717628479,0.1
sym_ZECUSDT,-0.29361182,2,42,0.5610237717628479,0.1
return_1d,0.06678338,2,1337,0.6381869912147522,0.1
atr_pct,-0.009536821,2,1337,0.6381869912147522,0.1
dom_level_vs_bk,-0.3713975,2,1337,0.6381869912147522,0.1
dom_change_288b_vs_bk,-0.04805887,2,1337,0.6381869912147522,0.1
bk_ema_slope_4h,0.027107922,2,1337,0.6381869912147522,0.1
corr_change_3d_vs_bk,0.019326929,2,1337,0.6381869912147522,0.1
obv_z_1d,0.016577013,2,1337,0.6381869912147522,0.1
vwap_slope_96,-0.0058222683,2,1337,0.6381869912147522,0.1
bars_since_high_xs_rank,0.012507018,2,1337,0.6381869912147522,0.1
idio_vol_1d_vs_bk_xs_rank,-0.015684977,2,1337,0.6381869912147522,0.1
funding_rate,-0.011938021,2,1337,0.6381869912147522,0.1
funding_rate_z_7d,0.02229041,2,1337,0.6381869912147522,0.1
corr_to_btc_1d,-0.011842018,2,1337,0.6381869912147522,0.1
idio_vol_to_btc_1h,0.012130397,2,1337,0.6381869912147522,0.1
beta_to_btc_change_5d,0.008756945,2,1337,0.6381869912147522,0.1
funding_rate_1d_change,0.00213381,2,1337,0.6381869912147522,0.1
sym_ADAUSDT,-0.9391593,2,1337,0.6381869912147522,0.1
sym_APTUSDT,-0.6915635,2,1337,0.6381869912147522,0.1
sym_ARBUSDT,-1.0282414,2,1337,0.6381869912147522,0.1
sym_ASTERUSDT,0.0,2,1337,0.6381869912147522,0.1
sym_ATOMUSDT,-0.6890183,2,1337,0.6381869912147522,0.1
sym_AVAXUSDT,-0.42393014,2,1337,0.6381869912147522,0.1
sym_AXSUSDT,-0.7714011,2,1337,0.6381869912147522,0.1
sym_BCHUSDT,0.048619602,2,1337,0.6381869912147522,0.1
sym_BIOUSDT,-1.3147522,2,1337,0.6381869912147522,0.1
sym_BNBUSDT,0.12759548,2,1337,0.6381869912147522,0.1
sym_DOGEUSDT,-1.0627978,2,1337,0.6381869912147522,0.1
sym_DOTUSDT,-0.6872705,2,1337,0.6381869912147522,0.1
sym_ENAUSDT,-0.95094126,2,1337,0.6381869912147522,0.1
sym_ETCUSDT,-0.43691048,2,1337,0.6381869912147522,0.1
sym_ETHUSDT,0.35253137,2,1337,0.6381869912147522,0.1
sym_FILUSDT,-0.7290034,2,1337,0.6381869912147522,0.1
sym_GMXUSDT,-0.46568733,2,1337,0.6381869912147522,0.1
sym_HBARUSDT,-1.1098142,2,1337,0.6381869912147522,0.1
sym_HYPEUSDT,-0.33821803,2,1337,0.6381869912147522,0.1
sym_ICPUSDT,-0.6711254,2,1337,0.6381869912147522,0.1
sym_INJUSDT,-0.5184768,2,1337,0.6381869912147522,0.1
sym_JTOUSDT,-0.8430545,2,1337,0.6381869912147522,0.1
sym_JUPUSDT,-0.9603054,2,1337,0.6381869912147522,0.1
sym_LDOUSDT,-0.86361545,2,1337,0.6381869912147522,0.1
sym_LINKUSDT,-0.46648172,2,1337,0.6381869912147522,0.1
sym_LTCUSDT,-0.20576325,2,1337,0.6381869912147522,0.1
sym_NEARUSDT,-0.77477944,2,1337,0.6381869912147522,0.1
sym_ONDOUSDT,-0.9178964,2,1337,0.6381869912147522,0.1
sym_OPUSDT,-0.96734846,2,1337,0.6381869912147522,0.1
sym_ORDIUSDT,-0.5288345,2,1337,0.6381869912147522,0.1
sym_PENDLEUSDT,-0.65251964,2,1337,0.6381869912147522,0.1
sym_PENGUUSDT,-1.4082594,2,1337,0.6381869912147522,0.1
sym_PUMPUSDT,-1.570346,2,1337,0.6381869912147522,0.1
sym_RUNEUSDT,-0.78652954,2,1337,0.6381869912147522,0.1
sym_SEIUSDT,-1.1108831,2,1337,0.6381869912147522,0.1
sym_SOLUSDT,-0.11496698,2,1337,0.6381869912147522,0.1
sym_STRKUSDT,-1.2058935,2,1337,0.6381869912147522,0.1
sym_SUIUSDT,-0.68153733,2,1337,0.6381869912147522,0.1
sym_TAOUSDT,0.034096237,2,1337,0.6381869912147522,0.1
sym_TIAUSDT,-0.779969,2,1337,0.6381869912147522,0.1
sym_TONUSDT,-0.7362185,2,1337,0.6381869912147522,0.1
sym_TRBUSDT,-0.32460675,2,1337,0.6381869912147522,0.1
sym_UNIUSDT,-0.5603845,2,1337,0.6381869912147522,0.1
sym_VIRTUALUSDT,-0.7764571,2,1337,0.6381869912147522,0.1
sym_VVVUSDT,-0.6843378,2,1337,0.6381869912147522,0.1
sym_WIFUSDT,-0.84257185,2,1337,0.6381869912147522,0.1
sym_WLDUSDT,-0.8391088,2,1337,0.6381869912147522,0.1
sym_XRPUSDT,-0.760839,2,1337,0.6381869912147522,0.1
sym_ZECUSDT,-0.32779184,2,1337,0.6381869912147522,0.1
return_1d,0.06800031,2,7,0.542888879776001,0.1
atr_pct,-0.005170174,2,7,0.542888879776001,0.1
dom_level_vs_bk,-0.31895396,2,7,0.542888879776001,0.1
dom_change_288b_vs_bk,-0.051834088,2,7,0.542888879776001,0.1
bk_ema_slope_4h,0.027799385,2,7,0.542888879776001,0.1
corr_change_3d_vs_bk,0.016444733,2,7,0.542888879776001,0.1
obv_z_1d,0.016732294,2,7,0.542888879776001,0.1
vwap_slope_96,-0.0033849515,2,7,0.542888879776001,0.1
bars_since_high_xs_rank,0.011443313,2,7,0.542888879776001,0.1
idio_vol_1d_vs_bk_xs_rank,-0.019520637,2,7,0.542888879776001,0.1
funding_rate,-0.010948037,2,7,0.542888879776001,0.1
funding_rate_z_7d,0.025607262,2,7,0.542888879776001,0.1
corr_to_btc_1d,-0.014377673,2,7,0.542888879776001,0.1
idio_vol_to_btc_1h,0.011852899,2,7,0.542888879776001,0.1
beta_to_btc_change_5d,0.009725831,2,7,0.542888879776001,0.1
