threshold_bps,sharpe,sh_lo,sh_hi,end_eq,totPnL_bps,maxDD,gross_cycle,cost_cycle,avg_long_basket,avg_short_basket,folds_pos,n_traded,n_cycles,pct_traded
0.0,-0.6096097519099993,-2.690172981135431,1.5128811045000392,72.03379763304095,-2796.6202366959046,-5041.470894567993,-0.9922038498122868,0.734104938271605,2.9166666666666665,2.8993827160493826,5,1017,1620,0.6277777777777778
4.5,-0.7929863013720861,-3.0177323286113475,1.55699050868021,62.15359794891228,-3784.6402051087716,-6508.664270276306,-1.8607346945115875,0.475462962962963,1.864814814814815,1.8302469135802468,5,620,1620,0.38271604938271603
9.0,-0.7524162868543643,-2.823144632880008,1.6168687368078751,69.04565175891315,-3095.4348241086855,-5977.255679478341,-1.6754227309312872,0.2353395061728395,0.9314814814814815,0.8135802469135802,5,308,1620,0.19012345679012346
15.0,-1.567308262069834,-3.523746039827379,0.8016164616304824,46.45882935414979,-5354.117064585022,-7756.889715536103,-3.211877817645075,0.09313271604938271,0.3851851851851852,0.2537037037037037,3,128,1620,0.07901234567901234
25.0,-0.4598206280702915,-2.77169895771685,1.76653917556491,90.1411286888614,-985.8871311138596,-3467.1072136581174,-0.5780167476011479,0.030555555555555555,0.09567901234567901,0.05802469135802469,2,37,1620,0.022839506172839506
