excl,sharpe,delta
1,-1.4686419954862637,0.373021284756613
2,-3.459749967457545,-1.6180866872146684
3,-2.0312253104458886,-0.18956203020301188
4,-1.8505960238762555,-0.008932743633378815
5,-0.7809403184596291,1.0607229617832477
6,-1.6710606178000882,0.17060266244278854
7,-1.8779004753539432,-0.03623719511106649
8,-1.510227954994712,0.33143532524816477
9,-2.2964280888783706,-0.45476480863549384
