tag,gross_sh,net_sh,ci_lo,ci_hi,net_bps,ic,turn,sym_pos,folds_pos,net_sh_maker,PASS,verdict
Ridge_randCV,3.3000272939820685,2.3699558846519135,0.11373993377341168,4.638225512274477,3.4957241807242334,0.03734473383472194,0.6096440050741345,0.7619047619047619,6.0,3.0933637817888346,,
LGBM_randCV,24.86296503493687,23.709998459866636,21.110680554405427,26.362996591204485,42.08653253150567,0.37608947387648345,0.9072921978556191,0.9761904761904762,9.0,24.607009166277265,,
VERDICT,,23.709998459866636,,,,,,,,,True,D1 PASS — best F_core random-CV NET Sharpe +23.71 (LGBM_randCV) > +1.5 gate. Information IS sufficient under stationarity ⇒ Q1=YES; the bottleneck is Q2 (utilization/non-stationarity). PROCEED to D2 (time-nested).
