cycle_id,open_time,n_universe,n_predicted,btc_ret_30d,regime,pred_disp,top_k_long,bot_k_short,gross_target,gross_after_stop,net_target,sleeve_count,stop_engaged,stop_k_sigma,equity_pre,equity_post,pnl_bps,gross_pnl_bps,cost_bps,turnover,long_ret_bps,short_ret_bps,long_alpha_bps,short_alpha_bps,n_trades,univ_hash,notes
146,2026-03-27 08:00:00+00:00,156,19,0.0551867239078334,side,0.0707708001136779,"AVAXUSDT,DOGEUSDT,RUNEUSDT","BCHUSDT,DOTUSDT,OPUSDT",1.8971759586860288,1.8971759586860288,-6.245004513516506e-17,6,False,1356.094293443537,10566.10315742842,10600.523213279765,32.575922588023374,33.60890116936296,1.032978581340409,0.4591015917068485,-288.5042089716917,322.1131101410547,-50.210062551475225,76.47569089744562,10,3a29b30e,
147,2026-03-27 12:00:00+00:00,156,19,0.0186262063902358,side,0.0683305561542511,"AVAXUSDT,BCHUSDT,RUNEUSDT","ATOMUSDT,DOTUSDT,OPUSDT",1.830584484049164,1.830584484049164,-6.938893903907227e-17,6,False,1353.117184421025,10600.523213279765,10650.388662656753,47.04055486102573,48.29851558233224,1.2579607213059811,0.5590936539137693,4.019973012087574,44.27854257024467,94.7474173415322,-48.55912839477213,10,3a29b30e,
148,2026-03-27 16:00:00+00:00,156,19,-0.021924299815579,side,0.0491728782653808,"AVAXUSDT,BCHUSDT,RUNEUSDT","ETHUSDT,SEIUSDT,SUIUSDT",1.742694557050299,1.742694557050299,0.0,6,False,1352.2605116676298,10650.388662656753,10632.453213821149,-16.840182460654027,-15.729106638549206,1.1110758221040011,0.4938114764906671,-9.595894532694857,-6.13321210585435,-25.10659204096825,9.784385633096958,10,3a29b30e,
149,2026-03-27 20:00:00+00:00,156,19,-0.0414217244512568,side,0.0371705442667007,"AVAXUSDT,BCHUSDT,RUNEUSDT","BNBUSDT,DOTUSDT,SEIUSDT",1.84879301376976,1.84879301376976,9.020562075079396e-17,6,False,1348.588443023398,10632.453213821149,10670.170590783851,35.47382358915569,36.53318389346806,1.0593603043119553,0.4708268019164245,36.29968054200884,0.2335033514592278,-14.952227617538616,54.14149953065899,9,3a29b30e,
150,2026-03-28 00:00:00+00:00,156,19,-0.0199825879089258,side,0.0677435994148254,"AVAXUSDT,BCHUSDT,UNIUSDT","ARBUSDT,BNBUSDT,DOTUSDT",1.84879301376976,1.84879301376976,-5.551115123125783e-17,6,False,1346.0390533633604,10670.170590783851,10678.511114933575,7.816673668673951,8.995845105923495,1.1791714372482345,0.5240761943325486,-40.333550358749385,49.32939546467287,-10.74681299841405,19.713465129313988,10,3a29b30e,
151,2026-03-28 04:00:00+00:00,156,19,-0.0300738658925964,side,0.0605421476066112,"AVAXUSDT,RUNEUSDT,UNIUSDT","BNBUSDT,OPUSDT,SEIUSDT",1.924530175496496,1.924530175496496,-6.938893903907228e-18,6,False,1341.569647127214,10678.511114933575,10699.08524666793,19.266854257968976,20.11277398985412,0.8459197318851993,0.3759643252823108,109.33335403946128,-89.22058004960716,63.80668810602364,-45.6351192321556,9,3a29b30e,
152,2026-03-28 08:00:00+00:00,156,19,-0.0196998593919954,side,0.0668963119387626,"BCHUSDT,RUNEUSDT,UNIUSDT","ARBUSDT,ATOMUSDT,SEIUSDT",2.0,2.0,-6.938893903907228e-18,6,False,1337.5705897965215,10699.08524666793,10688.187565402835,-10.185619624338011,-8.953948357903048,1.2316712664350935,0.5474094517489304,-49.799844983976605,40.845896626073554,-13.471346227556,4.542686409548229,10,3a29b30e,
153,2026-03-28 12:00:00+00:00,156,19,-0.0275174690210155,side,0.0868516862392425,"AVAXUSDT,DOGEUSDT,RUNEUSDT","ARBUSDT,DOTUSDT,OPUSDT",2.0,2.0,0.0,6,False,1333.5942843981688,10688.187565402835,10760.425929434046,67.58710360308547,68.11077676081455,0.523673157729211,0.2327436256574271,131.23434806082028,-63.123571300005736,29.237029336179088,30.087823160636056,8,3a29b30e,
154,2026-03-28 16:00:00+00:00,156,19,-0.0047370759403198,side,0.0736698433756828,"AVAXUSDT,BCHUSDT,LINKUSDT","ARBUSDT,OPUSDT,SEIUSDT",2.0,2.0,-6.938893903907228e-18,6,False,1337.2441893234866,10760.425929434046,10733.522884891776,-25.001839814425843,-24.130262475452216,0.871577338973089,0.3873677062102617,-7.5759437725391985,-16.554318702913022,-1.2634583753784383,-22.711018838503303,9,3a29b30e,
155,2026-03-28 20:00:00+00:00,156,19,-0.0120973930907458,side,0.0658701360225677,"ETHUSDT,RUNEUSDT,SOLUSDT","ARBUSDT,OPUSDT,SEIUSDT",2.0,2.0,2.775557561562892e-17,6,False,1334.6751902104293,10733.522884891776,10797.838084168288,59.91993492373395,61.0361645093481,1.1162295856143256,0.4961020380508113,-126.53171113194357,187.5678756412917,-44.84701918625682,102.13084495947383,10,3a29b30e,
156,2026-03-29 00:00:00+00:00,156,19,-0.0137667389174263,side,0.0773508995771408,"LTCUSDT,RUNEUSDT,SOLUSDT","BCHUSDT,OPUSDT,SEIUSDT",1.8498248381173363,1.8498248381173363,-4.163336342344337e-17,6,False,1336.4803262971482,10797.838084168288,10830.930653944057,30.647403228139428,32.14740322813825,1.5000000000000004,0.6666666666666667,76.51049457569442,-44.36309134755616,10.545708258298095,27.27456166497054,11,3a29b30e,
157,2026-03-29 04:00:00+00:00,156,19,-0.0138178609685634,side,0.0539319925010204,"ATOMUSDT,SUIUSDT,UNIUSDT","DOTUSDT,RUNEUSDT,SEIUSDT",1.6158167967774022,1.6158167967774022,-8.326672684688674e-17,6,False,1333.5240624844191,10830.930653944057,10837.639313918982,6.193982945024531,7.33897102675046,1.1449880817272975,0.5088835918787988,-34.62201309178291,41.960984118533375,-6.780664836377031,11.034435831371686,9,3a29b30e,
158,2026-03-29 08:00:00+00:00,156,19,-0.0153097407893336,side,0.0559889823198318,"ADAUSDT,AVAXUSDT,LINKUSDT","BCHUSDT,RUNEUSDT,SEIUSDT",1.6127354247246266,1.6127354247246266,-2.775557561562892e-17,6,False,1329.2732241891806,10837.639313918982,10821.51985120381,-14.873592161782044,-13.562481126847509,1.3111110349345962,0.5827160155264872,-25.024485757811853,11.462004630964344,-42.138713016179295,28.01368303228272,9,3a29b30e,
159,2026-03-29 12:00:00+00:00,156,19,0.0112962769398103,side,0.0481596328318119,"AVAXUSDT,ETHUSDT,SUIUSDT","DOTUSDT,OPUSDT,SEIUSDT",1.6280691269815732,1.6280691269815732,6.938893903907228e-18,6,False,1325.8532191687225,10821.51985120381,10877.164779908384,51.42062249082719,52.24531310693077,0.8246906161031661,0.3665291627125182,-63.48574216819273,115.7310552751235,-17.95277061357606,74.37908456959408,9,3a29b30e,
160,2026-03-29 16:00:00+00:00,156,19,0.0066065583950394,side,0.1009277403354644,"ADAUSDT,AVAXUSDT,SUIUSDT","BCHUSDT,DOTUSDT,SEIUSDT",1.7249788561261816,1.7249788561261816,-2.775557561562892e-17,6,False,1325.9860498400046,10877.164779908384,10899.08417403084,20.15175329783068,21.155046691625746,1.0032933937947492,0.4459081750198885,-9.031918911622205,30.186965603247945,1.4511632314363707,21.02478191515909,9,3a29b30e,
161,2026-03-29 20:00:00+00:00,156,19,0.0142860416268855,side,0.0899577662348747,"AVAXUSDT,DOGEUSDT,SUIUSDT","BCHUSDT,DOTUSDT,SEIUSDT",1.8658987813548484,1.8658987813548484,1.3877787807814457e-17,6,False,1322.285692305077,10899.08417403084,10941.381816479765,38.80843727191752,40.04576690027496,1.2373296283565192,0.549924279269564,-24.310376435431376,64.35614333570634,78.35629726370871,-28.179759908380856,11,3a29b30e,
162,2026-03-30 00:00:00+00:00,155,19,-0.0007164965746304,side,0.0876916274428367,"ADAUSDT,AVAXUSDT,DOGEUSDT","BCHUSDT,DOTUSDT,SEIUSDT",2.0,2.0,6.938893903907228e-18,6,False,1320.427266755064,10941.381816479765,10962.379641958216,19.191200737393288,20.249465988176407,1.0582652507826047,0.4703401114589353,266.87483665870167,-246.62537067052529,7.300813919682773,-27.76580457440942,10,c80c7524,
163,2026-03-30 04:00:00+00:00,155,19,0.0216442055074437,side,0.0614225901663303,"DOGEUSDT,OPUSDT,SUIUSDT","APTUSDT,BCHUSDT,SEIUSDT",1.9231796857955703,1.9231796857955703,-6.938893903907227e-17,6,False,1316.7259421251786,10962.379641958216,11096.492658662362,122.33932876291978,123.50344137379686,1.1641126108777375,0.5173833826123277,117.94382966586076,5.559611707936105,23.7911246961631,78.69754542607929,10,c80c7524,
164,2026-03-30 08:00:00+00:00,155,19,0.0622784309974742,side,0.0527098476886749,"DOGEUSDT,OPUSDT,SUIUSDT","APTUSDT,BCHUSDT,SEIUSDT",1.8959763444928013,1.8959763444928013,-3.4694469519536136e-17,6,False,1339.831378037382,11096.492658662362,11124.22367813483,24.99079693511889,26.073055963428708,1.082259028310906,0.4810040125826249,30.076245485828945,-4.003189522400237,29.90859630029601,-3.875610640433813,10,c80c7524,
165,2026-03-30 12:00:00+00:00,155,19,0.0614436652817207,side,0.0530302673578262,"ETHUSDT,LTCUSDT,RUNEUSDT","ARBUSDT,ATOMUSDT,BCHUSDT",2.0,2.0,-4.163336342344337e-17,6,False,1336.4544229849869,11124.22367813483,11101.73523750447,-20.2157393459834,-18.90550743541324,1.310231910570076,0.5823252935867004,-57.5074188261027,38.60191139068945,2.9837518324891565,-6.4916380588454095,11,c80c7524,
166,2026-03-30 16:00:00+00:00,155,19,0.0418377962273952,side,0.0456082709133625,"ETHUSDT,LTCUSDT,RUNEUSDT","ATOMUSDT,DOTUSDT,SEIUSDT",2.0,2.0,-4.163336342344337e-17,6,False,1333.8077636471455,11101.73523750447,11103.70193751727,1.7715248749179813,2.7766004928959607,1.005075617978051,0.4467002746569114,-167.09217845431806,169.86877894721405,-26.18375619607181,59.51026666214765,10,c80c7524,
167,2026-03-30 20:00:00+00:00,155,19,0.0047943663929115,side,0.0375598706305027,"APTUSDT,ARBUSDT,OPUSDT","ADAUSDT,SEIUSDT,SUIUSDT",1.5985119380287496,1.5985119380287496,0.0,6,False,1329.8215609303209,11103.70193751727,11081.368007377228,-20.11394962303428,-18.75847208814648,1.3554775348874435,0.6024344599499748,-11.22680767330598,-7.531664414840493,-45.452289919381,17.737508595049217,10,c80c7524,
168,2026-03-31 00:00:00+00:00,155,19,-0.0032014925373133,side,0.0366712659597396,"ARBUSDT,BCHUSDT,ETHUSDT","ADAUSDT,SEIUSDT,SUIUSDT",1.488456253512117,1.488456253512117,-1.0408340855860844e-17,6,False,1327.1993808501638,11081.368007377228,11122.978820281303,37.55024909954715,38.94759606275361,1.3973469632055473,0.621043094758021,115.61131294202885,-76.66371687927523,22.79583465281868,0.6343283858462498,9,c80c7524,
169,2026-03-31 04:00:00+00:00,155,19,0.0018520686124745,side,0.0373129993677139,"AVAXUSDT,ETHUSDT,LTCUSDT","APTUSDT,BCHUSDT,SEIUSDT",1.6218719536155115,1.6218719536155115,-3.122502256758253e-17,6,False,1325.2191961723486,11122.978820281303,11119.695843225609,-2.951526842532622,-2.1104142716769245,0.8411125708561786,0.3738278092694126,-5.086083603536848,2.975669331859922,16.806760933470766,-16.071370023667342,9,c80c7524,
170,2026-03-31 08:00:00+00:00,155,19,0.0072381168645883,side,0.0471368916332721,"AVAXUSDT,DOGEUSDT,XRPUSDT","APTUSDT,ATOMUSDT,SEIUSDT",1.7342923758357922,1.7342923758357922,6.938893903907228e-18,6,False,1321.4546679447274,11119.695843225609,11177.573057267056,52.04927801753482,52.87211059965429,0.8228325821204613,0.365703369831316,-51.06270306653965,103.93481366619396,33.28377620892599,29.80366031646428,9,c80c7524,
171,2026-03-31 12:00:00+00:00,156,19,0.0040945678131758,side,0.048393826931715,"DOGEUSDT,OPUSDT,RUNEUSDT","APTUSDT,ATOMUSDT,SEIUSDT",1.8185129881162287,1.8185129881162287,5.204170427930421e-17,6,False,1321.738261248353,11177.573057267056,11354.754400411744,158.51503921014066,159.52802930044456,1.0129900903031803,0.4502178179125247,9.722406616061098,149.80562268438345,-2.5342102341536705,161.03298321467437,10,0ee4feb3,
172,2026-03-31 16:00:00+00:00,156,19,-0.0014570049059969,side,0.0530909188091754,"APTUSDT,AVAXUSDT,ETHUSDT","BCHUSDT,SEIUSDT,UNIUSDT",1.7834053211860863,1.7834053211860863,6.591949208711867e-17,6,False,1363.0795583447118,11354.754400411744,11335.748650689904,-16.73814250104011,-15.684758656400936,1.0533838446398396,0.4681705976177064,147.68590944600288,-163.37066810240378,-3.16587043954254,-32.11920686441763,10,0ee4feb3,
173,2026-03-31 20:00:00+00:00,156,19,0.0307134293475785,side,0.0455246865749359,"DOGEUSDT,ETHUSDT,RUNEUSDT","ATOMUSDT,DOTUSDT,OPUSDT",1.8100695301309284,1.8100695301309284,3.8163916471489756e-17,6,False,1360.2282827120453,11335.748650689904,11365.149067452054,25.936016815581347,27.43601681558204,1.5000000000000002,0.6666666666666666,8.629976576674217,18.80604023890782,-24.88330555334647,47.19065992044296,11,0ee4feb3,
174,2026-04-01 00:00:00+00:00,157,19,0.0348219734576953,side,0.048978254199028,"DOGEUSDT,LINKUSDT,RUNEUSDT","ARBUSDT,ATOMUSDT,DOTUSDT",1.9198707673127644,1.9198707673127644,3.4694469519536136e-17,6,False,1356.9993667328858,11365.149067452054,11307.766551296734,-50.489893106333085,-48.98989310633378,1.5000000000000002,0.6666666666666666,15.733086046256274,-64.72297915259006,22.817128755817148,-70.44335642830056,11,650a1226,
175,2026-04-01 04:00:00+00:00,157,19,0.0211302550172174,side,0.0438237637281417,"APTUSDT,RUNEUSDT,SEIUSDT","BCHUSDT,DOTUSDT,SUIUSDT",1.823456273758434,1.823456273758434,3.4694469519536136e-17,6,False,1359.5732456386324,11307.766551296734,11193.886228045716,-100.70982871322076,-99.53413908041112,1.1756896328090978,0.5225287256929323,138.0275784018661,-237.56171748227723,66.83299030082628,-179.53728101164697,9,650a1226,
176,2026-04-01 08:00:00+00:00,157,19,0.0435056851947832,side,0.0726082995533943,"BNBUSDT,RUNEUSDT,SEIUSDT","BCHUSDT,DOTUSDT,UNIUSDT",1.8134228508094483,1.8134228508094483,-3.469446951953614e-18,6,False,1377.769162951912,11193.886228045716,11226.0880213832,28.767304474476965,30.267304474477665,1.5000000000000002,0.6666666666666666,-59.13385888736676,89.40116336184441,-35.81675925387642,69.92774322487209,11,650a1226,
177,2026-04-01 12:00:00+00:00,157,19,0.0319741240802202,side,0.0755619183182716,"DOGEUSDT,RUNEUSDT,SEIUSDT","ARBUSDT,BCHUSDT,DOTUSDT",1.9404461192151,1.9404461192151,-7.112366251504909e-17,6,False,1374.7963141365767,11226.0880213832,11256.760010786824,27.32206387942078,28.258737078729776,0.9366731993095084,0.4162991996931147,-8.287642166913042,36.54637924564282,-42.95424850723175,64.75791028771982,9,650a1226,
178,2026-04-01 16:00:00+00:00,157,19,-0.0071782500036113,side,0.0562822557985782,"ARBUSDT,DOGEUSDT,SEIUSDT","ADAUSDT,BCHUSDT,DOTUSDT",1.9176790123619865,1.9176790123619865,-1.457167719820518e-16,6,False,1371.7300673326476,11256.760010786824,11327.5304237537,62.86925625052008,64.1042665517065,1.2350103011868208,0.5488934671941426,7.909661419233866,56.194605132472645,100.32027957429166,-20.45009853489081,10,650a1226,
179,2026-04-01 20:00:00+00:00,157,19,-0.0155136705266311,side,0.0459614135324955,"ARBUSDT,ETHUSDT,SEIUSDT","APTUSDT,AVAXUSDT,DOTUSDT",1.7391758653044225,1.7391758653044225,-1.8041124150158799e-16,6,False,1373.803068757622,11327.5304237537,11326.948206724936,-0.5139840785966864,0.4553370814849112,0.9693211600819585,0.4308094044808703,-25.37468703117359,25.8300241126585,-34.52156929859133,33.77867439704048,10,650a1226,
180,2026-04-02 00:00:00+00:00,157,19,-0.0119646487143733,side,0.0487255528569221,"ETHUSDT,RUNEUSDT,SEIUSDT","BCHUSDT,OPUSDT,UNIUSDT",1.8454202132191029,1.8454202132191029,-7.28583859910259e-17,6,False,1370.0565992515274,11326.948206724936,11361.06044637365,30.11600214474424,31.382583592140307,1.266581447395567,0.562925087731363,-258.84374505190783,290.2263286440481,-54.67389084977743,111.20334881162378,11,650a1226,
181,2026-04-02 04:00:00+00:00,157,19,-0.0270717165839665,side,0.0474816262722015,"ARBUSDT,RUNEUSDT,SEIUSDT","ADAUSDT,BCHUSDT,DOTUSDT",1.9173862729331697,1.9173862729331697,-5.204170427930421e-17,6,False,1367.276449528555,11361.06044637365,11409.38459539942,42.53489298280468,43.07511537083749,0.5402223880330799,0.2400988391258132,21.18666112248976,21.88845424834773,-11.951678691714193,50.54378741360163,8,650a1226,
182,2026-04-02 08:00:00+00:00,157,94,-0.0197301689123233,side,0.0885922685265541,"HYPEUSDT,NXPCUSDT,XLMUSDT","SUSDT,TNSRUSDT,WCTUSDT",1.9173862729331697,1.9173862729331697,-1.5612511283791264e-17,6,False,1369.2265157286909,11409.38459539942,11338.040435253257,-62.53112036816743,-61.03112036816774,1.5000000000000004,0.6666666666666667,-125.58931587925332,64.55819551108559,-34.694692194607114,-16.71638462490598,12,650a1226,
183,2026-04-02 12:00:00+00:00,157,94,-0.0157773201766392,side,0.085647702217102,"COMPUSDT,NXPCUSDT,POLYXUSDT","TNSRUSDT,WCTUSDT,ZORAUSDT",2.0,2.0,-1.3877787807814457e-17,6,False,1375.5118570494362,11338.040435253257,11421.876126674806,73.94195840127854,75.44195840127769,1.5000000000000004,0.6666666666666667,54.381513379896205,21.060445021381494,-43.31097901310971,111.68812493392196,12,650a1226,
184,2026-04-02 16:00:00+00:00,157,94,-0.016225824361121,side,0.0698484629392623,"NXPCUSDT,SYRUPUSDT,ZETAUSDT","BCHUSDT,PROVEUSDT,TNSRUSDT",2.0,2.0,-3.469446951953614e-18,6,False,1383.9205673492727,11421.876126674806,11476.417078038174,47.75130701688487,48.98454883711968,1.233241820234131,0.5481074756596138,10.621288099651496,38.36326073746819,8.82915114512693,39.97122163205349,11,650a1226,
185,2026-04-02 20:00:00+00:00,157,94,-0.0236136704724633,side,0.0713531598448753,"NXPCUSDT,SYRUPUSDT,ZETAUSDT","IPUSDT,PROVEUSDT,RENDERUSDT",2.0,2.0,5.204170427930421e-17,6,False,1372.4355929620835,11476.417078038174,11416.161302351727,-52.50399604398709,-51.0039960439882,1.5000000000000002,0.6666666666666666,20.55623630402321,-71.56023234801141,-0.7484360843511532,-51.6644734025774,12,650a1226,
186,2026-04-03 00:00:00+00:00,156,94,-0.0183384977998494,side,0.0736964792013168,"POLYXUSDT,SUPERUSDT,YGGUSDT","PROVEUSDT,XLMUSDT,ZORAUSDT",1.9114945520796889,1.9114945520796889,1.7347234759768068e-17,6,False,1370.9844805395903,11416.161302351727,11439.869628358952,20.76733621689548,22.26733621689688,1.5000000000000002,0.6666666666666666,3.170288261124411,19.097047955772467,49.21439809449054,-24.316895976126336,12,57e94872,
187,2026-04-03 04:00:00+00:00,156,94,-0.0157646109677008,side,0.0596375986933708,"RUNEUSDT,XLMUSDT,ZETAUSDT","MEUSDT,TRBUSDT,ZORAUSDT",1.9114945520796889,1.9114945520796889,3.8163916471489756e-17,6,False,1367.191488718958,11439.869628358952,11454.012536417822,12.362822757883457,13.48260929918553,1.1197865413029189,0.4976829072457415,78.87555358153365,-65.39294428234813,20.01376726664525,-8.957166402968738,11,57e94872,
188,2026-04-03 08:00:00+00:00,156,94,-0.0329602205229345,side,0.0753324404358863,"BERAUSDT,WCTUSDT,ZETAUSDT","MINAUSDT,PROVEUSDT,UNIUSDT",1.8245786285092829,1.8245786285092829,3.122502256758253e-17,6,False,1343.8910950537552,11454.012536417822,11535.557542582488,71.19339699113762,72.69339699113844,1.5000000000000004,0.6666666666666667,36.00443526200527,36.68896172913317,47.59716824396424,26.058670265651404,11,57e94872,
189,2026-04-03 12:00:00+00:00,156,94,-0.0562727988739522,side,0.0774831995368003,"NXPCUSDT,SKYUSDT,WCTUSDT","GASUSDT,NEOUSDT,ZROUSDT",1.914852484846524,1.914852484846524,8.673617379884035e-18,6,False,1342.868904820739,11535.557542582488,11608.869080510276,63.552661115134505,64.90343566888994,1.3507745537551257,0.600344246113389,-60.25929602194258,125.16273169083252,-41.17411472273104,107.28233065823169,10,57e94872,
190,2026-04-03 16:00:00+00:00,156,94,-0.0871763071665548,side,0.0800623148679733,"SEIUSDT,WCTUSDT,ZETAUSDT","DOODUSDT,GASUSDT,ZORAUSDT",1.9148524848465245,1.9148524848465245,2.255140518769849e-17,6,False,1332.9117298305007,11608.869080510276,11679.016960755544,60.42611020830458,61.64546282491977,1.219352616615384,0.5419344962735039,45.84414285397913,15.801319970940638,44.658418801611965,17.017031755966084,11,57e94872,
191,2026-04-03 20:00:00+00:00,156,94,-0.0912063587886106,side,0.0706563964486122,"ATOMUSDT,WCTUSDT,ZETAUSDT","LINEAUSDT,PEOPLEUSDT,PROVEUSDT",1.914852484846524,1.914852484846524,-5.0306980803327406e-17,6,False,1330.3158481113517,11679.016960755544,11681.57557449859,2.190778343453981,3.0109177292835,0.8201393858291602,0.3645063937018489,16.66865169785684,-13.65773396857334,14.019474715584751,-11.006084593019532,10,57e94872,
192,2026-04-04 00:00:00+00:00,155,94,-0.0797360666274858,side,0.0778913795948028,"FETUSDT,TAOUSDT,ZETAUSDT","GASUSDT,PEOPLEUSDT,POLYXUSDT",2.0,2.0,-2.6020852139652106e-17,6,False,1323.6120357630416,11681.57557449859,11633.561134686892,-41.10270871038728,-39.60270871038741,1.5000000000000002,0.6666666666666666,53.15218628908199,-92.7548949994694,62.018616462401816,-100.66547473337688,11,f9cf79ad,
193,2026-04-04 04:00:00+00:00,155,94,-0.0787161677571691,side,0.1345317959785461,"COMPUSDT,FETUSDT,KASUSDT","GASUSDT,PEOPLEUSDT,POLYXUSDT",2.0,2.0,-5.377642775528102e-17,6,False,1325.8795168517397,11633.561134686892,11715.845484845611,70.73014806565152,72.23014806565187,1.5000000000000004,0.6666666666666667,117.6543186890728,-45.42417062342093,95.45637344130049,-28.290125066986533,12,f9cf79ad,
194,2026-04-04 08:00:00+00:00,155,94,-0.0680768711713629,side,0.1162906885147094,"COMPUSDT,FETUSDT,HBARUSDT","PEOPLEUSDT,POLYXUSDT,ZORAUSDT",2.0,2.0,-5.204170427930421e-18,6,False,1333.8493812941722,11715.845484845611,11828.924351871394,96.5178886765344,98.01788867653396,1.5000000000000002,0.6666666666666666,59.40304584290224,38.61484283363174,43.18361057639501,50.97163092689889,12,f9cf79ad,
195,2026-04-04 12:00:00+00:00,155,94,-0.0776734382042233,side,0.1611882597208023,"FETUSDT,TAOUSDT,XMRUSDT","BERAUSDT,LINEAUSDT,POLYXUSDT",2.0,2.0,1.214306433183765e-17,6,False,1348.550729155101,11828.924351871394,11953.98089245878,105.72097417091275,107.2209741709135,1.5000000000000002,0.6666666666666666,31.424429391779487,75.796544779134,6.824542034062705,91.95380581622172,12,f9cf79ad,
196,2026-04-04 16:00:00+00:00,155,94,-0.0555749615270768,side,0.090417668223381,"1000PEPEUSDT,DOGEUSDT,SUSDT","BERAUSDT,POLYXUSDT,ZETAUSDT",1.9536143549863576,1.9536143549863576,-2.0816681711721685e-17,6,False,1368.0175403401745,11953.98089245878,11972.015816755313,15.086960953659087,16.586960953658746,1.5000000000000002,0.6666666666666666,-1.029220518203392,17.616181471862138,20.001942416271955,2.716947077069391,11,f9cf79ad,
197,2026-04-04 20:00:00+00:00,155,94,-0.0545735565506144,side,0.0854296907782554,"FETUSDT,TRXUSDT,XMRUSDT","POLYXUSDT,PROVEUSDT,ZETAUSDT",1.8718968238068647,1.8718968238068647,-4.163336342344337e-17,6,False,1361.8494976666382,11972.015816755313,12028.718482323684,47.36267178081539,48.47651338080356,1.1138415999881777,0.4950407111058567,9.682627699123245,38.79388568168032,-4.337937023019672,51.95410235153287,10,f9cf79ad,
198,2026-04-05 00:00:00+00:00,155,94,-0.0508071571698699,side,0.0943016558885574,"ASTERUSDT,FETUSDT,KASUSDT","BSVUSDT,POLYXUSDT,ZETAUSDT",2.0,2.0,-5.204170427930421e-17,6,False,1364.995384796655,12028.718482323684,12069.627690853204,34.009615063845864,35.085530708361,1.07591564451584,0.4781847308959288,-43.62503504079166,78.71056574915266,-21.303646750713263,57.289367100178254,9,f9cf79ad,
199,2026-04-05 04:00:00+00:00,155,94,-0.0552430106800245,side,0.0846019312739372,"CAKEUSDT,KASUSDT,RSRUSDT","MOVEUSDT,POLYXUSDT,ZETAUSDT",2.0,2.0,-3.8163916471489756e-17,6,False,1362.301313313362,12069.627690853204,12157.146728398757,72.5117955476607,73.76574740234742,1.2539518546863355,0.5573119354161492,-83.43183223398981,157.19757963633722,-43.179867678009394,122.70190502497395,10,f9cf79ad,
200,2026-04-05 08:00:00+00:00,155,94,-0.0576863960561901,side,0.0862702429294586,"NXPCUSDT,RENDERUSDT,XMRUSDT","SUPERUSDT,XLMUSDT,ZETAUSDT",2.0,2.0,-7.63278329429795e-17,6,False,1357.8757117556934,12157.146728398757,12172.77989718794,12.859241677707775,14.359241677708278,1.5000000000000002,0.6666666666666666,15.091591247931929,-0.7323495702236488,6.380327337194725,8.109759160938523,12,f9cf79ad,
201,2026-04-05 12:00:00+00:00,155,94,-0.0461753877654615,side,0.0750601962208747,"MORPHOUSDT,RENDERUSDT,XMRUSDT","BERAUSDT,ETHFIUSDT,ZETAUSDT",2.0,2.0,-5.551115123125783e-17,6,False,1357.8430255702,12172.77989718794,12255.57967957553,68.02043829505047,69.09763619567711,1.0771979006255106,0.4787546225002269,35.76847698844483,33.32915920723228,-18.51205908029592,88.61848567466843,10,f9cf79ad,
202,2026-04-05 16:00:00+00:00,155,94,-0.0205745093133002,side,0.0891618356108665,"ASTERUSDT,SYRUPUSDT,ZROUSDT","BCHUSDT,MEUSDT,ZETAUSDT",2.0,2.0,-5.551115123125783e-17,6,False,1364.1375795763822,12255.57967957553,12270.216467597833,11.942958558455857,13.338590857173402,1.3956322987193048,0.6202810216530243,-9.68675901397852,23.025349871151924,-9.699708421402972,23.03907282073194,11,f9cf79ad,
203,2026-04-05 20:00:00+00:00,155,94,-0.0123402095429779,side,0.0738841816782951,"ASTERUSDT,BERAUSDT,POLYXUSDT","BCHUSDT,GASUSDT,XLMUSDT",1.838094327434632,1.838094327434632,-5.551115123125783e-17,6,False,1363.4739663250025,12270.216467597833,12276.069390814786,4.770024418402864,6.270024418402426,1.5000000000000002,0.6666666666666666,178.85897913713478,-172.58895471873234,-65.76463217757701,51.52739640035405,11,f9cf79ad,
204,2026-04-06 00:00:00+00:00,154,94,0.0179298576918502,side,0.093277595937252,"NXPCUSDT,XMRUSDT,ZROUSDT","DOODUSDT,POLYXUSDT,ZETAUSDT",1.838094327434632,1.838094327434632,-4.510281037539698e-17,6,False,1363.1757423279248,12276.069390814786,12385.310916715503,88.98738058816639,90.09812536068074,1.110744772514414,0.4936643433397394,23.155257232662585,66.94286812801816,39.15985226007473,51.34407725230291,10,80831761,
205,2026-04-06 04:00:00+00:00,154,94,0.018993514625242,side,0.0769392028450965,"ASTERUSDT,MORPHOUSDT,TRBUSDT","BERAUSDT,POLYXUSDT,ZETAUSDT",1.7831859549979956,1.7831859549979956,-3.122502256758253e-17,6,False,1376.9914459663878,12385.310916715503,12410.660429582787,20.46740129314931,21.746940423872733,1.279539130723863,0.5686840580994946,11.667793463312975,10.079146960559758,14.432155763450886,7.071050998785466,10,80831761,
206,2026-04-06 08:00:00+00:00,154,94,0.0202286122416455,side,0.0553790926933288,"BNBUSDT,TRBUSDT,TRXUSDT","POLYXUSDT,TAOUSDT,YGGUSDT",1.7831859549979956,1.7831859549979956,-3.4694469519536136e-17,6,False,1376.987166496399,12410.660429582787,12409.466736926734,-0.9618284722450952,0.538171527755143,1.5000000000000002,0.6666666666666666,46.47988326677932,-45.94171173902417,12.160052244014892,-4.071088102510445,12,80831761,
