cycle_id,open_time,n_universe,n_predicted,btc_ret_30d,regime,pred_disp,top_k_long,bot_k_short,gross_target,gross_after_stop,net_target,sleeve_count,stop_engaged,stop_k_sigma,equity_pre,equity_post,pnl_bps,gross_pnl_bps,cost_bps,turnover,long_ret_bps,short_ret_bps,long_alpha_bps,short_alpha_bps,n_trades,univ_hash,notes
25,2026-03-07 04:00:00+00:00,147,19,-0.0446755805770583,side,0.0430021584033966,"ATOMUSDT,BCHUSDT,UNIUSDT","ETHUSDT,OPUSDT,SEIUSDT",1.82488674629763,1.82488674629763,-3.4694469519536136e-17,6,False,0.0,10196.019070785023,10195.02948735472,-0.970558630222229,0.3518190092541693,1.3223776394758526,0.5877233953226011,36.82677811270578,-36.47495910345162,50.48814291900901,-52.66364366768005,11,00808060,
26,2026-03-07 08:00:00+00:00,147,19,-0.042933226749975,side,0.06189701333642,"ATOMUSDT,BCHUSDT,UNIUSDT","ETHUSDT,OPUSDT,SEIUSDT",1.9165587893996647,1.9165587893996647,-7.63278329429795e-17,6,False,0.0,10195.02948735472,10186.642013905312,-8.227022256099369,-7.206821276187723,1.0202009799106049,0.4534226577380466,12.352240984200128,-19.55906226038785,-24.79731761243639,24.094362418372103,10,00808060,
27,2026-03-07 12:00:00+00:00,147,19,-0.0342350551635746,side,0.0586876086890697,"ATOMUSDT,AVAXUSDT,UNIUSDT","OPUSDT,SEIUSDT,SUIUSDT",1.9298333942562207,1.9298333942562207,-6.245004513516506e-17,6,False,0.0,10186.642013905312,10202.902394989103,15.962454616146996,16.75832277441032,0.7958681582634974,0.3537191814504433,-84.5557752470863,101.31409802149662,-55.19477053331901,65.15197799289454,9,00808060,
28,2026-03-07 16:00:00+00:00,147,19,0.0087065046648893,side,0.0749487057328224,"ATOMUSDT,RUNEUSDT,UNIUSDT","ARBUSDT,OPUSDT,SEIUSDT",1.9007287735706715,1.9007287735706715,-4.857225732735061e-17,6,False,0.0,10202.902394989103,10213.354289207073,10.24404018909609,11.305926986297774,1.061886797202538,0.4719496876455723,-53.82746736937584,65.13339435567362,27.6262044940363,-34.490718426097104,9,00808060,
29,2026-03-07 20:00:00+00:00,147,19,0.0299162602374161,side,0.0674356594681739,"AVAXUSDT,RUNEUSDT,UNIUSDT","BCHUSDT,DOGEUSDT,OPUSDT",1.753736925379154,1.753736925379154,-3.4694469519536136e-17,6,False,0.0,10213.354289207073,10205.770036677246,-7.425819486005036,-6.172294805684272,1.2535246803202382,0.5571220801423281,0.8819525421863541,-7.054247347870627,-25.351635593815,23.16715151723904,10,00808060,
30,2026-03-08 00:00:00+00:00,146,19,0.082059652290698,side,0.0658222064375877,"ATOMUSDT,RUNEUSDT,UNIUSDT","ARBUSDT,BCHUSDT,OPUSDT",1.753749407578048,1.753749407578048,-2.0816681711721685e-17,6,False,0.0,10205.770036677246,10233.169787229932,26.84731328867623,28.10478362338956,1.2574703347133835,0.5588757043170594,-75.24089122537815,103.3456748487677,-25.36582961250035,44.49400112775087,9,a99929b2,
31,2026-03-08 04:00:00+00:00,147,19,0.042503925318577,side,0.0706957876682281,"ATOMUSDT,BCHUSDT,UNIUSDT","ARBUSDT,OPUSDT,SEIUSDT",1.7910842447303383,1.7910842447303383,4.163336342344337e-17,6,False,0.0,10233.169787229932,10231.20339594909,-1.9215857077800835,-1.574800820875941,0.3467848869049428,0.1541266164021968,3.9565828373224674,-5.531383658198408,-36.02108930729825,43.52973510138849,7,df2e9259,
32,2026-03-08 08:00:00+00:00,147,19,0.0409303073950249,side,0.0631475374102592,"APTUSDT,ATOMUSDT,UNIUSDT","ARBUSDT,OPUSDT,SEIUSDT",1.922070513520631,1.922070513520631,2.0816681711721685e-17,6,False,0.0,10231.20339594909,10188.34307455294,-41.89176946000362,-41.120559420965954,0.7712100390374371,0.342760017349972,21.40776642633109,-62.52832584729704,-25.77663385517781,-7.410089661223913,8,df2e9259,
33,2026-03-08 12:00:00+00:00,148,19,0.0183914592034133,side,0.0678947493433952,"AVAXUSDT,RUNEUSDT,SUIUSDT","APTUSDT,ARBUSDT,OPUSDT",1.8323103074548697,1.8323103074548697,5.551115123125783e-17,6,False,0.0,10188.34307455294,10169.85972806629,-18.14166086810824,-17.094799246764122,1.04686162134391,0.4652718317084043,-124.87673211830456,107.78193287154042,-61.12651571553944,31.81433729612536,9,8fb509be,
34,2026-03-08 16:00:00+00:00,148,19,-0.0245110783509198,side,0.0649933144450187,"AVAXUSDT,SUIUSDT,UNIUSDT","ARBUSDT,OPUSDT,SEIUSDT",1.8323103074548697,1.8323103074548697,0.0,6,False,0.0,10169.85972806629,10118.61789815183,-50.3859751113836,-49.84987730712802,0.5360978042564629,0.2382656907806501,55.3908161743922,-105.2406934815202,54.69298128937681,-104.47178765919264,8,8fb509be,
35,2026-03-08 20:00:00+00:00,148,19,-0.0492909402561078,side,0.0632644221186637,"ATOMUSDT,BCHUSDT,UNIUSDT","ARBUSDT,DOTUSDT,ETHUSDT",1.8024383312584595,1.8024383312584595,4.857225732735061e-17,6,False,0.0,10118.61789815183,10164.046472671833,44.89602728086088,46.21542397343254,1.3193966925709255,0.5863985300315224,-69.74323424730632,115.95865822073888,87.04276762267838,-74.31226518758136,10,8fb509be,
36,2026-03-09 00:00:00+00:00,149,19,-0.058595663715806,side,0.0786906853318214,"ATOMUSDT,BCHUSDT,UNIUSDT","APTUSDT,ARBUSDT,SEIUSDT",1.8943499070219227,1.8943499070219227,1.3877787807814454e-16,6,False,0.0,10164.046472671833,10169.290541837718,5.159430527973917,5.952963364810847,0.7935328368361019,0.3526812608160452,116.66593959960132,-110.71297623479047,-45.442667875048805,81.74833179996185,8,d66eae65,
37,2026-03-09 04:00:00+00:00,149,19,-0.0544570757890056,side,0.0433029867708683,"ATOMUSDT,AVAXUSDT,DOGEUSDT","APTUSDT,LTCUSDT,SEIUSDT",1.8943499070219227,1.8943499070219227,4.163336342344337e-17,6,False,0.0,10169.290541837718,10158.824079687609,-10.292224523479256,-9.222702685581355,1.0695218378980962,0.4753430390658205,26.75984938109916,-35.982552066680526,-13.567838945108226,9.657748374101793,10,d66eae65,
38,2026-03-09 08:00:00+00:00,149,19,-0.0090585751622273,side,0.0776086598634719,"BCHUSDT,RUNEUSDT,XRPUSDT","DOTUSDT,SEIUSDT,UNIUSDT",1.938444944018378,1.938444944018378,4.857225732735061e-17,6,False,0.0,10158.824079687609,10228.894856236231,68.97528296481612,70.28457531970818,1.3092923548913806,0.5819077132850581,55.5459439089606,14.73863141074758,-4.475317524924363,83.14351124806933,10,d66eae65,
39,2026-03-09 12:00:00+00:00,149,19,-0.007706945905109,side,0.0598413944244384,"ETHUSDT,LTCUSDT,SOLUSDT","DOTUSDT,SEIUSDT,SUIUSDT",1.6009850552842226,1.6009850552842226,3.122502256758253e-17,6,False,0.0,10228.894856236231,10240.251793267096,11.102799657716004,12.602799657716448,1.5000000000000004,0.6666666666666667,91.32685221532344,-78.72405255760698,-40.77826761396195,76.93354848119034,11,d66eae65,
40,2026-03-09 16:00:00+00:00,149,19,-0.0035307334296261,side,0.0687007904052734,"ETHUSDT,LINKUSDT,LTCUSDT","APTUSDT,DOTUSDT,UNIUSDT",1.5454163593650323,1.5454163593650323,4.510281037539698e-17,6,False,0.0,10240.251793267096,10182.141433038849,-56.74700329776518,-55.24700329776476,1.5000000000000002,0.6666666666666666,29.19857945128664,-84.4455827490514,25.470715011369688,-79.96720908121702,11,d66eae65,
41,2026-03-09 20:00:00+00:00,149,19,-0.0060671407175917,side,0.0638603270053863,"BCHUSDT,ETHUSDT,OPUSDT","DOGEUSDT,SEIUSDT,UNIUSDT",1.631570415076447,1.631570415076447,5.551115123125783e-17,6,False,0.0,10182.141433038849,10083.675085368392,-96.70494985559247,-95.57648545283556,1.1284644027559796,0.5015397345582131,-103.2032161781256,7.626730725290037,-40.40520388828979,-67.11073189732801,9,d66eae65,
42,2026-03-10 00:00:00+00:00,148,19,-0.0132912259450729,side,0.048112329095602,"BNBUSDT,ETHUSDT,UNIUSDT","ADAUSDT,AVAXUSDT,SUIUSDT",1.562258683913865,1.562258683913865,1.3877787807814457e-17,6,False,0.0,10083.675085368392,10081.958316266548,-1.702523224231045,-0.4041951296131342,1.2983280946182822,0.5770347087192365,89.1986320875661,-89.60282721717924,-43.34914794138288,73.276618100089,11,223bac21,
43,2026-03-10 04:00:00+00:00,148,19,0.0061444821162013,side,0.050302617251873,"ARBUSDT,ATOMUSDT,ETHUSDT","DOTUSDT,SUIUSDT,UNIUSDT",1.91036804205257,1.91036804205257,1.3877787807814457e-17,6,False,0.0,10081.958316266548,10108.219698407303,26.04789795488925,27.33138015564464,1.2834822007565003,0.5704365336695556,73.42630121330838,-46.09492105766374,-46.30021569990279,96.97715687577518,11,223bac21,
44,2026-03-10 08:00:00+00:00,148,19,0.0095295125508205,side,0.0501680858433246,"APTUSDT,ETHUSDT,SEIUSDT","AVAXUSDT,DOTUSDT,RUNEUSDT",1.7501306463021595,1.7501306463021595,-3.122502256758253e-17,6,False,0.0,10108.219698407303,10050.520279936596,-57.08168222718655,-55.74135451886174,1.3403277083236,0.5957012036993777,-1.932290005470641,-53.8090645133911,0.3666588149303204,-56.4705154213517,9,223bac21,
45,2026-03-10 12:00:00+00:00,148,19,-0.0075437835279268,side,0.038494661450386,"APTUSDT,ARBUSDT,ETHUSDT","AVAXUSDT,OPUSDT,UNIUSDT",1.6483750855679138,1.6483750855679138,-2.775557561562892e-17,6,False,0.0,10050.520279936596,9982.334742335315,-67.84279390729135,-66.55209309628897,1.2907008110024851,0.5736448048899935,73.17250218654328,-139.72459528283224,-7.544820531324275,-48.4558257652638,11,223bac21,
46,2026-03-10 16:00:00+00:00,148,19,-0.0004732315253641,side,0.055313978344202,"BCHUSDT,DOGEUSDT,DOTUSDT","AVAXUSDT,SOLUSDT,UNIUSDT",1.5785643916658514,1.5785643916658514,-2.775557561562892e-17,6,False,0.0,9982.334742335315,10017.233870761407,34.96088773509457,36.26535342129944,1.3044656862055533,0.5797625272024681,-121.10414819230952,157.36950161360892,-22.301913379402585,38.13655228123869,10,223bac21,
47,2026-03-10 20:00:00+00:00,148,19,-0.0123821833982432,side,0.0546538606286048,"ARBUSDT,BCHUSDT,SEIUSDT","ADAUSDT,AVAXUSDT,SUIUSDT",1.7627306741476114,1.7627306741476114,1.3877787807814457e-17,6,False,0.0,10017.233870761407,10035.709904637934,18.44424729910011,19.57296809749842,1.1287207983968437,0.5016536881763749,-55.06482630976996,74.63779440726839,-9.213092578059443,20.861962764739424,10,223bac21,
48,2026-03-11 00:00:00+00:00,149,19,-0.0094985622876107,side,0.0628929436206817,"ARBUSDT,BCHUSDT,LTCUSDT","ADAUSDT,AVAXUSDT,SUIUSDT",1.8523626320950413,1.8523626320950413,-2.0816681711721685e-17,6,False,0.0,10035.709904637934,10028.84129606214,-6.844168116717102,-5.935478441837872,0.90868967487828,0.40386207772368,-30.88977580726622,24.954297365428346,-7.478736959989706,-3.3942005568487272,9,adf7b0e1,
49,2026-03-11 04:00:00+00:00,149,19,-0.0225188547770825,side,0.0411763191223144,"ARBUSDT,BCHUSDT,BNBUSDT","AVAXUSDT,OPUSDT,SUIUSDT",1.9046628151700216,1.9046628151700216,-3.4694469519536136e-17,6,False,0.0,10028.84129606214,10045.802900496825,16.91282565349382,18.098796145189112,1.185970491694284,0.5270979963085707,10.036569999436452,8.06222614575266,-9.47010510301558,32.56192629491025,10,adf7b0e1,
50,2026-03-11 08:00:00+00:00,149,19,-0.0107604424557657,side,0.0560742765665054,"ARBUSDT,BCHUSDT,RUNEUSDT","OPUSDT,SUIUSDT,UNIUSDT",2.0,2.0,-4.163336342344337e-17,6,False,0.0,10045.802900496825,10028.917248979447,-16.80866296564746,-15.308662965646963,1.5000000000000002,0.6666666666666666,2.2502284403271577,-17.55889140597412,75.15530300636969,-111.45162791933716,11,adf7b0e1,
51,2026-03-11 12:00:00+00:00,149,19,0.0002578211792854,side,0.0292895156890153,"ATOMUSDT,BCHUSDT,BNBUSDT","ARBUSDT,AVAXUSDT,SUIUSDT",1.9206607608831936,1.9206607608831936,-4.163336342344337e-17,6,False,0.0,10028.917248979447,10037.787298255877,8.844473492222527,10.19653382515168,1.352060332928874,0.600915703523944,134.54098190102596,-124.34444807587428,18.44255192678852,45.92487124262624,10,adf7b0e1,
52,2026-03-11 16:00:00+00:00,149,19,0.0108273301514789,side,0.0387607850134372,"BCHUSDT,BNBUSDT,OPUSDT","APTUSDT,SEIUSDT,UNIUSDT",1.799456526295368,1.799456526295368,4.163336342344337e-17,6,False,0.0,10037.787298255877,10000.829243908947,-36.81892557471394,-35.76217818172928,1.0567473929854412,0.4696655079935293,53.86970052263668,-89.63187870436596,26.322206375026443,-50.41726382957677,10,adf7b0e1,
53,2026-03-11 20:00:00+00:00,149,19,-0.0046505254443921,side,0.0352499708533287,"APTUSDT,ETHUSDT,RUNEUSDT","DOTUSDT,SOLUSDT,SUIUSDT",1.807617775158996,1.807617775158996,2.775557561562892e-17,6,False,0.0,10000.829243908947,10030.394603607172,29.562908212068148,30.841172920392115,1.2782647083227714,0.5681176481434539,-30.790528777497464,61.63170169788957,1.567387206297351,17.18139747228628,11,adf7b0e1,
54,2026-03-12 00:00:00+00:00,149,19,0.0011489839698894,side,0.0386357940733432,"ETHUSDT,LTCUSDT,UNIUSDT","APTUSDT,ATOMUSDT,SUIUSDT",1.640315835618955,1.640315835618955,3.4694469519536136e-17,6,False,0.0,10030.394603607172,10036.442057917093,6.029129011279542,6.993889840244541,0.9647608289644772,0.4287825906508786,-77.52566284525481,84.51955268549935,-17.554099355214706,5.906218151946823,10,adf7b0e1,
55,2026-03-12 04:00:00+00:00,149,19,-0.0006956211796529,side,0.0551030449569225,"ARBUSDT,LTCUSDT,UNIUSDT","ADAUSDT,BCHUSDT,SUIUSDT",1.4020887747493689,1.4020887747493689,3.469446951953614e-18,6,False,0.0,10036.442057917093,10007.640978474794,-28.69650347812036,-27.50474425630887,1.1917592218119253,0.5296707652497445,33.635831061092304,-61.14057531740117,5.54027824402504,-25.14187491345403,9,adf7b0e1,
56,2026-03-12 08:00:00+00:00,149,19,0.0145475938003862,side,0.0503105111420154,"ARBUSDT,DOGEUSDT,LTCUSDT","ADAUSDT,SOLUSDT,SUIUSDT",1.462629233844617,1.462629233844617,-3.469446951953614e-18,6,False,0.0,10007.640978474794,10049.081144558804,41.408525918488735,42.56497306515721,1.1564471466684132,0.5139765096304059,33.626336634575004,8.93863643058221,-9.269731327637905,65.81725918421962,10,adf7b0e1,
57,2026-03-12 12:00:00+00:00,149,19,0.023956883144117,side,0.0553593523800373,"BCHUSDT,DOGEUSDT,LTCUSDT","ATOMUSDT,DOTUSDT,OPUSDT",1.5821804576498777,1.5821804576498777,-2.775557561562892e-17,6,False,0.0,10049.081144558804,10074.71046750249,25.5041456776,26.676025102866035,1.1718794252658034,0.5208353001181347,13.321693652653044,13.354331450212992,6.261291226628797,21.916483066853782,10,adf7b0e1,
58,2026-03-12 16:00:00+00:00,149,19,0.0196770141702897,side,0.0424543991684913,"DOTUSDT,LTCUSDT,RUNEUSDT","APTUSDT,OPUSDT,SEIUSDT",1.723972296209548,1.723972296209548,6.938893903907228e-18,6,False,0.0,10074.71046750249,10021.572126796202,-52.74428568214783,-51.66153015296814,1.0827555291804,0.4812246796357333,10.776524233843462,-62.4380543868116,4.580170873046177,-55.42071449255041,9,adf7b0e1,
59,2026-03-12 20:00:00+00:00,149,19,0.0214161422232532,side,0.0437554605305194,"BCHUSDT,RUNEUSDT,SEIUSDT","APTUSDT,ARBUSDT,OPUSDT",1.5982030200007924,1.5982030200007924,-1.3877787807814457e-17,6,False,0.0,10021.572126796202,10004.266837575366,-17.2680383894702,-15.9892772464591,1.2787611430115189,0.5683382857828972,14.839170260837012,-30.828447507296108,14.440963358762938,-30.37459023110773,10,adf7b0e1,
60,2026-03-13 00:00:00+00:00,148,19,0.0241353592244584,side,0.0302924402058124,"BNBUSDT,SEIUSDT,XRPUSDT","ATOMUSDT,BCHUSDT,LINKUSDT",1.4452251770912607,1.4452251770912607,6.245004513516506e-17,6,False,1267.053846778003,10004.266837575366,9918.42815366992,-85.80207355429701,-84.48545450558058,1.3166190487169,0.5851640216519556,139.06003270417432,-223.5454872097549,63.26648731458793,-136.69068935289133,11,734a942e,
