case,score,n_rows,n_cycles,cycle_spearman_mean,cycle_spearman_median,cycle_spearman_t,cycle_pearson_mean,top3_mean_bps,bottom3_mean_bps,top_minus_bottom_bps,ls_half_weight_bps,spread_positive_pct,decile_monotonic_spearman,symbol_ic_mean,symbol_ic_median,symbols_pos_ic_pct
pooled44,pred_z,70819,1620,-0.01579927262129317,-0.02231450719822813,-3.3316452035885478,-0.0048524133888382705,8.28489641673219,3.792348273595174,4.4925481229652595,2.2462740614826298,0.49444444444444446,-0.0303030303030303,-0.014985305660019642,-0.01438016433538846,0.22727272727272727
pooled44,pred_B,70819,1570,-0.0006258642552452673,-0.0012684989429175473,-0.15039164731199772,-0.0030974588159358345,3.838278119351117,4.917800177155454,-1.0795221583342847,-0.5397610791671423,0.4919753086419753,-0.05454545454545454,-0.001747019211852625,-9.437799701975417e-05,0.5
persym44,pred_z,70678,1620,-0.0019152889248055325,-0.0029598308668076106,-0.46859536554715986,0.006482234348429701,5.667782699825805,2.9705866020586758,2.6971958650483026,1.3485979325241513,0.5172839506172839,-0.10303030303030303,-0.0049336399101172915,-0.008756633423500007,0.45454545454545453
persym44,pred_z_self,70678,1620,-7.858090611793415e-05,0.002396053558844257,-0.019079692441847595,0.0008740368873663198,7.982846641448545,5.943399329680122,2.0394473083961158,1.0197236541980579,0.5209876543209877,-0.04242424242424241,-0.003913867038200314,-0.006608833636426869,0.45454545454545453
persym44,pred_B,70678,1570,-0.0015851461902092162,-0.0034984395449511726,-0.39098218298498244,-0.004286259775345075,0.16085204133005054,-0.3571679225168478,0.5180199447973275,0.25900997239866375,0.48703703703703705,-0.13939393939393938,-0.0013768510604784928,-0.0022126202200499845,0.4772727272727273
drop2_current,pred_z,67438,1620,0.0010709501927453206,0.001045296167247387,0.2519422950425806,0.0014681844079097398,6.379292318059338,2.110368054271618,4.268924166832441,2.1344620834162207,0.5191358024691358,0.04242424242424241,-0.0027463420497235405,-0.006615588728864948,0.4523809523809524
drop2_current,pred_z_self,67438,1620,0.0010709501927453206,0.001045296167247387,0.2519422950425806,0.0014681844079097398,6.379292318059338,2.110368054271618,4.268924166832441,2.1344620834162207,0.5191358024691358,0.04242424242424241,-0.0027463420497235405,-0.006615588728864948,0.4523809523809524
drop2_current,pred_B,67438,1569,-0.0021261256276708996,-0.0017016449234259785,-0.48753613167026605,-0.006095908174731032,0.9480239091004119,3.53607940516998,-2.588055536261311,-1.2940277681306556,0.4919753086419753,-0.5393939393939393,-0.002668385244036452,0.002204865110985549,0.5476190476190477
