excl_fold,sharpe,delta
1,2.219963034786626,0.19293883310089832
2,2.106394345842106,0.07937014415637833
3,2.227863934001786,0.20083973231605823
4,2.832727158726533,0.8057029570408054
5,1.3334638851002871,-0.6935603165854405
6,2.1273773650389,0.10035316335317246
7,2.155290970737136,0.12826676905140832
8,1.1837963552799315,-0.8432278464057961
9,2.1002711289878353,0.07324692730210769
