symbol,beta_window,beta_bars,my_fwd_std_bps,alpha_std_bps,var_ratio,corr_alpha_vs_raw,beta_mean,beta_std,alpha_autocorr_1,alpha_autocorr_12
BTCUSDT,1d,288,83.09057057247537,44.75736236485429,0.5386575402778693,0.48877894427294083,0.48263103328271145,0.12689387128987592,0.9726207491458823,0.7359530304633343
BTCUSDT,3d,864,83.09057057247537,45.21560918111703,0.5441725681938593,0.4837871405170193,0.4867759301759334,0.1159724157271556,0.9731636364454873,0.7396002754965582
BTCUSDT,7d,2016,83.09057057247537,45.05306009245617,0.5422162801633291,0.47859376148150756,0.4852367790949753,0.11104144427202335,0.9731591826927236,0.7404590967417584
ETHUSDT,1d,288,144.88185189325733,82.60214516445703,0.5701345205423982,0.6249840422681165,1.3770601688288495,0.2690561380529114,0.9763462901794819,0.7542960626003619
ETHUSDT,3d,864,144.88185189325733,82.49196226844674,0.5693740188331058,0.6308804233753225,1.3714120137206502,0.2173363189006498,0.9767302792632149,0.756625536813795
ETHUSDT,7d,2016,144.88185189325733,82.72308790833236,0.5709692886123456,0.6378423093784111,1.3701408051238988,0.19014819073169456,0.9769891252405518,0.7578462251261758
SOLUSDT,1d,288,161.2971768192376,96.67812880531996,0.5993789272187022,0.6449167299597123,1.527426052641671,0.32777962346134976,0.9744140252876011,0.7412581156314989
SOLUSDT,3d,864,161.2971768192376,96.06642321420088,0.5955865137172273,0.6377400572590021,1.517679791731864,0.2871602358143189,0.9735608991115173,0.7399504820556437
SOLUSDT,7d,2016,161.2971768192376,97.00650133273271,0.601414750373752,0.6255003674232554,1.5218234781748343,0.27145898085476455,0.9732695177224345,0.7399594939888735
