excl_fold,sharpe,delta
1,1.2347011785250395,0.07065875982308634
2,1.2347011785250395,0.07065875982308634
3,1.278078987718931,0.11403656901697778
4,1.3705344031810032,0.20649198447905004
5,1.2727208137628074,0.1086783950608543
6,1.3398925523257732,0.17585013362382007
7,0.9091154807661205,-0.25492693793583265
8,0.970234259991183,-0.19380815871077017
9,0.8163095260459012,-0.3477328926560519
