excl_fold,sharpe,delta
1,0.31438973376098595,-0.2904151268132689
2,0.6828447208302563,0.0780398602560014
3,-0.2289882272221002,-0.8337930877963551
4,0.97541626766171,0.3706114070874551
5,0.5393210961057393,-0.06548376446851556
6,0.6879340150875608,0.08312915451330594
7,0.6058107726854504,0.001005912111195495
8,0.6984331940581645,0.09362833348390964
9,1.0235179136326926,0.41871305305843776
