excl_fold,sharpe,delta
1,-1.5320707251740087,-0.23951192491433493
2,-1.5796560772771642,-0.28709727701749044
3,-1.3193448584993326,-0.02678605823965885
4,-0.004983487560745459,1.2875753126989282
5,-0.7807013821237532,0.5118574181359206
6,-1.763589614245334,-0.47103081398566027
7,-1.8246545097607185,-0.5320957095010448
8,-1.3878522832397167,-0.09529348298004292
9,-1.3309450294657397,-0.038386229206065936
