tag,gross_sh,net_sh,ci_lo,ci_hi,net_bps,ic,turn,sym_pos,folds_pos,net_sh_maker,PASS,verdict
Ridge|F_core,1.5688653172302565,0.4561784409543958,-1.9594985350223475,2.9395365451654483,0.7596527655599825,0.018336615544484992,0.8236428420761688,0.55,5.0,1.3216504720468354,,
LGBM|F_core,-0.33009325591430017,-1.6394987857172538,-4.283815170708715,0.7752615995113704,-2.559495538038211,0.003159772031723127,0.9084849124689589,0.1,3.0,-0.6210473762517092,,
Ridge|F_core+oflow,2.2385967669406717,1.088101741366436,-1.1989382391405998,3.5613044382202683,1.7611687375210094,0.026146378797750565,0.8280345349277007,0.7,6.0,1.9830185756773264,,
LGBM|F_core+oflow,-0.13881304413349202,-1.4615725581046584,-4.052740333527218,0.9049399132835872,-2.260270914837007,0.007183906461089667,0.909149759886498,0.25,3.0,-0.43275144976939905,,
Ridge|F_core+spot,1.4564809550719513,0.3299697972429323,-2.0207494886620947,2.690895987880815,0.5382938522379133,0.017715499114494427,0.8168240646612142,0.55,5.0,1.2061806337901628,,
LGBM|F_core+spot,0.2713751211315597,-0.975456120172244,-3.6746128008167056,1.5094336346205117,-1.5884815768070328,0.0035487803654850477,0.9024211266508873,0.35,3.0,-0.005676571047420593,,
Ridge|F_core+oflow+spot (GATED),2.0730153808513574,0.9064374518913615,-1.3957308996405877,3.3989061204297335,1.4434926034020732,0.025286590931743767,0.8255094603521778,0.7,6.0,1.8137876023667419,,
LGBM|F_core+oflow+spot (GATED),0.09660058039836207,-1.2082132660703984,-3.8216690271426894,1.3642176257185876,-1.8844067418499617,0.0060802776478847565,0.9044853294158722,0.35,3.0,-0.19333000246344903,,
VERDICT,,0.9064374518913615,,,,,,,,,False,"D1-ext-B FAIL — STACKED F_core+oflow+spot best NET Sharpe +0.91 (Ridge|F_core+oflow+spot (GATED), IC +0.025) ≤ +1.5. Marginals: F +0.46 → +oflow +1.09 → +spot +0.33 → stacked +0.91. The FULL free-data stack (perp-OHLCV + order-flow + spot microstructure) does NOT clear the leak-free ceiling ⇒ **free-data information bound is DEFINITIVE; TERMINUS.** Only remaining lever = paid/orthogonal data domain. Production LGBM unaffected."
