time,fold,active_sleeves,gross_pnl_bps,cost_bps,net_pnl_bps,turnover,gross_exposure,net_exposure,n_symbols
2025-07-19 00:00:00+00:00,1,1,0.0,0.75,-0.75,0.3333333333333333,0.3333333333333333,0.0,6
2025-07-19 04:00:00+00:00,1,2,32.15170713141511,0.7500000000000001,31.401707131415108,0.33333333333333337,0.6666666666666667,0.0,6
2025-07-19 08:00:00+00:00,1,2,30.577641309068074,0.0,30.577641309068074,0.0,0.6666666666666667,0.0,6
2025-07-19 12:00:00+00:00,1,2,23.36209077789116,0.0,23.36209077789116,0.0,0.6666666666666667,0.0,6
2025-07-19 16:00:00+00:00,1,3,113.93562350777366,0.75,113.18562350777366,0.3333333333333333,0.7222222222222222,0.0,7
2025-07-19 20:00:00+00:00,1,4,-36.007720149531956,0.7500000000000001,-36.757720149531956,0.33333333333333337,1.0555555555555556,-2.7755575615628914e-17,8
2025-07-20 00:00:00+00:00,1,4,-3.341888536550986,0.7499999999999998,-4.091888536550986,0.33333333333333326,1.0,0.0,8
2025-07-20 04:00:00+00:00,1,4,1.0736895050528368,0.875,0.19868950505283678,0.3888888888888889,1.0555555555555556,1.3877787807814457e-17,8
2025-07-20 08:00:00+00:00,1,5,82.13449376472008,0.75,81.38449376472008,0.3333333333333333,1.0,1.3877787807814457e-17,8
2025-07-20 12:00:00+00:00,1,6,317.4653461075874,0.7499999999999998,316.7153461075874,0.33333333333333326,1.3333333333333333,0.0,8
2025-07-20 16:00:00+00:00,1,6,-62.96086844432194,1.5,-64.46086844432193,0.6666666666666666,1.3333333333333333,1.3877787807814457e-17,8
2025-07-20 20:00:00+00:00,1,6,12.628278021558042,1.5,11.128278021558042,0.6666666666666666,1.4444444444444444,5.551115123125783e-17,9
2025-07-21 00:00:00+00:00,1,6,-33.906502357602704,1.5000000000000002,-35.406502357602704,0.6666666666666667,1.5555555555555556,-1.3877787807814457e-17,10
2025-07-21 04:00:00+00:00,1,6,-19.705064148742782,1.5,-21.205064148742782,0.6666666666666666,1.7777777777777777,1.3877787807814457e-17,8
2025-07-21 08:00:00+00:00,1,5,-67.873262850363,0.7500000000000001,-68.623262850363,0.33333333333333337,1.6666666666666665,-1.3877787807814457e-17,8
2025-07-21 12:00:00+00:00,1,5,-60.17697860720358,1.25,-61.42697860720358,0.5555555555555556,1.6666666666666665,-1.3877787807814457e-17,11
2025-07-21 16:00:00+00:00,1,5,-18.05015788767626,1.5,-19.55015788767626,0.6666666666666666,1.5,-2.7755575615628914e-17,9
2025-07-21 20:00:00+00:00,1,5,144.69733210212854,1.5000000000000002,143.19733210212854,0.6666666666666667,1.3333333333333333,-2.7755575615628914e-17,7
2025-07-22 00:00:00+00:00,1,5,-305.7629207628383,1.4999999999999996,-307.2629207628383,0.6666666666666665,1.5,2.7755575615628914e-17,8
2025-07-22 04:00:00+00:00,1,5,-31.128964678638468,1.125,-32.25396467863847,0.5,1.5,-1.3877787807814457e-17,8
2025-07-22 08:00:00+00:00,1,6,103.4255953485615,0.7499999999999998,102.6755953485615,0.33333333333333326,1.6666666666666665,-1.3877787807814457e-17,8
2025-07-22 12:00:00+00:00,1,5,401.8403902248152,0.7500000000000001,401.0903902248152,0.33333333333333337,1.3333333333333333,2.7755575615628914e-17,8
2025-07-22 16:00:00+00:00,1,5,-14.151327773362425,1.5,-15.651327773362425,0.6666666666666666,1.5,1.3877787807814457e-17,8
2025-07-22 20:00:00+00:00,1,5,146.00945015500656,1.5,144.50945015500656,0.6666666666666666,1.6666666666666665,0.0,8
2025-07-23 00:00:00+00:00,1,5,-69.6186425859792,1.5,-71.1186425859792,0.6666666666666666,1.5,2.7755575615628914e-17,9
2025-07-23 04:00:00+00:00,1,5,-50.688337510610886,1.5,-52.188337510610886,0.6666666666666666,1.6666666666666665,4.163336342344337e-17,10
2025-07-23 08:00:00+00:00,1,5,-27.813122627570756,1.5,-29.313122627570756,0.6666666666666666,1.6666666666666665,5.551115123125783e-17,6
2025-07-23 12:00:00+00:00,1,5,-86.98585943344918,0.0,-86.98585943344918,0.0,1.6666666666666665,5.551115123125783e-17,6
2025-07-23 16:00:00+00:00,1,5,-5.2871357276788675,0.7499999999999998,-6.0371357276788675,0.33333333333333326,1.6666666666666665,5.551115123125783e-17,7
2025-07-23 20:00:00+00:00,1,5,-42.246462515685664,1.1249999999999998,-43.371462515685664,0.49999999999999994,1.6666666666666665,1.3877787807814457e-17,8
2025-07-24 00:00:00+00:00,1,5,40.90377648318789,1.5,39.40377648318789,0.6666666666666666,1.6666666666666667,1.3877787807814457e-17,7
2025-07-24 04:00:00+00:00,1,5,-72.02012317596979,1.5,-73.52012317596979,0.6666666666666666,1.6666666666666665,2.7755575615628914e-17,9
2025-07-24 08:00:00+00:00,1,5,89.13558786852533,1.5,87.63558786852533,0.6666666666666666,1.6666666666666665,5.551115123125783e-17,7
2025-07-24 12:00:00+00:00,1,6,23.987452291826294,0.7499999999999998,23.237452291826294,0.33333333333333326,1.9999999999999998,4.163336342344337e-17,8
2025-07-24 16:00:00+00:00,1,5,-43.495738903310304,0.75,-44.245738903310304,0.3333333333333333,1.6666666666666665,4.163336342344337e-17,6
2025-07-24 20:00:00+00:00,1,4,18.922260954195828,0.75,18.172260954195828,0.3333333333333333,1.3333333333333333,0.0,6
2025-07-25 00:00:00+00:00,1,3,-7.717600891933511,0.7499999999999998,-8.467600891933511,0.33333333333333326,1.0,-2.7755575615628914e-17,5
2025-07-25 04:00:00+00:00,1,2,-11.768378854562432,0.75,-12.518378854562432,0.3333333333333333,0.6666666666666666,0.0,4
2025-07-25 08:00:00+00:00,1,1,129.07223306481228,0.75,128.32223306481228,0.3333333333333333,0.3333333333333333,0.0,3
2025-07-25 12:00:00+00:00,1,1,-6.7523723490587955,1.5,-8.252372349058795,0.6666666666666666,0.3333333333333333,0.0,2
2025-07-25 16:00:00+00:00,1,1,28.017215382870894,0.0,28.017215382870894,0.0,0.3333333333333333,0.0,2
2025-07-25 20:00:00+00:00,1,1,-2.892117070331153,0.0,-2.892117070331153,0.0,0.3333333333333333,0.0,2
2025-07-26 00:00:00+00:00,1,1,-17.756193805589078,0.0,-17.756193805589078,0.0,0.3333333333333333,0.0,2
2025-07-26 04:00:00+00:00,1,2,17.52949499535403,0.75,16.77949499535403,0.3333333333333333,0.6666666666666666,0.0,5
2025-07-26 08:00:00+00:00,1,3,7.979485974105653,0.75,7.229485974105653,0.3333333333333333,1.0,0.0,6
2025-07-26 12:00:00+00:00,1,2,-55.50515607341243,0.75,-56.25515607341243,0.3333333333333333,0.6666666666666666,0.0,4
2025-07-26 16:00:00+00:00,1,3,-112.42731832712938,0.75,-113.17731832712938,0.3333333333333333,1.0,1.3877787807814457e-17,5
2025-07-26 20:00:00+00:00,1,3,-6.849023450218006,0.0,-6.849023450218006,0.0,1.0,1.3877787807814457e-17,5
2025-07-27 00:00:00+00:00,1,4,-128.0612465375392,0.7499999999999998,-128.8112465375392,0.33333333333333326,1.0,4.163336342344337e-17,6
2025-07-27 04:00:00+00:00,1,4,42.3089218304888,1.5,40.8089218304888,0.6666666666666666,1.0,2.7755575615628914e-17,6
2025-07-27 08:00:00+00:00,1,4,15.957565108221672,1.25,14.707565108221672,0.5555555555555556,1.0555555555555556,1.3877787807814457e-17,7
2025-07-27 12:00:00+00:00,1,5,146.6253949961868,0.7499999999999998,145.8753949961868,0.33333333333333326,1.3888888888888888,4.163336342344337e-17,7
2025-07-27 16:00:00+00:00,1,5,-210.62325156890938,1.5,-212.12325156890938,0.6666666666666666,1.222222222222222,9.71445146547012e-17,7
2025-07-27 20:00:00+00:00,1,5,-106.65546988486325,0.0,-106.65546988486325,0.0,1.222222222222222,9.71445146547012e-17,7
2025-07-28 00:00:00+00:00,1,5,61.22263236032325,1.5,59.72263236032325,0.6666666666666666,0.9444444444444444,4.163336342344337e-17,6
2025-07-28 04:00:00+00:00,1,5,-80.46718247821329,1.5,-81.96718247821329,0.6666666666666666,0.8333333333333334,-1.3877787807814457e-17,7
2025-07-28 08:00:00+00:00,1,5,7.1804708820137435,1.5,5.6804708820137435,0.6666666666666666,0.8333333333333333,1.3877787807814457e-17,6
2025-07-28 12:00:00+00:00,1,5,-50.72927051480238,1.5,-52.22927051480238,0.6666666666666666,1.1666666666666665,2.7755575615628914e-17,7
2025-07-28 16:00:00+00:00,1,4,73.64203113431168,0.75,72.89203113431168,0.3333333333333333,1.3333333333333333,-2.7755575615628914e-17,7
2025-07-28 20:00:00+00:00,1,5,-144.66884129276156,0.75,-145.41884129276156,0.3333333333333333,1.6666666666666667,-2.7755575615628914e-17,8
2025-07-29 00:00:00+00:00,1,4,22.091272559384965,0.7500000000000001,21.341272559384965,0.33333333333333337,1.3333333333333333,-6.938893903907228e-17,7
2025-07-29 04:00:00+00:00,1,3,-0.4494028716687062,0.75,-1.1994028716687062,0.3333333333333333,1.0,-2.7755575615628914e-17,5
2025-07-29 08:00:00+00:00,1,3,13.168420463532023,1.125,12.043420463532023,0.5,0.888888888888889,-4.163336342344337e-17,5
