excl_fold,sharpe,delta
1,1.5058693740811189,-0.6871349710380097
2,2.41107944204607,0.21807509692694138
3,2.190435128108178,-0.0025692170109503643
4,1.5289321478740026,-0.664072197245126
5,2.6316688933185555,0.4386645481994269
6,2.1750562339467034,-0.01794811117242512
7,2.772757171244815,0.5797528261256866
8,2.2113507997760418,0.018346454656913203
9,2.2766130683298913,0.08360872321076274
