excl_fold,sharpe,delta
1,1.360310659777109,0.6922845108831266
2,0.47675660434616957,-0.19126954454781292
3,0.7831435325716605,0.11511738367767799
4,0.011642377563969677,-0.6563837713300128
5,1.0486880080170768,0.38066185912309436
6,0.2352627529469116,-0.4327633959470709
7,0.7345840321708036,0.0665578832768211
8,0.36901618776145256,-0.2990099611325299
9,1.032307570127959,0.36428142123397644
