fold,mono_rho,D0_bps,D9_bps
1,0.23636363636363633,0.5809036118282367,6.0560920842205075
2,-0.35757575757575755,14.175520017763827,4.063491657777579
3,-0.4424242424242424,8.463929972296885,-3.112092792040736
4,-0.5393939393939393,49.69163419792595,6.7009918945889995
5,0.7575757575757575,-24.971602997260966,3.432197894946714
6,0.2121212121212121,-8.444209702853792,-2.2388367848482935
7,0.4666666666666666,2.182480288236851,2.523069189828675
8,-0.006060606060606061,-6.574560157645869,-2.641665061432579
9,-0.18787878787878787,-7.105437063132235,-2.6995629743977485
