bin,mean_bps,t,pos_pct,n_cyc
0,3.1545492488385656,0.821128408715986,0.4962962962962963,1620
1,0.4571383148082389,0.14011230283406367,0.4839506172839506,1620
2,2.4599306314666602,0.7987431570761522,0.495679012345679,1620
3,0.9779273927808331,0.36870303573347596,0.49506172839506174,1620
4,2.189620021337818,1.0547300717983943,0.49382716049382713,1620
