open_time,period,macro_regime,trend_bucket,edge_bps,long_edge_bps,short_edge_bps,btc_ret_30d,model_bucket,pred_gap,long_ret3d,short_ret3d,long_trail3_resid,short_trail3_resid
2024-08-09 12:00:00+00:00,2024,side,side_flat,-1502.9558064998128,-71.09067868441343,-1431.865127815399,0.03652243565058,side|conf_hi|long_normal|short_squeeze,0.7781941294670105,0.1842174996025227,0.1755533533340725,684.77563560009,374.32866571180057
2024-06-01 20:00:00+00:00,2024,bull,bull_mild,-1487.241267459467,-141.933310078457,-1345.30795738101,0.142332738671352,bull|conf_hi|long_knife|short_normal,0.701894223690033,-0.0849742502272038,0.0746218318979914,62.00508098118007,489.4076578784734
2024-12-03 12:00:00+00:00,2024,bull,bull_deep,-1480.870119848987,-251.6135131008923,-1229.2566067480948,0.3880705532287158,bull|conf_hi|long_normal|short_squeeze,1.0543060898780825,0.0446116230957307,0.1511191045749006,568.5479193925858,304.8347208823543
2024-04-02 20:00:00+00:00,2024,side,side_up,-1471.3199465768412,-379.3356940150261,-1091.984252561815,0.0521220469992873,side|conf_lo|long_knife|short_normal,0.5914092361927032,-0.1124963072378139,0.094320576091185,-200.70232334546745,-241.003786213696
2024-12-02 12:00:00+00:00,2024,bull,bull_deep,-1448.7243017356377,-775.6843231618404,-673.0399785737973,0.366284910588708,bull|conf_hi|long_normal|short_squeeze,1.2286934852600098,-0.0374848851269649,0.1322857843678203,-571.8427710235119,295.2657686546445
2025-10-12 16:00:00+00:00,2025H2,side,side_flat,-1447.6711093448102,-453.4762352705002,-994.19487407431,-0.0112617445583004,side|conf_hi|long_normal|short_normal,1.464545965194702,0.337251981488377,-0.2231596797509174,-1066.7308419942856,480.9062625281513
2026-01-31 08:00:00+00:00,2026,side,side_flat,-1444.9765317840502,-1496.4626217260957,51.48608994204551,-0.0476342616153157,side|conf_lo|long_knife|short_normal,0.86247718334198,-0.261084934154887,0.0912274975153157,-250.273491255939,397.26532707391016
2024-12-10 20:00:00+00:00,2024,bull,bull_hot,-1422.8869089856744,-232.85910720005631,-1190.027801785618,0.1999300132698853,bull|conf_hi|long_knife|short_normal,1.0965881943702698,-0.1895035460992907,-0.1071622260370396,560.064718592912,84.61810099106515
2024-01-22 20:00:00+00:00,2024,side,side_down,-1420.346243539825,-1524.4516031816602,104.1053596418351,-0.0875430802000201,side|conf_hi|long_knife|short_normal,0.8230156898498535,-0.0625306705131827,0.0357533212560386,369.3944215774536,362.1313680196181
2024-01-11 04:00:00+00:00,2024,bull,bull_mild,-1404.4810319319367,-173.9971130155027,-1230.483918916434,0.1120136441922357,bull|conf_hi|long_normal|short_squeeze,0.8767660856246948,0.2780930760499434,0.2498400933351291,676.1297769844532,822.2353761084378
2026-04-14 20:00:00+00:00,2026,side,side_flat,-1402.8139378842752,-1081.9445745437406,-320.8693633405346,0.038222181199794,side|conf_lo|long_knife|short_normal,0.6558670997619629,-0.1844829591718041,-0.0213487070897541,-178.5602793097496,-143.03469739388674
2026-05-15 04:00:00+00:00,2026,side,side_up,-1397.6446900051087,-1828.098800033331,430.4541100282222,0.0883453844850721,side|conf_hi|long_normal|short_normal,0.9949063360691072,0.0269692923898532,0.1488242870836329,-989.4491359591484,1523.1264056637883
2025-09-25 12:00:00+00:00,2025H2,side,side_flat,-1395.3170494642109,562.8175858873874,-1958.1346353515985,0.0162780622831058,side|conf_lo|long_knife|short_normal,0.6554086804389954,-0.1063545150501672,0.1083958093041138,65.81558845937252,-593.7987320066895
2025-05-10 12:00:00+00:00,2025H1,bull,bull_deep,-1394.9388719629496,-493.9781129360199,-900.9607590269296,0.2652268605647945,bull|conf_hi|long_knife|short_squeeze,1.0053666234016418,-0.3213515048268028,0.6065225646061333,-448.3998939394951,-1052.9519896954298
2025-09-23 00:00:00+00:00,2025H2,side,side_flat,-1391.1621863371693,-474.9609911232256,-916.2011952139436,-0.0239893438507307,side|conf_hi|long_knife|short_squeeze,1.3785960674285889,-0.104175279040926,0.214380150661004,193.37497185915709,-485.5310381390154
2024-06-07 08:00:00+00:00,2024,bull,bull_mild,-1389.965252019465,-1407.5880032032728,17.62275118380785,0.1429110790146346,bull|conf_lo|long_normal|short_normal,0.5858462750911713,0.0417662017415425,0.0750177617914495,94.57075968384744,312.541073653847
