open_time,period,macro_regime,trend_bucket,edge_bps,long_edge_bps,short_edge_bps,btc_ret_30d,model_bucket,pred_gap,long_ret3d,short_ret3d,long_trail3_resid,short_trail3_resid
2026-01-14 04:00:00+00:00,2026,side,side_up,5224.24565628171,3158.6492247879505,2065.596431493759,0.068280487791243,side|conf_hi|long_normal|short_squeeze,1.005517840385437,0.5605898123324398,0.5939116071566405,64.57884795963764,436.6151458089007
2026-01-14 00:00:00+00:00,2026,side,side_up,5093.466001562774,2865.917030721903,2227.548970840872,0.0813329254336765,side|conf_hi|long_normal|short_squeeze,1.210267812013626,0.576799140708915,0.5835639571550681,-1238.1025031208992,2047.60673455894
2026-01-13 16:00:00+00:00,2026,side,side_up,5066.457375141908,4164.098566398025,902.358808743884,0.051063246418763,side|conf_hi|long_normal|short_squeeze,0.9543418884277344,0.5440860215053762,0.5406692083062947,2559.026489034295,1898.878775537014
2025-10-10 08:00:00+00:00,2025H2,side,side_up,4741.997512755916,3364.444673061371,1377.552839694545,0.0771048197851191,side|conf_hi|long_normal|short_normal,1.0126094818115234,0.5586902800658977,-0.0761377136128194,880.4329996928573,-256.9134393706918
2024-03-03 04:00:00+00:00,2024,bull,bull_deep,3947.4298479035497,3537.173420190811,410.2564277127385,0.4412986699136512,bull|conf_hi|long_normal|short_squeeze,0.6848948001861572,0.214705306442138,0.2526176331182034,629.6652369201183,690.6291632913053
2025-10-07 20:00:00+00:00,2025H2,side,side_up,3888.6353268753737,3370.065444614738,518.5698822606355,0.0966799473566872,side|conf_hi|long_knife|short_squeeze,1.2111184000968933,-0.2378575204087625,0.2180412673082097,-1034.7217414528131,-666.0603266209364
2025-10-10 12:00:00+00:00,2025H2,side,side_up,3788.657035911456,2920.206058770418,868.4509771410376,0.0824192256341789,side|conf_hi|long_normal|short_normal,1.2553222179412842,0.5739922694643844,-0.0135257238247416,590.7970666885376,129.7413231804967
2025-07-12 12:00:00+00:00,2025H2,bull,bull_mild,3691.673646389973,2779.067803057842,912.6058433321303,0.1009617182300197,bull|conf_hi|long_normal|short_squeeze,1.1765199303627014,0.5379282218597063,1.5934718974644264,-637.791259214282,429.7300009056926
2024-04-12 20:00:00+00:00,2024,side,side_down,3576.4370241668075,2750.999126583338,825.4378975834697,-0.084656959091325,side|conf_hi|long_knife|short_normal,1.319682478904724,-0.1153446033810142,-0.2522981670042586,-560.2275673300028,-1245.2278984710574
2025-07-12 08:00:00+00:00,2025H2,side,side_up,3526.099838491064,2423.51328197401,1102.5865565170534,0.0961200574751153,side|conf_hi|long_normal|short_squeeze,1.222333014011383,0.5655069312313128,1.6855288307707856,73.65555502474308,939.0180977061392
2025-10-08 08:00:00+00:00,2025H2,side,side_up,3257.893080881331,3598.105169367045,-340.21208848571405,0.0941101848333014,side|conf_hi|long_knife|short_normal,0.9822869300842284,-0.1598508390304537,-0.0692187560056951,443.8120778650045,-475.0230436911807
2024-06-08 04:00:00+00:00,2024,bull,bull_mild,3095.419070450589,2519.865334033966,575.553736416623,0.127560120947912,bull|conf_hi|long_normal|short_normal,1.2139997780323029,0.0873560994485826,-0.0881891966178664,-562.7965554594994,-595.4657794791274
2024-04-03 20:00:00+00:00,2024,side,side_flat,3069.409350573551,1846.448751166463,1222.960599407088,-0.0227115215871741,side|conf_lo|long_knife|short_squeeze,0.5826800316572189,-0.1136548848668626,0.1657808001309056,-715.889273560606,1084.027278702706
2025-10-10 16:00:00+00:00,2025H2,side,side_flat,2974.902477726573,3278.9076305925846,-304.0051528660115,0.0437559264717641,side|conf_hi|long_normal|short_normal,1.390934944152832,0.6660102115244348,-0.1102080413831212,414.4112020730972,-394.0395312383771
2025-09-04 16:00:00+00:00,2025H2,side,side_flat,2863.150706980377,2482.7153282240038,380.4353787563741,-0.0297801383727176,side|conf_hi|long_knife|short_squeeze,0.9797369241714478,-0.0937368936110722,0.1205047107095496,-538.4367052465677,-261.2197864800692
2025-10-08 04:00:00+00:00,2025H2,side,side_up,2814.8455393966287,3039.410139899701,-224.5646005030721,0.0939921432947705,side|conf_hi|long_knife|short_squeeze,1.0213040709495544,-0.1559298598453899,0.2299466045262775,-304.6067804098129,-1024.3405122309923
2025-06-03 12:00:00+00:00,2025H1,bull,bull_mild,2630.5771753686718,2520.7830709405243,109.79410442814697,0.102989733825562,bull|conf_hi|long_normal|short_normal,0.9791392683982848,0.0077254035037674,0.0977054653085016,33.516541589051485,173.45163665595464
2024-11-13 16:00:00+00:00,2024,bull,bull_deep,2586.541442433372,2623.9560544490814,-37.41461201570928,0.4022966196657724,bull|conf_hi|long_normal|short_normal,0.7817410528659821,0.541909057584113,-0.011190767113768,3004.7447979450226,-430.39900017902255
2025-06-03 20:00:00+00:00,2025H1,bull,bull_mild,2506.7144830245525,2031.2221511267128,475.4923318978399,0.1092779472655414,bull|conf_hi|long_normal|short_normal,0.879676878452301,0.1020021382058509,0.1361964963704698,797.0905490219593,100.74113612063228
2024-06-08 08:00:00+00:00,2024,bull,bull_mild,2438.0406399723142,2332.7814880758524,105.25915189646184,0.1336547881609426,bull|conf_hi|long_normal|short_normal,1.0907860398292542,0.065567447690676,-0.137499590748279,-24.957163259387016,-299.33373978565214
2025-07-23 08:00:00+00:00,2025H2,bull,bull_hot,2428.114202921279,1628.563916310668,799.5502866106108,0.1606516568720508,bull|conf_lo|long_normal|short_normal,0.7875871956348419,-0.0199604924660051,0.0682960252824326,-273.97690573707223,831.1724103987217
2025-07-24 04:00:00+00:00,2025H2,bull,bull_mild,2381.488744285889,3377.51567363739,-996.0269293515012,0.1290361332063394,bull|conf_hi|long_normal|short_normal,1.3628196120262146,0.1414308305992873,0.1506444219713397,665.4910370707512,-660.5506269261241
2024-03-01 04:00:00+00:00,2024,bull,bull_deep,2361.462000553729,2220.271018013591,141.19098254013807,0.4258165287329525,bull|conf_lo|long_normal|short_squeeze,0.6576638966798782,0.2930051035725007,0.3212996732554704,-1834.21403169632,1493.531260639429
2025-10-08 00:00:00+00:00,2025H2,side,side_up,2305.9836064931005,2598.02678367123,-292.04317717812955,0.0948694086157611,side|conf_hi|long_knife|short_squeeze,1.1162922382354736,-0.1877311567402116,0.2377859107366662,-1003.9442032575608,135.76519675552845
2025-11-02 12:00:00+00:00,2025H2,side,side_down,2276.5748109668493,1490.3094340115786,786.2653769552708,-0.0762618329302449,side|conf_hi|long_normal|short_normal,1.2607536911964417,0.1474512869186532,0.056145432645131,-83.94561242312193,1005.1615873817354
2025-07-13 04:00:00+00:00,2025H2,bull,bull_mild,2205.701514321845,1833.101874217391,372.599640104454,0.1318616951187021,bull|conf_hi|long_normal|short_squeeze,0.9926035702228546,0.3552351689907822,0.2854202800371649,225.75869224965567,-49.46589004248381
2026-06-26 08:00:00+00:00,2026,bear,bear_deep,2187.2910344973207,1433.1427472643554,754.1482872329652,-0.2054822115808725,bear|conf_hi|long_normal|short_normal,1.1775500178337095,0.1037484854459762,0.0385557562112808,218.2851918041706,260.3705204091966
2025-09-05 00:00:00+00:00,2025H2,side,side_flat,2184.950817609206,2604.9983128905296,-420.0474952813238,-0.0290492124120078,side|conf_hi|long_normal|short_normal,1.0192820727825165,0.0024819174585164,0.1033183965416938,628.9355643093586,-440.731463895645
2026-05-12 20:00:00+00:00,2026,bull,bull_mild,2117.02550528571,-245.04311382770535,2362.0686191134155,0.1378057105857677,bull|conf_hi|long_knife|short_squeeze,1.7270439863204956,-0.2060258996551051,0.916867014658494,-1793.5831286013126,3188.841373194009
2025-10-30 20:00:00+00:00,2025H2,side,side_down,2104.181680624606,1516.9790340587497,587.2026465658564,-0.0690534219542396,side|conf_hi|long_knife|short_normal,0.9786562323570251,-0.0955587808417998,-0.1614103046280485,-503.79838794469833,205.63403610140085
