strategy,eval_cycles,traded_cycles,trade_frac,calendar_edge_bps,active_edge_bps,active_hit_rate,calendar_sh_like,total_edge_bps,random_mean_total,random_p10_total,random_p90_total
btc_no_bull,5297,4030,0.7608080045308665,34.84285327566606,45.7971696777179,0.5240694789081886,3.445053062160922,184562.59380120313,76980.28065711354,40865.55919751981,112635.71110454018
bucket_report_card,5297,3123,0.5895790069850859,31.46830379255554,53.3741931441456,0.5280179314761447,3.3471101017820186,166687.6051891667,61008.456756590684,19222.61902882693,102939.63080959464
btc_bear_only,5297,938,0.17708136681140269,19.57358118026927,110.53439180371674,0.5597014925373134,3.6372913326117366,103681.25951188631,17739.440835076628,-14186.347659245457,51480.810448079115
always,5297,5297,1.0,19.012205916220893,19.012205916220893,0.5099112705304889,1.561599831302929,100707.65473822206,100707.65473822203,100707.65473822205,100707.65473822207
tree_d2,5297,3286,0.6203511421559373,18.47983272633697,29.78931039300272,0.5185636031649422,2.0652060543022266,97887.67395140693,61058.360554675935,19299.851695371683,100151.00628427904
lagged_global_edge_180,5297,3172,0.5988295261468756,5.104400227070519,8.523962169858931,0.5132408575031526,0.5502715586631989,27038.00800279254,60697.696025358135,24690.274756310577,102520.03582723383
tree_d3,5297,3189,0.6020388899377006,-4.75940507759037,-7.905477797427466,0.49576669802445905,-0.5419885850628238,-25210.56869599619,62263.396834853294,22348.28289046701,104463.04980133347
