case,n,edge_sum,edge_mean,win_rate,long_mean,short_mean
both_trade,2520,178223.29141750926,70.72352834028145,0.5388888888888889,22.13368115163706,48.5898471886444
bucket_skips_btc_trades,1510,6339.302383693874,4.198213499135016,0.49933774834437084,-15.609094899100484,19.8073083982355
bucket_trades_btc_skips,603,-11535.686228342573,-19.130491257616207,0.48258706467661694,29.407310489938755,-48.53780174755495
both_skip,664,-72319.25283463852,-108.91453740156403,0.44879518072289154,-129.94579590249404,21.031258500930008
