group,edge_bps,long_edge_bps,short_edge_bps,btc_ret_30d,pred_gap,pred_base_std,long_ret3d,short_ret3d,long_trail3_resid,short_trail3_resid,long_rvol_7d,short_rvol_7d,long_corr_to_btc,short_corr_to_btc,long_funding_z,short_funding_z,xs_ret1d_std,xs_rvol_mean,n_symbols,n
bucket_traded_winners,628.1233168942473,338.30457413554177,289.8187427587055,-0.008048008581271903,0.8211337303423101,0.1156563797797341,0.024435351393416856,0.06831837634028048,26.29720273967423,288.15630210761515,0.0046564631166279334,0.004955382894338367,0.4527231704398793,0.4371087427424428,-0.08113588672437501,-0.35907488662467013,0.039876458605016,0.003377857207916949,130.9399636143117,1649
bucket_traded_losers,-589.6117668720807,-328.59888603931466,-261.01288083276603,0.005403467827218513,0.8181463225644835,0.11654010657701268,0.02241126367084809,0.0564870346115878,66.52215900024281,211.4107270650857,0.004797314903065405,0.004985451755521689,0.45018558387528174,0.4471093967258096,0.003261158211569258,-0.23809009674883203,0.03977173399129622,0.0034923028843291365,128.76594301221166,1474
bucket_missed_winners,556.1599428935785,263.74323274760394,292.41671014597466,0.05866150522408498,0.8160685983277546,0.11596966287680675,0.014211448593458484,0.08200766445645336,16.25838500608673,185.1549039115826,0.004445191904634801,0.005066798013613904,0.5070204924576927,0.48327241251563846,-0.00039048899456200977,-0.0652107300546357,0.037938153633259954,0.0035545415781961538,126.3916349809886,1052
bucket_saved_losers,-580.2675671791349,-345.19752462333076,-235.07004255580412,0.06723843924265652,0.8107589819400494,0.11638596967367347,0.0020382337319819993,0.06155197477021741,17.082742194035884,207.78730867257102,0.004521682280906756,0.00488501156409738,0.49160011816411253,0.4919355101451782,-0.07871785894134214,-0.08802871529266916,0.038063214989727624,0.0035581779577122745,125.32442067736186,1122
btc_traded_winners,585.5159647309846,297.5105318365665,288.0054328944181,-0.039418484666649954,0.8164880530816983,0.11418954289701737,0.009400630022462941,0.06209085505172594,20.375649232075794,238.6105450453164,0.004416365114590445,0.004952991014809221,0.47680321203281917,0.45759797923506773,-0.08330373646826912,-0.28954148514514233,0.03726369081855268,0.00336671217565567,132.64299242424244,2112
btc_traded_losers,-548.5125775342212,-310.8107925100859,-237.70178502413535,-0.0360078062440367,0.8141719948605278,0.11484576130093571,0.003023509946106793,0.04159235421431996,23.743777074173877,193.9869399308965,0.004550016791375924,0.004913991353054745,0.47333603500115673,0.4725217589753077,-0.06353260292806476,-0.27816280774538094,0.03667792825735285,0.0034642090751150273,131.57612095933263,1918
