excl_fold,sharpe,delta
1,2.1113048526288942,-0.08762750937018637
2,2.3466284787174656,0.147696116718385
3,2.1720296356380655,-0.026902726361015095
4,2.1016560209430852,-0.09727634105599536
5,1.906044979369271,-0.2928873826298095
6,2.5615638678853414,0.3626315058862608
7,2.0158905173851136,-0.183041844613967
8,1.8018503544882567,-0.3970820075108239
9,2.781924327590775,0.5829919655916944
