member,cost,lin_sh,corr,lift_vs_v31full,v31_full,v31_exVVV,vvv_bps,top3_pct
ridge_best,MAKER,-0.10050599976591394,0.09133784588140151,-0.5758151190258336,2.7467011481620704,1.6333933261373808,318.82074748786016,24.72169496628026
ridge_best,COST2.25,-0.5198666772411206,0.0914287224069981,-0.7660300386193688,2.7467011481620704,1.6333933261373808,318.82074748786016,24.72169496628026
lgbm_es,MAKER,0.6943274040377035,0.0710763534576861,-0.4902735478693909,2.7467011481620704,1.6333933261373808,343.5345247598241,30.892530023425124
lgbm_es,COST2.25,0.6421869032497876,0.07108193182641197,-0.5090962745981438,2.7467011481620704,1.6333933261373808,343.5345247598241,30.892530023425124
