member,cost,n,v31_matched,lin_sh,corr,nested_sh,lift,ci_lo,ci_hi,folds_pos,n_folds,max_share,insample_ub
ridge_best,MAKER,1260,2.7467011481620704,-0.10340460141883594,0.05244490548443333,2.0070530444713595,-0.739648103690711,-1.7348883272606106,0.34463491080451103,1,7,0.4158049206211879,2.7467011481620704
ridge_best,COST2.25,1260,2.7467011481620704,-0.5177297110799132,0.052514836133741166,1.8287643944016245,-0.9179367537604459,-1.9506487723854486,0.13804915519375363,1,7,0.3916280905640708,2.7467011481620704
lgbm_es,MAKER,1260,2.7467011481620704,1.3163918678597786,0.04605029813868477,2.382059228399541,-0.36464191976252947,-1.1110877977001132,0.42713251853017886,1,7,0.3565225053297805,2.993858874314443
lgbm_es,COST2.25,1260,2.7467011481620704,1.1976363470105167,0.04606662010674601,2.3340801889395166,-0.4126209592225538,-1.1845231718161042,0.36894954401094915,1,7,0.3450175790496444,2.9462571422928323
