sharpe_real,sh_lo,sh_hi,folds_pos,placebo_p95,placebo_p99,placebo_max,edge_p95,pass
3.1070703605702614,1.0606394821500937,4.92008215156858,7,1.7360945279184263,2.0786900371668176,2.631996331133085,1.370975832651835,True
