model,ic_mean,ic_t,decile_rho,k1_spread,k3_spread,k10_spread,k3_folds_pos,gate_pass
ridge_xsz,0.007885089218044409,1.5370031928099739,0.5515151515151515,10.267190093198808,5.944423505975332,2.2192341018847768,7,False
signed_equal,0.05046599218796232,9.412546691748023,0.6363636363636362,1.048583822663249,0.8137395421350829,1.6636961053638324,5,False
signed_shrunk,0.05168724715898095,8.456087168672962,-0.49090909090909085,-15.90622941627917,-2.027453400387458,-0.9533862515111673,6,False
nnls_oriented,0.02590838139193216,4.9737288237496715,0.3696969696969697,7.202687076150939,6.770274590212372,3.0581779437751795,7,False
posridge_oriented,0.025871425462558002,4.9661963504882065,0.34545454545454546,6.8345495257975095,6.638811359210909,3.0511205118048816,7,False
