excl_fold,sharpe,delta
1,2.3373665926181024,-0.0066613673843729515
2,2.5349619872957616,0.19093402729328623
3,2.3978426178015577,0.053814657799082344
4,2.252530665932576,-0.09149729406989948
5,2.261895155502735,-0.08213280449974025
6,2.7334553744528276,0.3894274144503522
7,1.9980298852636453,-0.34599807473883004
8,1.839880372049035,-0.5041475879534403
9,2.8248086849719707,0.4807807249694953
