P1,P2
-0.2473693675118655,-0.6064526518541236
0.27734070564087066,-1.106220525903163
-0.05707398026311126,0.5379083222690633
1.413898774046181,-0.4981565416038088
0.34650362276150287,0.1236431306646956
-0.06440586308149053,0.6874730227905721
-0.2678027747840828,0.7650239164763899
-0.044151528074528316,-0.6160502337092432
-0.12519943035402914,-0.4147015449280949
0.28735925470856094,0.053026673671105015
1.3915698154059954,-0.8647518342059402
0.31427822715335857,-1.2976110804627585
0.8681030971400023,-0.37181889541612234
-1.0605519477113612,-0.6092311617801204
-0.9461536233716037,-2.1529974660032334
-0.6180042061751954,-0.917776916480628
-0.5440415180050346,0.0030048837744471295
-1.7431627774173168,0.17794468138438202
-1.2513614270939353,0.311289815810824
-1.3862591708538097,0.7262591044675524
-0.34602026771772293,0.07436589857372737
0.09544620090057597,2.723048154008769
0.02138833917789331,0.5360020946829318
-0.7397115403992487,1.417832647710741
0.03534360538283247,0.05081545673825186
0.47478445247155143,-0.40372036808739653
1.1764358473597107,-1.3137144802396012
0.5571531654148304,-0.5013287570768225
0.36044244501404776,-0.6871057690550381
-1.2889528872896663,1.3550877316358656
-0.5985442711961807,-1.167005429952814
-1.033140674976011,-2.5857222642600517
0.2734566208545375,1.1503789270782259
0.8182917250491385,-0.9870872474450151
-0.6795880911605745,-1.2617084082869785
0.7663179362652741,0.8086558491390039
0.27585483650728826,-1.1661562910102854
0.25102811668634123,-1.3515386950845
-1.1775054859029557,1.4695481043857872
-0.9077331842465812,1.0282201135466558
1.726539063267167,0.46711484105037787
0.4916763259644296,-0.5831094345806852
-0.11012535753329711,0.500407260860093
0.47499376400239435,-0.563779840610464
-0.43632018598495337,0.2655322607123783
-0.02398974728768911,-3.1010743050097656
-0.6983876318700658,-1.9007871508509004
-1.7075338713223636,-0.9287619043258337
0.7333714037944833,-1.1284329312397334
-0.48127862406785876,0.1317666149218155
0.02420231244592617,0.15856672028416852
3.197880532311939,0.3741428684941692
1.1603558121406283,-0.2555428853430566
0.8085862038941456,-0.2814245970039779
0.2524481038015053,0.2757572056644898
-0.1057949475254897,1.0167943934156647
0.5603357267298985,1.1258857328399947
1.2167960275431973,-0.5382166816402995
-0.7816940148130354,0.30965939877262866
0.06296442841941459,0.16531412293686726
0.08415885436254322,-1.039468584276571
-0.707535467057647,-3.417824131838726
-1.0940165235527377,1.3365335520757224
-0.7648554161228974,0.16058257990156796
0.7874416276570663,0.6153719483622393
0.7593871662156617,-1.9862608201124918
-0.7425174475480811,0.5752619738860528
-1.3907418903641788,-0.5550000230742195
1.9272256150621718,-1.5775082067038493
1.5253791816907845,-0.5572008956844788
1.269735764950434,-1.304826104532119
-0.7138503465048636,-0.14688584630021592
-0.4382778742117436,-1.2898645490562048
0.9617258632395187,2.8143269923723833
-0.7936916188016928,-2.7182245124164854
-0.15530112751791508,-1.2599290283992766
3.1957767497585507,0.8475812539512386
0.18610354578530847,-0.3873155973644473
-1.1283718486858203,-1.1426175994276346
-1.2387665121172082,0.9696925803652114
-0.48727290956476016,0.11378396926022076
-0.9529860543299771,-0.42531779901428957
-0.4436784873052313,-1.9666215828649243
0.8042177607890413,1.620273451885002
-3.09297932597195,-1.1421905192133996
-1.8111702669169831,-1.375825420884936
-1.0484102000546498,0.40370376193833374
-1.257221310477649,-2.0128900305997552
0.14268142731408887,-1.57667665924519
-1.7022941106100826,-0.7847718148356242
0.23214461511032422,1.5868432827985395
0.20649402609221645,-0.10265146205331513
-1.7637802070236384,-1.360996344506017
0.5579444037827287,0.7906055979605575
1.8483082737088032,-0.8433475562789865
-0.9362686994443952,1.7801835237911994
-0.006978545591488249,0.4882777443405675
-2.207238424588578,-1.8752655510363514
0.2658115571512456,-0.0782223783657592
-1.0161438739683126,-0.27075864457847254
