feature,n_cycles,ic_mean,ic_median,ic_t,pearson_mean,spread_bps,spread_pos_pct,offset,label
dom_btc_z_1d,1620,-0.04579841176290161,-0.04197390811117413,-9.005624428672137,-0.027424113444108496,-7.136701339704019,0.45,0,feature_dom_btc_z_1d
dom_btc_z_1d,1620,-0.048335383137621916,-0.05268819382545986,-9.466671957922937,-0.026559125896074193,-5.802827349121188,0.4666666666666667,1,feature_dom_btc_z_1d
dom_btc_z_1d,1620,-0.04640669550445784,-0.042453682533056855,-9.07195285491477,-0.026560022712597216,-9.208894791132138,0.45555555555555555,2,feature_dom_btc_z_1d
dom_btc_z_1d,1620,-0.04735403596060958,-0.04638979352460569,-9.25243828657302,-0.026999621640762847,-6.0570929824110165,0.45,3,feature_dom_btc_z_1d
dom_btc_z_1d,1620,-0.04902388233089427,-0.04862233408931726,-9.709687948717708,-0.02664232943234299,-9.030104279959643,0.445679012345679,4,feature_dom_btc_z_1d
dom_btc_z_1d,1620,-0.04994081276566539,-0.04553925937930475,-9.895488618948853,-0.02670279665147019,-5.63304273493496,0.44320987654320987,5,feature_dom_btc_z_1d
dom_btc_z_1d,1620,-0.050815830992267344,-0.051349161332144885,-10.001308903115717,-0.026117944875697165,-4.849828031401575,0.4561728395061728,6,feature_dom_btc_z_1d
dom_btc_z_1d,1620,-0.05171456312008642,-0.054128514707073985,-10.282020597640852,-0.026391037371529116,-6.704525843667395,0.45987654320987653,7,feature_dom_btc_z_1d
dom_btc_z_1d,1620,-0.051226994464220396,-0.0501580098857467,-10.23553664448441,-0.025916461752101893,-4.300235682247598,0.4419753086419753,8,feature_dom_btc_z_1d
dom_btc_z_1d,1620,-0.05267702968005744,-0.04848472571104449,-10.53721127021035,-0.026006276213267513,-2.909256782649476,0.4580246913580247,9,feature_dom_btc_z_1d
dom_btc_z_1d,1620,-0.048756873453012925,-0.04647313831942307,-9.831390296355695,-0.023619069192871944,-1.943831890379941,0.4462962962962963,10,feature_dom_btc_z_1d
dom_btc_z_1d,1620,-0.04692565640187835,-0.04420314568077317,-9.466232956781338,-0.022920962851905032,-2.7171974928290754,0.45,11,feature_dom_btc_z_1d
dom_btc_z_1d,1620,-0.045583616518140024,-0.04562029008994409,-9.079564103823612,-0.021297018150039964,-0.10399512030460216,0.46358024691358024,12,feature_dom_btc_z_1d
