feature,n_cycles,ic_mean,ic_median,ic_t,pearson_mean,spread_bps,spread_pos_pct,offset,label
atr_pct,1619,-0.04341260828418887,-0.04416173729843611,-6.369168892047256,-0.006447339808045207,12.450496801329248,0.4981481481481482,17,feature_atr_pct
atr_pct,1619,-0.041887163779794824,-0.04124463171542015,-6.08013044155487,-0.004193120199680464,12.76551298285708,0.5055555555555555,18,feature_atr_pct
atr_pct,1619,-0.03996668013689473,-0.041813540814678474,-5.790445884737962,-0.00391124650984346,11.173384155829748,0.49074074074074076,19,feature_atr_pct
atr_pct,1619,-0.04007250024034975,-0.04108257029414148,-5.793022585565882,-0.004212518895918337,10.947467228218361,0.49074074074074076,20,feature_atr_pct
atr_pct,1619,-0.040600267811656064,-0.04254112308564946,-5.853846204441149,-0.004554626072083102,8.104339859956577,0.5018518518518519,21,feature_atr_pct
atr_pct,1619,-0.03948739459732522,-0.039786078923912165,-5.705042400286368,-0.005547172130209074,9.59233123431971,0.49691358024691357,22,feature_atr_pct
atr_pct,1619,-0.038703824270865134,-0.04383761445587878,-5.573642371249467,-0.004261873320819279,9.594308273218296,0.49320987654320986,23,feature_atr_pct
atr_pct,1619,-0.04051412637342194,-0.04303135888501743,-5.851127718525995,-0.0037347540245744825,10.25050106578403,0.5,24,feature_atr_pct
atr_pct,1619,-0.040773243249482054,-0.0418928774005348,-5.899155701528645,-0.003649802576913129,11.136968227227529,0.4962962962962963,25,feature_atr_pct
atr_pct,1619,-0.03962143048903415,-0.048051211409124064,-5.7570115916050595,-0.0044993597258192256,9.152453390334124,0.49506172839506174,26,feature_atr_pct
atr_pct,1619,-0.041151899771561674,-0.04111498257839722,-6.011449558446203,-0.00470193228623814,10.617250599978883,0.5018518518518519,27,feature_atr_pct
atr_pct,1619,-0.040934382689534705,-0.04254112308564946,-6.0098598502922815,-0.005410379074227022,8.87849165937047,0.48271604938271606,28,feature_atr_pct
atr_pct,1619,-0.041688260758701086,-0.04383761445587878,-6.058499617086286,-0.0064961503120602076,9.598613576241481,0.4962962962962963,29,feature_atr_pct
atr_pct,1619,-0.0407132096135991,-0.04006968641114983,-5.8742627289413285,-0.00691351488559113,8.690858159094681,0.49444444444444446,30,feature_atr_pct
atr_pct,1619,-0.04185146148129581,-0.04006968641114983,-6.032601829375079,-0.008120040678631795,10.29642306301329,0.48950617283950615,31,feature_atr_pct
atr_pct,1620,-0.03879427992564409,-0.03589660481322421,-5.6169558754850515,-0.007456946110147445,10.631214684174385,0.49444444444444446,32,feature_atr_pct
atr_pct,1620,-0.03961427102180879,-0.030710639332306947,-5.669563750587804,-0.008033096445143845,7.809111825993032,0.4839506172839506,33,feature_atr_pct
atr_pct,1620,-0.0382257620961489,-0.03169516246657483,-5.47935747887571,-0.005932652662042379,8.866824455614443,0.49074074074074076,34,feature_atr_pct
atr_pct,1620,-0.038009343753404826,-0.032655376387650925,-5.467976726109837,-0.0061486239160980635,11.933356973492069,0.5067901234567901,35,feature_atr_pct
atr_pct,1620,-0.03595193229199564,-0.02698322664289766,-5.141827776510898,-0.006183676888688169,10.30879943849128,0.4981481481481482,36,feature_atr_pct
atr_pct,1620,-0.03633639962200674,-0.03200713070253626,-5.228822822205402,-0.006715572338249315,10.148452435893777,0.5037037037037037,37,feature_atr_pct
atr_pct,1620,-0.03835828836926443,-0.03840855684304352,-5.528513859542199,-0.009643168179099727,10.25247340099311,0.4925925925925926,38,feature_atr_pct
atr_pct,1620,-0.039497673262430755,-0.03460011344299489,-5.659973233269459,-0.009215243876044618,9.857992235893084,0.4962962962962963,39,feature_atr_pct
atr_pct,1620,-0.04011891720585826,-0.035977635523863544,-5.780856132893237,-0.008683696476866981,10.394556101862296,0.4925925925925926,40,feature_atr_pct
atr_pct,1620,-0.03957000098087838,-0.03304027226318775,-5.653261044682887,-0.009863481836988498,7.555147821520582,0.47962962962962963,41,feature_atr_pct
atr_pct,1620,-0.0393826415534166,-0.041179807146908685,-5.633306703563714,-0.00901015613938946,6.7760964175801215,0.4845679012345679,42,feature_atr_pct
atr_pct,1620,-0.03895388759957719,-0.03233125354509359,-5.55623494215834,-0.009981389035973709,8.306378316805686,0.49320987654320986,43,feature_atr_pct
atr_pct,1620,-0.039912400414604435,-0.041179807146908685,-5.700429391520318,-0.01002171283267328,8.146842290221908,0.49074074074074076,44,feature_atr_pct
atr_pct,1620,-0.04012645168761601,-0.043435974554041884,-5.706141537299902,-0.009278315197948089,9.056587949873489,0.4858024691358025,45,feature_atr_pct
atr_pct,1620,-0.04174310851723326,-0.05007900494287336,-5.905689977844684,-0.010727259742304098,8.912872588524111,0.49876543209876545,46,feature_atr_pct
atr_pct,1620,-0.042525951344155245,-0.04653531380700979,-6.027075230456663,-0.00992423565889155,6.8730500893092445,0.49074074074074076,47,feature_atr_pct
