config,n_feat,ridge_ic,ridge_rho,ridge_k3,ridge_k3_drop2,ridge_folds,ridge_top5,eq_k3,eq_rho,nnls_k3,est_consistent,gate_pass
v2_22,22,0.007885089218044409,0.5515151515151515,5.944423505975332,4.838412518142505,7,0.4478433084431089,-2.032697619356515,0.2121212121212121,6.770274590212372,False,False
v2_23_with_bsl,23,0.008042349973716962,0.5030303030303029,6.167955536539798,4.991396794378127,7,0.438570614700224,-2.126864288573569,0.2121212121212121,6.785268936826079,False,False
trend_ext,7,0.014942300439558902,0.06666666666666665,0.9318026517907783,-2.8712780862167286,4,0.6587600045451272,-5.76407114762138,0.23636363636363633,2.7977219348328757,False,False
bsl_distlow,2,0.006636740324583018,-0.2727272727272727,-2.1713697765751765,-6.872906780578678,4,0.5212721841788422,3.0640554182680266,0.07878787878787878,-3.9657252823342506,False,False
sqbtcrel_plus_int,22,0.01405353936834368,0.4666666666666666,7.282986472819548,4.968928426029535,7,0.44820380771787616,-5.739964013155202,-0.34545454545454546,2.567603593980332,False,False
v2_23_plus_int,36,0.008665934966275296,0.5757575757575757,4.754230599169316,2.8064852555898416,6,0.49058006815366845,-2.609710440010306,-0.3939393939393939,1.4159515189472485,False,False
