event,auc,lo,hi,sig
E1,0.5079744342891017,0.4702621371773286,0.5544866135809106,False
E2,0.4890195505424662,0.44583834120180776,0.5277764797783817,False
E3,0.5017481734607327,0.47558953024197925,0.5297515317331066,False
