H1_long,H1_long_t,H1_short,H2_long,H2_long_t,H2_short,label,n,alpha_dist
13.207005,0.7113771801416722,10.048908,-2.0068152,-0.35296357487859714,4.2391305,V0_only,16,"{0.01: 3, 100.0: 13, 1000.0: 42, 10000.0: 98}"
12.924704,0.6963166262318629,10.04782,-2.0901673,-0.36875797264250637,4.257031,V0+G_calendar,24,"{0.01: 2, 0.1: 1, 100.0: 13, 1000.0: 42, 10000.0: 98}"
15.442165,0.828959008861739,7.845985,-3.235908,-0.5779476443177048,3.8018086,V0+H_lagged,23,"{0.01: 3, 100.0: 8, 1000.0: 43, 10000.0: 102}"
14.46867,0.7788566902942275,9.375614,-1.3924156,-0.2357054843003551,2.3524425,V0+I_funding_accum,21,"{0.01: 2, 10.0: 1, 100.0: 14, 1000.0: 47, 10000.0: 92}"
14.39206,0.7743232200079345,12.219799,-4.226307,-0.7397364742928513,3.811534,V0+J_regime_cond,22,"{0.01: 3, 100.0: 10, 1000.0: 44, 10000.0: 99}"
11.178354,0.5974565258428624,10.327332,-3.035982,-0.50949159874761,7.7308664,V0+K_volvol,22,"{0.01: 1, 100.0: 18, 1000.0: 49, 10000.0: 88}"
14.769174,0.7937610539677096,9.509572,-1.0408696,-0.17494825976808187,1.9483722,V0+L_3way_inter,21,"{0.01: 1, 100.0: 12, 1000.0: 42, 10000.0: 101}"
