excl,sharpe,delta
1,1.1656200901131377,-0.3295838403191429
2,1.8124995939399122,0.3172956635076316
3,1.3234875033455578,-0.17171642708672286
4,0.9357408446577342,-0.5594630857745464
5,1.562813770315486,0.06760983988320546
6,1.6019390538237637,0.10673512339148306
7,1.5577129981402744,0.0625090677079938
8,1.665085587703246,0.16988165727096538
9,1.832309168706234,0.33710523827395344
