universe,executable,n_sym,model,ic,decile_rho,k1,k3,k10,k3_folds_pos,top5_share,top2,top5_all_hl,k3_drop_top2,rho_drop_top2,gate_pass
hl42,True,42,ridge_xsz,0.007885089218044409,0.5515151515151515,10.267190093198808,5.944423505975332,2.2192341018847768,7,0.4478433084431089,"TRUMPUSDT,ZECUSDT",True,4.838412518142505,0.709090909090909,False
hl42,True,42,nnls_oriented,0.02590838139193216,0.3696969696969697,7.202687076150939,6.770274590212372,3.0581779437751795,7,0.40636316967028197,"ZECUSDT,UNIUSDT",True,4.748883099470615,0.6363636363636362,False
hl42,True,42,signed_equal,0.05046599218796232,0.6363636363636362,1.048583822663249,0.8137395421350829,1.6636961053638324,5,0.4142879557242216,"WIFUSDT,JUPUSDT",True,-0.40596351172989054,0.5515151515151515,False
hl_all,True,70,ridge_xsz,-0.0023955188220368562,0.38181818181818183,0.27344633179909805,-1.03019738176648,1.1808539564918243,4,0.3744454691904042,"GRIFFAINUSDT,GMXUSDT",True,-3.7756826088568074,0.2727272727272727,False
hl_all,True,70,nnls_oriented,0.02719581190972926,0.09090909090909088,10.371690649385023,-1.561129263680024,-0.8087834351205933,5,0.39185501653124466,"TSTUSDT,GRIFFAINUSDT",True,-4.606122162987524,0.09090909090909088,False
hl_all,True,70,signed_equal,0.05437095766778716,-0.24848484848484845,-0.6068911614442815,-4.008628257901909,-1.280564302026275,5,0.3385653335581034,"TSTUSDT,ANIMEUSDT",True,-7.304487807149787,-0.3696969696969697,False
binance110,False,110,ridge_xsz,0.004869754988655909,0.3696969696969697,9.619765998857833,16.149115191801723,6.708716149534069,7,0.36548338886162596,"SIRENUSDT,SOLVUSDT",False,9.264500852899344,0.1515151515151515,False
binance110,False,110,nnls_oriented,0.037704292224651346,0.23636363636363633,27.72761402973399,8.967031692366156,6.2011119010713935,5,0.38098723894710584,"SIRENUSDT,SOLVUSDT",False,1.7221022271783495,0.07878787878787878,False
binance110,False,110,signed_equal,0.05578022450054194,-0.6606060606060605,15.607861147796983,0.8984193167889176,-4.851062497662632,4,0.2674097374602763,"BROCCOLIF3BUSDT,ZEREBROUSDT",False,-4.147162270262908,-0.6484848484848483,False
